candidate_id,concept,facet_id,automatic_decision,mean_target_score,mean_target_margin,manual_decision,manual_notes,description
slot_15__wolf__r04__c246,wolf,limbs_paws_tail,accepted,0.6476258238156637,0.4178887605667114,unset,,"Broad-pawed northern pack tracker displays broad paws beneath long endurance-built legs beside a broad dirt trail, while nearby tracks indicate scale."
slot_16__deer__r01__c003,deer,body_size_shape,reject,0.004903786350041628,-0.9875862072221935,unset,,A lean woodland frame with a short tail identifies a fine-hoofed meadow browser.
slot_16__deer__r01__c004,deer,body_size_shape,accepted,0.986633817354838,0.976682633937647,unset,,An antlered woodland browser shows an athletic herd grazer with a deep chest.
slot_16__horse__r01__c001,horse,body_size_shape,accepted,0.9965362946192423,0.9955647979125691,unset,,A muscular farmyard runner carries a powerful hindquarter line beneath the saddle area.
slot_16__horse__r01__c010,horse,body_size_shape,borderline,0.12446741759777069,-0.16900520026683807,unset,,A muscular barrel-shaped torso built for running marks a bridled stable companion.
slot_16__rabbit__r01__c002,rabbit,body_size_shape,rejected,0.5083909059564272,0.17443275700012842,unset,,A compact rounded body held close to the ground identifies a short-tailed garden visitor.
slot_16__rabbit__r01__c010,rabbit,body_size_shape,rejected,0.2322986110424002,-0.3333613093321522,unset,,A lightweight frame with prominent folded haunches identifies a round-eyed clover browser.
slot_16__rabbit__r02__c081,rabbit,body_size_shape,reject,0.0666227713227272,-0.39030804485082626,unset,,A low oval profile ending in a tiny tail defines a velvet-eared browser.
slot_16__rabbit__r02__c082,rabbit,body_size_shape,accepted,0.5000121792157491,0.31940291325251263,unset,,A burrow resident carries a lightweight frame with prominent folded haunches.
slot_16__wolf__r01__c001,wolf,body_size_shape,reject,0.22048716247081757,-0.4055113345384598,unset,,A rangy body built for sustained travel identifies a long-legged wilderness hunter.
slot_16__wolf__r01__c002,wolf,body_size_shape,borderline,0.15326954424381256,-0.13669316470623016,unset,,A social mountain predator shows a deep chest and lean long-backed frame.
slot_16__wolf__r02__c081,wolf,body_size_shape,borderline,0.12880082428455353,-0.22900347411632538,unset,,A pale-muzzled sentinel carries a substantial northern frame with a tucked waist.
slot_16__wolf__r02__c082,wolf,body_size_shape,borderline,0.1484542042016983,-0.01722225546836853,unset,,A tall athletic silhouette heavier than a yard companion marks a long-legged tracker.
slot_16__wolf__r03__c162,wolf,body_size_shape,reject,0.033740103244781494,-0.9125140905380249,unset,,A gray pack hunter has powerful shoulders narrowing toward the flanks.
slot_16__wolf__r03__c163,wolf,body_size_shape,reject,0.1572493463754654,-0.4587926119565964,unset,,A substantial northern frame with a tucked waist defines a snow pack tracker.
slot_16__wolf__r04__c241,wolf,body_size_shape,borderline,0.1573890745639801,-0.28227677941322327,unset,,A wild gray pack hunter reveals a tall athletic silhouette heavier than a yard companion.
slot_16__wolf__r04__c242,wolf,body_size_shape,reject,0.15335798263549805,-0.5921943187713623,unset,,A rangy body built for sustained travel identifies a howling snow hunter.
slot_16__wolf__r04__c243,wolf,body_size_shape,reject,0.0024037291295826435,-0.9816168616525829,unset,,A forest pack sentinel shows a deep chest and lean long-backed frame.
slot_16__wolf__r04__c245,wolf,body_size_shape,borderline,0.2654609978199005,-0.1033032238483429,unset,,An amber-eyed pack hunter has a substantial northern frame with a tucked waist.
slot_16__wolf__r05__c321,wolf,body_size_shape,accepted,0.7784622112909952,0.6216640677303076,unset,,Powerful shoulders narrowing toward the flanks defines a howling snow hunter.
slot_16__wolf__r05__c322,wolf,body_size_shape,reject,0.15118345618247986,-0.6373433172702789,unset,,A forest pack sentinel carries a substantial northern frame with a tucked waist.
slot_16__wolf__r05__c324,wolf,body_size_shape,reject,0.06512603908777237,-0.6073208078742027,unset,,An amber-eyed pack hunter reveals a rangy body built for sustained travel.
slot_16__wolf__r05__c325,wolf,body_size_shape,borderline,0.08656305819749832,-0.23741703480482101,unset,,A deep chest and lean long-backed frame identifies a northern pack runner.
slot_17__deer__r01__c001,deer,body_size_shape,accepted,0.986633817354838,0.976682633937647,unset,,An antlered woodland browser shows an athletic herd grazer with a deep chest.
slot_17__deer__r01__c007,deer,body_size_shape,reject,0.003986631520092487,-0.9605939043685794,unset,,An alert brown woodland browser reveals a graceful high-shouldered grazing silhouette.
slot_17__deer__r02__c081,deer,body_size_shape,accepted,0.6303507586320242,0.4623809860398372,unset,,A tall narrow torso on unusually slender legs marks a woodland grazer.
slot_17__deer__r02__c082,deer,body_size_shape,reject,0.1245594471693039,-0.6836552768945694,unset,,A white-tailed browser reveals a lean woodland frame with a short tail.
slot_17__deer__r03__c161,deer,body_size_shape,rejected,0.4556928848226865,-0.037073150277137756,unset,,A white-tailed browser has a graceful high-shouldered grazing silhouette.
slot_17__deer__r03__c163,deer,body_size_shape,reject,0.0013778958236798644,-0.9954215731704608,unset,,A forest herd grazer carries a tall narrow torso on unusually slender legs.
slot_17__deer__r04__c241,deer,body_size_shape,accepted,0.8178104360898336,0.6626009518901507,unset,,A lean woodland frame with a short tail identifies a split-hoofed grazer.
slot_17__deer__r04__c242,deer,body_size_shape,reject,0.006143819075077772,-0.9781961333937943,unset,,A forest herd grazer shows an athletic herd grazer with a deep chest.
slot_17__deer__r04__c243,deer,body_size_shape,reject,0.0009100361494347453,-0.9946816639276221,unset,,A graceful high-shouldered grazing silhouette is visible on a meadow browser.
slot_17__deer__r04__c245,deer,body_size_shape,accepted,0.43047161897023517,0.12379596134026845,unset,,A tall narrow torso on unusually slender legs defines a clearing grazer.
slot_17__horse__r01__c007,horse,body_size_shape,borderline,0.12446741759777069,-0.16900520026683807,unset,,A muscular barrel-shaped torso built for running marks a bridled stable companion.
slot_17__horse__r01__c008,horse,body_size_shape,accepted,0.997040331363678,0.9960800178620653,unset,,A muscular farmyard runner reveals a powerful hindquarter line beneath the saddle area.
slot_17__horse__r02__c081,horse,body_size_shape,accepted,0.9940240383148193,0.9917949251442527,unset,,A saddle companion carries a tall deep-chested body with a long neck.
slot_17__horse__r02__c082,horse,body_size_shape,reject,0.01173053216189146,-0.9663090305402875,unset,,A high-shouldered silhouette above slender lower legs marks a hoofed field runner.
slot_17__horse__r03__c162,horse,body_size_shape,accepted,0.9989680449167887,0.9985576788312756,unset,,A stable grazer has a powerful hindquarter line beneath the saddle area.
slot_17__horse__r03__c163,horse,body_size_shape,accepted,0.9776680866877238,0.957577915629372,unset,,A tall deep-chested body with a long neck defines a paddock runner.
slot_17__horse__r04__c241,horse,body_size_shape,accepted,0.9851470192273458,0.974432869348675,unset,,A stable grazer reveals a high-shouldered silhouette above slender lower legs.
slot_17__horse__r04__c242,horse,body_size_shape,borderline,0.10582146048545837,-0.17467713356018066,unset,,A large graceful frame with a gently arched neck identifies a paddock runner.
slot_17__horse__r04__c243,horse,body_size_shape,borderline,0.06471230089664459,-0.3035780340433121,unset,,A bridled trail companion shows a muscular barrel-shaped torso built for running.
slot_17__horse__r04__c245,horse,body_size_shape,reject,0.15535415709018707,-0.40042196214199066,unset,,A farm runner has a tall deep-chested body with a long neck.
slot_17__horse__r05__c321,horse,body_size_shape,accepted,0.9862442413965861,0.9810504889464937,unset,,A powerful hindquarter line beneath the saddle area defines a paddock runner.
slot_17__horse__r05__c324,horse,body_size_shape,borderline,0.12652505934238434,-0.24858124554157257,unset,,A farm runner reveals a large graceful frame with a gently arched neck.
slot_17__horse__r05__c325,horse,body_size_shape,borderline,0.0806175246834755,-0.21651052683591843,unset,,A muscular barrel-shaped torso built for running identifies a riding companion.
slot_17__horse__r05__c326,horse,body_size_shape,accepted,0.9685570200284322,0.942358076213471,unset,,A long-faced grazer shows a powerful hindquarter line beneath the saddle area.
slot_17__rabbit__r01__c007,rabbit,body_size_shape,rejected,0.2322986110424002,-0.3333613093321522,unset,,A lightweight frame with prominent folded haunches identifies a round-eyed clover browser.
slot_17__rabbit__r01__c019,rabbit,body_size_shape,rejected,0.6773006021976471,0.410537497450908,unset,,A compact rounded body held close to the ground defines a short-tailed garden visitor.
slot_17__rabbit__r02__c081,rabbit,body_size_shape,rejected,0.43939358989397687,0.08488982915878296,unset,,A burrow nibbler reveals a compact rounded body held close to the ground.
slot_17__rabbit__r02__c082,rabbit,body_size_shape,reject,0.09237310290336609,-0.5565795600414276,unset,,A small pear-shaped silhouette and short neck identifies a white-tailed browser.
slot_17__rabbit__r03__c161,rabbit,body_size_shape,reject,0.001318069756962359,-0.9924540197243914,unset,,A lightweight frame with prominent folded haunches defines a white-tailed browser.
slot_17__rabbit__r03__c162,rabbit,body_size_shape,borderline,0.05557463318109512,-0.18993587046861649,unset,,A meadow grazer carries a delicate torso supported by enlarged hindquarters.
slot_17__rabbit__r04__c241,rabbit,body_size_shape,reject,0.012118726968765259,-0.6621141135692596,unset,,A meadow grazer shows a small pear-shaped silhouette and short neck.
slot_17__rabbit__r04__c243,rabbit,body_size_shape,reject,0.0013995885383337736,-0.982490646885708,unset,,A hind-legged browser has a lightweight frame with prominent folded haunches.
slot_17__rabbit__r04__c244,rabbit,body_size_shape,reject,7.952588202897459e-05,-0.9960107074439293,unset,,A delicate torso supported by enlarged hindquarters defines a clover grazer.
slot_17__rabbit__r04__c245,rabbit,body_size_shape,accepted,0.40283623337745667,0.13779385884602866,unset,,A garden nibbler carries a compact rounded body held close to the ground.
slot_17__rabbit__r05__c322,rabbit,body_size_shape,reject,0.01529403030872345,-0.7572731822729111,unset,,A hind-legged browser reveals a compact rounded body held close to the ground.
slot_17__rabbit__r05__c323,rabbit,body_size_shape,rejected,0.3562387650211652,0.044593170285224915,unset,,A small pear-shaped silhouette and short neck identifies a clover grazer.
slot_17__rabbit__r05__c324,rabbit,body_size_shape,rejected,0.595893494784832,0.37494397316671285,unset,,A garden nibbler shows a low oval profile ending in a tiny tail.
slot_17__rabbit__r05__c325,rabbit,body_size_shape,reject,0.00036485021701082587,-0.9905249970615841,unset,,A lightweight frame with prominent folded haunches is visible on a velvet-eared browser.
slot_17__rabbit__r06__c401,rabbit,body_size_shape,reject,0.01107882708311081,-0.45905251055955887,unset,,A hind-legged browser has a low oval profile ending in a tiny tail.
slot_17__rabbit__r06__c402,rabbit,body_size_shape,reject,0.0001165171415777877,-0.9889158705918817,unset,,A lightweight frame with prominent folded haunches defines a clover grazer.
slot_17__rabbit__r06__c403,rabbit,body_size_shape,rejected,0.43528076882163685,0.08945873255530994,unset,,A garden nibbler carries a delicate torso supported by enlarged hindquarters.
slot_17__rabbit__r06__c404,rabbit,body_size_shape,reject,0.06960603594779968,-0.7888803780078888,unset,,A compact rounded body held close to the ground marks a velvet-eared browser.
slot_17__rabbit__r07__c481,rabbit,body_size_shape,borderline,0.36978911856810254,0.16386090715726218,unset,,A compact rounded body held close to the ground identifies a clover grazer.
slot_17__rabbit__r07__c482,rabbit,body_size_shape,accepted,0.5798353056112925,0.4232209126154582,unset,,A garden nibbler shows a small pear-shaped silhouette and short neck.
slot_17__rabbit__r07__c484,rabbit,body_size_shape,rejected,0.41700275739034015,0.06794783969720204,unset,,A burrow resident has a lightweight frame with prominent folded haunches.
slot_17__rabbit__r07__c486,rabbit,body_size_shape,rejected,0.4969405233860016,0.1747944007317225,unset,,A burrow nibbler carries a compact rounded body held close to the ground.
slot_17__wolf__r01__c001,wolf,body_size_shape,reject,0.4363013505935669,-0.046884387731552124,unset,,A gray pack hunter has a substantial northern frame with a tucked waist.
slot_17__wolf__r01__c002,wolf,body_size_shape,reject,0.02713450789451599,-0.8936271965503693,unset,,A tall athletic silhouette heavier than a yard companion defines an amber-eyed pack sentinel.
slot_17__wolf__r02__c081,wolf,body_size_shape,borderline,0.37148651480674744,0.004089772701263428,unset,,A deep chest and lean long-backed frame identifies a snow pack tracker.
slot_17__wolf__r02__c082,wolf,body_size_shape,reject,0.07674399763345718,-0.6221276745200157,unset,,A forest pack sentinel shows powerful shoulders narrowing toward the flanks.
slot_17__wolf__r03__c161,wolf,body_size_shape,reject,0.1287223845720291,-0.6138939708471298,unset,,A forest pack sentinel carries a tall athletic silhouette heavier than a yard companion.
slot_17__wolf__r03__c162,wolf,body_size_shape,reject,0.10657241195440292,-0.5444199815392494,unset,,A rangy body built for sustained travel marks a broad-pawed tracker.
slot_17__wolf__r04__c242,wolf,body_size_shape,borderline,0.2654609978199005,-0.1033032238483429,unset,,An amber-eyed pack hunter has a substantial northern frame with a tucked waist.
slot_17__wolf__r04__c243,wolf,body_size_shape,reject,0.16884547472000122,-0.29061898589134216,unset,,A tall athletic silhouette heavier than a yard companion defines a northern pack runner.
slot_17__wolf__r04__c244,wolf,body_size_shape,reject,0.17554053664207458,-0.4768259823322296,unset,,A bushy-tailed pack tracker carries a rangy body built for sustained travel.
slot_17__wolf__r04__c245,wolf,body_size_shape,reject,0.09959988296031952,-0.7254497557878494,unset,,A deep chest and lean long-backed frame marks a mountain pack hunter.
slot_17__wolf__r05__c321,wolf,body_size_shape,reject,0.06512603908777237,-0.6073208078742027,unset,,An amber-eyed pack hunter reveals a rangy body built for sustained travel.
slot_17__wolf__r05__c322,wolf,body_size_shape,borderline,0.08656305819749832,-0.23741703480482101,unset,,A deep chest and lean long-backed frame identifies a northern pack runner.
slot_17__wolf__r05__c323,wolf,body_size_shape,rejected,0.7447033524513245,0.5125141412330171,unset,,A bushy-tailed pack tracker shows powerful shoulders narrowing toward the flanks.
slot_17__wolf__r05__c324,wolf,body_size_shape,borderline,0.07696064561605453,-0.1633773371577263,unset,,A substantial northern frame with a tucked waist is visible on a mountain pack hunter.
slot_17__wolf__r06__c401,wolf,body_size_shape,borderline,0.14488157629966736,-0.10298122465610504,unset,,A substantial northern frame with a tucked waist defines a northern pack runner.
slot_17__wolf__r06__c403,wolf,body_size_shape,reject,0.1385917067527771,-0.48624175786972046,unset,,A rangy body built for sustained travel marks a mountain pack hunter.
slot_17__wolf__r06__c405,wolf,body_size_shape,reject,0.004429718479514122,-0.9640967044979334,unset,,Powerful shoulders narrowing toward the flanks identifies a long-legged pack tracker.
slot_17__wolf__r06__c406,wolf,body_size_shape,reject,0.27970650792121887,-0.35222169756889343,unset,,A wild gray pack hunter shows a substantial northern frame with a tucked waist.
slot_17__wolf__r07__c482,wolf,body_size_shape,reject,0.11399193853139877,-0.6192144528031349,unset,,Powerful shoulders narrowing toward the flanks is visible on a mountain pack hunter.
slot_17__wolf__r07__c483,wolf,body_size_shape,accepted,0.9109016259511312,0.8291498540590206,unset,,A pale-muzzled pack sentinel has a substantial northern frame with a tucked waist.
slot_17__wolf__r07__c484,wolf,body_size_shape,reject,0.13043703138828278,-0.32201434671878815,unset,,A tall athletic silhouette heavier than a yard companion defines a long-legged pack tracker.
slot_17__wolf__r07__c485,wolf,body_size_shape,reject,0.2705877125263214,-0.2959248721599579,unset,,A wild gray pack hunter carries a rangy body built for sustained travel.
slot_17__wolf__r08__c561,wolf,body_size_shape,rejected,0.26699510713418323,-0.30433425803979236,unset,,A sturdy mountain pack hunter reveals a tall athletic silhouette heavier than a yard companion.
slot_17__wolf__r08__c564,wolf,body_size_shape,reject,0.029746878892183304,-0.9281714074313641,unset,,A sturdy wild gray pack hunter shows powerful shoulders narrowing toward the flanks.
slot_17__wolf__r08__c565,wolf,body_size_shape,rejected,0.6898444493611654,0.4293521245320638,unset,,A sturdy howling snow hunter reveals a substantial northern frame with a tucked waist.
slot_17__wolf__r08__c566,wolf,body_size_shape,reject,0.07546469569206238,-0.7442395389080048,unset,,A sturdy forest pack sentinel carries a tall athletic silhouette heavier than a yard companion.
slot_17__wolf__r09__c642,wolf,body_size_shape,borderline,0.08744184672832489,-0.29116152226924896,unset,,A sturdy long-legged pack tracker displays a substantial northern frame with a tucked waist.
slot_17__wolf__r09__c643,wolf,body_size_shape,accepted,0.7848642369111379,0.7066514847489694,unset,,A sturdy wild gray pack hunter shows a tall athletic silhouette heavier than a yard companion.
slot_17__wolf__r09__c644,wolf,body_size_shape,reject,0.09760524332523346,-0.6805051416158676,unset,,A sturdy howling snow hunter reveals a rangy body built for sustained travel.
slot_17__wolf__r09__c645,wolf,body_size_shape,borderline,0.37859347462654114,0.01583874225616455,unset,,A sturdy forest pack sentinel carries a deep chest and lean long-backed frame.
slot_18__deer__r01__c001,deer,body_size_shape,accepted,0.6287550330162048,0.32069611301024753,unset,,"Against a rocky meadow, a tall narrow torso on unusually slender legs defines large-eared woodland browser."
slot_18__deer__r01__c003,deer,body_size_shape,reject,0.025503898039460182,-0.9430311676114798,unset,,"Beside a broad dirt trail, graceful clearing grazer reveals an athletic herd grazer with a deep chest."
slot_18__horse__r01__c002,horse,body_size_shape,accepted,0.9982178807258606,0.9972827968255539,unset,,"Against a misty hillside, a high-shouldered silhouette above slender lower legs defines powerful paddock runner."
slot_18__horse__r01__c003,horse,body_size_shape,rejected,0.5631027892231941,0.12793534062802792,unset,,Tall long-faced grazer carries a large graceful frame with a gently arched neck across a narrow riverside path.
slot_18__rabbit__r01__c001,rabbit,body_size_shape,accepted,0.5500737528006235,0.41129575421412784,unset,,White-tailed garden visitor carries a compact rounded body held close to the ground across a patch of dense brush.
slot_18__rabbit__r01__c004,rabbit,body_size_shape,borderline,0.3385659108559291,0.1478718047340711,unset,,A clear view shows compact meadow forager with a lightweight frame with prominent folded haunches near soft morning light.
slot_18__wolf__r01__c001,wolf,body_size_shape,reject,0.028195902705192566,-0.9170550853013992,unset,,"Beside a misty hillside, amber-eyed pack sentinel reveals a deep chest and lean long-backed frame."
slot_18__wolf__r01__c002,wolf,body_size_shape,reject,0.022663136944174767,-0.8871722016483545,unset,,Broad-pawed northern hunter becomes recognizable through powerful shoulders narrowing toward the flanks near a narrow riverside path.
slot_18__wolf__r02__c081,wolf,body_size_shape,borderline,0.1492210328578949,-0.08396841585636139,unset,,A tall athletic silhouette heavier than a yard companion distinguishes broad-pawed northern hunter near a misty hillside.
slot_18__wolf__r02__c082,wolf,body_size_shape,reject,0.046195950359106064,-0.6738801933825016,unset,,"Against a narrow riverside path, a rangy body built for sustained travel defines bushy-tailed woodland tracker."
slot_18__wolf__r03__c161,wolf,body_size_shape,rejected,0.38185414811596274,-0.16591801106308898,unset,,A clear view shows bushy-tailed woodland tracker with powerful shoulders narrowing toward the flanks near a misty hillside.
slot_18__wolf__r03__c162,wolf,body_size_shape,borderline,0.30462509393692017,-0.13595351576805115,unset,,Deep-chested roaming predator displays a substantial northern frame with a tucked waist beside a narrow riverside path.
slot_18__wolf__r04__c241,wolf,body_size_shape,reject,0.23244428634643555,-0.3687524199485779,unset,,Bushy-tailed mountain pack tracker carries a rangy body built for sustained travel across a misty hillside.
slot_18__wolf__r04__c242,wolf,body_size_shape,accepted,0.86602916320165,0.7567860403408607,unset,,"Beside a narrow riverside path, pale-muzzled forest pack hunter reveals a deep chest and lean long-backed frame."
slot_18__wolf__r04__c243,wolf,body_size_shape,accepted,0.8911932110786438,0.8205034332349896,unset,,Thick-coated howling sentinel becomes recognizable through powerful shoulders narrowing toward the flanks near a shallow stream bank.
slot_18__wolf__r04__c244,wolf,body_size_shape,reject,0.09267538785934448,-0.48504143953323364,unset,,A clear view shows powerful wild pack traveler with a substantial northern frame with a tucked waist near a calm farmyard.
slot_19__deer__r01__c002,deer,body_size_shape,accepted,0.963343600432078,0.94773737868915,unset,,"A clear view shows alert brown forest browser with a long-necked body balanced above fine limbs, as the head and torso remain visible."
slot_19__deer__r01__c003,deer,body_size_shape,accepted,0.8955071171124777,0.7957228733769929,unset,,"Long-legged herd grazer displays a tall narrow torso on unusually slender legs beside a shaded woodland edge, while the viewpoint remains level."
slot_19__horse__r01__c001,horse,body_size_shape,borderline,0.09081199765205383,-0.16953516006469727,unset,,"Beside a shallow stream bank, saddle-trained trail companion reveals a muscular barrel-shaped torso built for running; the pose shows balanced proportions."
slot_19__horse__r01__c003,horse,body_size_shape,accepted,0.965700368086497,0.9428825869690627,unset,,"A clear view shows upright-eared pasture grazer with a tall deep-chested body with a long neck, as ground contact stays clear."
slot_19__rabbit__r01__c002,rabbit,body_size_shape,reject,0.004258834756910801,-0.9776811366900802,unset,,"Velvet-eared field grazer displays a delicate torso supported by enlarged hindquarters beside a sunlit garden path, while the posture remains natural."
slot_19__rabbit__r01__c003,rabbit,body_size_shape,accepted,0.7055941224098206,0.5897353726128737,unset,,"Within a rocky meadow, short-tailed garden browser demonstrates a compact rounded body held close to the ground, where nearby tracks indicate scale."
slot_19__wolf__r01__c001,wolf,body_size_shape,reject,0.006391056347638369,-0.44580068392679095,unset,,"Deep-chested roaming predator displays a tall athletic silhouette heavier than a yard companion beside a calm farmyard, while soft light preserves surface detail."
slot_19__wolf__r01__c002,wolf,body_size_shape,reject,0.154300719499588,-0.610053688287735,unset,,"Within scattered autumn leaves, sharp-eared snow traveler demonstrates a rangy body built for sustained travel, where the pose shows balanced proportions."
slot_19__wolf__r02__c081,wolf,body_size_shape,reject,0.0017131688073277473,-0.8879673359915614,unset,,"Beside a calm farmyard, sharp-eared snow traveler reveals powerful shoulders narrowing toward the flanks; soft light preserves surface detail."
slot_19__wolf__r02__c083,wolf,body_size_shape,reject,0.05392914265394211,-0.5017412379384041,unset,,"A clear view shows pale-muzzled forest sentinel with a tall athletic silhouette heavier than a yard companion, as the moment appears unstaged."
slot_19__wolf__r03__c161,wolf,body_size_shape,reject,0.012502565048635006,-0.7306812265887856,unset,,"A rangy body built for sustained travel distinguishes social mountain hunter near a calm farmyard, where soft light preserves surface detail."
slot_19__wolf__r03__c162,wolf,body_size_shape,reject,0.23472651839256287,-0.4323076903820038,unset,,"Against scattered autumn leaves, a deep chest and lean long-backed frame defines pale-muzzled forest sentinel; the pose shows balanced proportions."
slot_19__wolf__r04__c242,wolf,body_size_shape,reject,0.13177113234996796,-0.5705006867647171,unset,,"Large gray howling pack hunter displays a tall athletic silhouette heavier than a yard companion beside scattered autumn leaves, while the pose shows balanced proportions."
slot_19__wolf__r04__c243,wolf,body_size_shape,accepted,0.9483044942220052,0.9130292388920983,unset,,"Within a patch of dense brush, wild gray pack predator demonstrates a rangy body built for sustained travel, where the moment appears unstaged."
slot_19__wolf__r04__c244,wolf,body_size_shape,reject,0.12422513216733932,-0.5520507767796516,unset,,"A deep chest and lean long-backed frame distinguishes broad-pawed northern pack tracker near an open grassy clearing, where ground contact stays clear."
slot_19__wolf__r04__c245,wolf,body_size_shape,borderline,0.6069506406784058,0.44354545790702105,unset,,"Against a weathered wooden gate, powerful shoulders narrowing toward the flanks defines amber-eyed wilderness pack sentinel; soft light preserves surface detail."
slot_20__deer__r01__c001,deer,body_size_shape,accepted,0.9881081779797872,0.9834160725974167,unset,,"Within a misty hillside, branch-antlered woodland traveler demonstrates a lean woodland frame with a short tail, where nearby tracks indicate scale."
slot_20__deer__r01__c002,deer,body_size_shape,accepted,0.9900456865628561,0.9820117504956821,unset,,"An athletic herd grazer with a deep chest distinguishes antlered woodland browser near a narrow riverside path, where the setting supports the behavior."
slot_20__horse__r01__c002,horse,body_size_shape,rejected,0.7024691055218378,0.44714835908962414,unset,,"Within an open grassy clearing, long-maned pasture runner demonstrates a large graceful frame with a gently arched neck, where its full body stays visible."
slot_20__horse__r01__c004,horse,body_size_shape,accepted,0.998798151810964,0.9983187981609566,unset,,"Against soft morning light, a powerful hindquarter line beneath the saddle area defines flowing-tailed field grazer; the head and torso remain visible."
slot_20__rabbit__r01__c001,rabbit,body_size_shape,borderline,0.12900443375110626,-0.1006232500076294,unset,,"A small pear-shaped silhouette and short neck distinguishes twitch-nosed ground dweller near a pale winter field, where the moment appears unstaged."
slot_20__rabbit__r01__c002,rabbit,body_size_shape,reject,0.0023835040628910065,-0.696014728397131,unset,,"Against a broad dirt trail, a low oval profile ending in a tiny tail defines long-eared meadow grazer; ground contact stays clear."
slot_20__rabbit__r02__c081,rabbit,body_size_shape,rejected,0.2025571788350741,-0.48499227315187454,unset,,"A clear view shows long-eared meadow grazer with a delicate torso supported by enlarged hindquarters, as the moment appears unstaged."
slot_20__rabbit__r02__c082,rabbit,body_size_shape,accepted,0.4441271523634593,0.27116619050502777,unset,,"Soft-coated burrow dweller displays a compact rounded body held close to the ground beside a broad dirt trail, while ground contact stays clear."
slot_20__rabbit__r03__c161,rabbit,body_size_shape,reject,0.04982306808233261,-0.401746042072773,unset,,"Soft-coated burrow dweller carries a low oval profile ending in a tiny tail across a pale winter field; meanwhile, the moment appears unstaged."
slot_20__rabbit__r03__c162,rabbit,body_size_shape,borderline,0.030323360115289688,-0.28325414285063744,unset,,"Beside a broad dirt trail, small hind-legged field browser reveals a lightweight frame with prominent folded haunches; ground contact stays clear."
slot_20__rabbit__r04__c243,rabbit,body_size_shape,reject,0.042438287287950516,-0.673447709530592,unset,,"Against a quiet fence line, a low oval profile ending in a tiny tail defines compact garden grazer with powerful hind legs; soft light preserves surface detail."
slot_20__rabbit__r04__c247,rabbit,body_size_shape,accepted,0.5592088749011358,0.33667492990692455,unset,,"A clear view shows small hopping burrow forager with a small pear-shaped silhouette and short neck, as soft light preserves surface detail."
slot_20__rabbit__r04__c248,rabbit,body_size_shape,accepted,0.9972209930419922,0.9953143793197038,unset,,"Long-eared grassland nibbler displays a low oval profile ending in a tiny tail beside a shallow stream bank, while the pose shows balanced proportions."
slot_20__rabbit__r04__c250,rabbit,body_size_shape,borderline,0.17838184535503387,-0.14283503592014313,unset,,"A delicate torso supported by enlarged hindquarters distinguishes white-tailed hind-legged meadow browser near scattered autumn leaves, where ground contact stays clear."
slot_20__wolf__r01__c001,wolf,body_size_shape,reject,0.002210198435932398,-0.8894985332153738,unset,,"Against an open grassy clearing, powerful shoulders narrowing toward the flanks defines pale-muzzled forest sentinel; the head and torso remain visible."
slot_20__wolf__r01__c002,wolf,body_size_shape,reject,0.02102685160934925,-0.6143468003720045,unset,,"Gray pack hunter carries a substantial northern frame with a tucked waist across a weathered wooden gate; meanwhile, the viewpoint remains level."
slot_20__wolf__r02__c081,wolf,body_size_shape,reject,0.17383669316768646,-0.3534492999315262,unset,,"Gray pack hunter displays a rangy body built for sustained travel beside an open grassy clearing, while the head and torso remain visible."
slot_20__wolf__r02__c082,wolf,body_size_shape,borderline,0.1992075890302658,-0.04131096601486206,unset,,"Within a weathered wooden gate, long-legged forest tracker demonstrates a deep chest and lean long-backed frame, where the viewpoint remains level."
slot_20__wolf__r03__c161,wolf,body_size_shape,borderline,0.2551276683807373,-0.12653711438179016,unset,,"Beside an open grassy clearing, long-legged forest tracker reveals a substantial northern frame with a tucked waist; the head and torso remain visible."
slot_20__wolf__r03__c163,wolf,body_size_shape,reject,0.0009952392429113388,-0.9847034011036158,unset,,"A clear view shows amber-eyed pack sentinel with a rangy body built for sustained travel, as its full body stays visible."
slot_20__wolf__r04__c242,wolf,body_size_shape,reject,0.009639344178140163,-0.5495422864332795,unset,,"Against a weathered wooden gate, powerful shoulders narrowing toward the flanks defines amber-eyed wilderness pack sentinel; the viewpoint remains level."
slot_20__wolf__r04__c243,wolf,body_size_shape,reject,0.27221640944480896,-0.2673012912273407,unset,,"Long-legged snow pack hunter carries a substantial northern frame with a tucked waist across soft morning light; meanwhile, its full body stays visible."
slot_20__wolf__r04__c244,wolf,body_size_shape,borderline,0.1066003143787384,-0.3044160008430481,unset,,"Beside a sunlit garden path, deep-chested gray pack runner reveals a tall athletic silhouette heavier than a yard companion; the background preserves its outline."
slot_20__wolf__r04__c245,wolf,body_size_shape,accepted,0.9557811816533407,0.9185803337022662,unset,,"Bushy-tailed mountain pack tracker becomes recognizable through a rangy body built for sustained travel, while the head and torso remain visible."
slot_21__deer__r01__c001,deer,movement,borderline,0.11266211420297623,-0.221480093896389,unset,,A split-hoofed forest visitor carries careful stepping through shallow meadow water.
slot_21__deer__r01__c002,deer,movement,accepted,0.9669689933458964,0.9455106193199754,unset,,High bounding leaps across fallen woodland branches marks a large-eared woodland grazer.
