condition,record_type,original_description,embedding_prompt,token_ids,decoded_tokens,selected_token_id,selected_token,selected_token_position,token_count_with_special_tokens,model_max_length,truncation_occurred
fixed_suffix,description,A striped household mouser has quiet padded paws beneath flexible forelegs.,A striped household mouser has quiet padded paws beneath flexible forelegs. This sentence describes the concept,"[49406, 320, 22192, 12412, 24837, 528, 791, 7557, 42253, 16714, 16850, 14502, 1484, 7072, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""striped</w>"", ""household</w>"", ""mous"", ""er</w>"", ""has</w>"", ""quiet</w>"", ""padded</w>"", ""paws</w>"", ""beneath</w>"", ""flexible</w>"", ""fore"", ""legs</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,19,21,77,False
fixed_suffix,description,A panting ball retriever carries broad padded paws beneath sturdy running legs.,A panting ball retriever carries broad padded paws beneath sturdy running legs. This sentence describes the concept,"[49406, 320, 1072, 694, 1069, 28394, 17982, 12623, 42253, 16714, 16850, 43780, 2761, 7072, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""pan"", ""ting</w>"", ""ball</w>"", ""retriever</w>"", ""carries</w>"", ""broad</w>"", ""padded</w>"", ""paws</w>"", ""beneath</w>"", ""sturdy</w>"", ""running</w>"", ""legs</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,19,21,77,False
fixed_suffix,description,A narrow-muzzled night prowler has small black feet beneath narrow lower legs.,A narrow-muzzled night prowler has small black feet beneath narrow lower legs. This sentence describes the concept,"[49406, 320, 16652, 268, 670, 39075, 930, 38737, 1803, 791, 2442, 1449, 4804, 16850, 16652, 4909, 7072, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""narrow</w>"", ""-</w>"", ""mu"", ""zzled</w>"", ""night</w>"", ""prow"", ""ler</w>"", ""has</w>"", ""small</w>"", ""black</w>"", ""feet</w>"", ""beneath</w>"", ""narrow</w>"", ""lower</w>"", ""legs</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,22,24,77,False
fixed_suffix,description,A powerful berry gatherer carries thick muscular legs supporting deliberate steps.,A powerful berry gatherer carries thick muscular legs supporting deliberate steps. This sentence describes the concept,"[49406, 320, 4875, 3488, 1275, 599, 3407, 17982, 11006, 30606, 7072, 3976, 38271, 5408, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""powerful</w>"", ""berry</w>"", ""ga"", ""the"", ""rer</w>"", ""carries</w>"", ""thick</w>"", ""muscular</w>"", ""legs</w>"", ""supporting</w>"", ""deliberate</w>"", ""steps</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,19,21,77,False
fixed_suffix,description,A bushy-tailed pack tracker shows dark padded feet supporting a steady trot.,A bushy-tailed pack tracker shows dark padded feet supporting a steady trot. This sentence describes the concept,"[49406, 320, 609, 9682, 268, 20626, 3420, 18123, 2665, 3144, 42253, 4804, 3976, 320, 12937, 30453, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""bu"", ""shy</w>"", ""-</w>"", ""tailed</w>"", ""pack</w>"", ""tracker</w>"", ""shows</w>"", ""dark</w>"", ""padded</w>"", ""feet</w>"", ""supporting</w>"", ""a</w>"", ""steady</w>"", ""trot</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,21,23,77,False
fixed_suffix,description,A hind-legged field nibbler shows oversized hind feet behind small front paws.,A hind-legged field nibbler shows oversized hind feet behind small front paws. This sentence describes the concept,"[49406, 320, 23293, 268, 25830, 1570, 697, 65, 11979, 2665, 31557, 23293, 4804, 2403, 2442, 2184, 16714, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""hind</w>"", ""-</w>"", ""legged</w>"", ""field</w>"", ""ni"", ""b"", ""bler</w>"", ""shows</w>"", ""oversized</w>"", ""hind</w>"", ""feet</w>"", ""behind</w>"", ""small</w>"", ""front</w>"", ""paws</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,22,24,77,False
fixed_suffix,description,A split-hoofed forest visitor reveals small cloven feet beneath lean brown limbs.,A split-hoofed forest visitor reveals small cloven feet beneath lean brown limbs. This sentence describes the concept,"[49406, 320, 9109, 268, 2300, 7035, 4167, 13881, 6621, 2442, 1194, 1638, 4804, 16850, 8208, 2866, 34886, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""split</w>"", ""-</w>"", ""hoo"", ""fed</w>"", ""forest</w>"", ""visitor</w>"", ""reveals</w>"", ""small</w>"", ""clo"", ""ven</w>"", ""feet</w>"", ""beneath</w>"", ""lean</w>"", ""brown</w>"", ""limbs</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,22,24,77,False
fixed_suffix,description,A saddle-trained trail companion reveals long lower legs ending in single hard hooves.,A saddle-trained trail companion reveals long lower legs ending in single hard hooves. This sentence describes the concept,"[49406, 320, 20283, 268, 10874, 4921, 14963, 6621, 1538, 4909, 7072, 2695, 530, 2688, 1626, 2300, 1003, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""saddle</w>"", ""-</w>"", ""trained</w>"", ""trail</w>"", ""companion</w>"", ""reveals</w>"", ""long</w>"", ""lower</w>"", ""legs</w>"", ""ending</w>"", ""in</w>"", ""single</w>"", ""hard</w>"", ""hoo"", ""ves</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,22,24,77,False
fixed_suffix,description,A long balancing tail behind springing hind legs defines an upright-tailed lap companion.,A long balancing tail behind springing hind legs defines an upright-tailed lap companion. This sentence describes the concept,"[49406, 320, 1538, 23541, 4132, 2403, 1536, 4066, 23293, 7072, 28218, 550, 29818, 268, 20626, 8639, 14963, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""long</w>"", ""balancing</w>"", ""tail</w>"", ""behind</w>"", ""spr"", ""inging</w>"", ""hind</w>"", ""legs</w>"", ""defines</w>"", ""an</w>"", ""upright</w>"", ""-</w>"", ""tailed</w>"", ""lap</w>"", ""companion</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,22,24,77,False
fixed_suffix,description,A broad-pawed walking partner carries straight forelegs supporting a ready stance.,A broad-pawed walking partner carries straight forelegs supporting a ready stance. This sentence describes the concept,"[49406, 320, 12623, 268, 765, 3478, 3941, 4568, 17982, 4241, 1484, 7072, 3976, 320, 1112, 3542, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""broad</w>"", ""-</w>"", ""pa"", ""wed</w>"", ""walking</w>"", ""partner</w>"", ""carries</w>"", ""straight</w>"", ""fore"", ""legs</w>"", ""supporting</w>"", ""a</w>"", ""ready</w>"", ""stance</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,21,23,77,False
fixed_suffix,description,A bushy-tailed den visitor has dark lower legs ending in light quick paws.,A bushy-tailed den visitor has dark lower legs ending in light quick paws. This sentence describes the concept,"[49406, 320, 609, 9682, 268, 20626, 1181, 13881, 791, 3144, 4909, 7072, 2695, 530, 1395, 3712, 16714, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""bu"", ""shy</w>"", ""-</w>"", ""tailed</w>"", ""den</w>"", ""visitor</w>"", ""has</w>"", ""dark</w>"", ""lower</w>"", ""legs</w>"", ""ending</w>"", ""in</w>"", ""light</w>"", ""quick</w>"", ""paws</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,22,24,77,False
fixed_suffix,description,A bulky streamside fisher has heavy hind limbs behind a very short tail.,A bulky streamside fisher has heavy hind limbs behind a very short tail. This sentence describes the concept,"[49406, 320, 2572, 2383, 8659, 1145, 9176, 791, 4200, 23293, 34886, 2403, 320, 1070, 3005, 4132, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""bul"", ""ky</w>"", ""stream"", ""side</w>"", ""fisher</w>"", ""has</w>"", ""heavy</w>"", ""hind</w>"", ""limbs</w>"", ""behind</w>"", ""a</w>"", ""very</w>"", ""short</w>"", ""tail</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,21,23,77,False
fixed_suffix,description,A wild gray pack hunter carries a low bushy tail behind powerful hindquarters.,A wild gray pack hunter carries a low bushy tail behind powerful hindquarters. This sentence describes the concept,"[49406, 320, 3220, 7048, 3420, 6099, 17982, 320, 1042, 609, 9682, 4132, 2403, 4875, 34460, 10146, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""wild</w>"", ""gray</w>"", ""pack</w>"", ""hunter</w>"", ""carries</w>"", ""a</w>"", ""low</w>"", ""bu"", ""shy</w>"", ""tail</w>"", ""behind</w>"", ""powerful</w>"", ""hind"", ""quarters</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,21,23,77,False
fixed_suffix,description,Powerful folded rear legs beneath a round body defines a long-eared grazer.,Powerful folded rear legs beneath a round body defines a long-eared grazer. This sentence describes the concept,"[49406, 4875, 25233, 10223, 7072, 16850, 320, 2522, 1774, 28218, 320, 1538, 268, 9127, 782, 3716, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""powerful</w>"", ""folded</w>"", ""rear</w>"", ""legs</w>"", ""beneath</w>"", ""a</w>"", ""round</w>"", ""body</w>"", ""defines</w>"", ""a</w>"", ""long</w>"", ""-</w>"", ""eared</w>"", ""gra"", ""zer</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,21,23,77,False
fixed_suffix,description,A branch-antlered visitor reveals slender legs ending in dark split hooves.,A branch-antlered visitor reveals slender legs ending in dark split hooves. This sentence describes the concept,"[49406, 320, 7998, 268, 1103, 534, 736, 13881, 6621, 40331, 7072, 2695, 530, 3144, 9109, 2300, 1003, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""branch</w>"", ""-</w>"", ""ant"", ""le"", ""red</w>"", ""visitor</w>"", ""reveals</w>"", ""slender</w>"", ""legs</w>"", ""ending</w>"", ""in</w>"", ""dark</w>"", ""split</w>"", ""hoo"", ""ves</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,22,24,77,False
fixed_suffix,description,A flowing tail behind powerful hindquarters is visible on a bridled stable companion.,A flowing tail behind powerful hindquarters is visible on a bridled stable companion. This sentence describes the concept,"[49406, 320, 14922, 4132, 2403, 4875, 34460, 10146, 533, 8626, 525, 320, 16995, 912, 10492, 14963, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""a</w>"", ""flowing</w>"", ""tail</w>"", ""behind</w>"", ""powerful</w>"", ""hind"", ""quarters</w>"", ""is</w>"", ""visible</w>"", ""on</w>"", ""a</w>"", ""brid"", ""led</w>"", ""stable</w>"", ""companion</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,21,23,77,False
fixed_suffix,description,Whiskered house-prowler displays small rounded feet placed in a narrow walking line beside low evening light.,Whiskered house-prowler displays small rounded feet placed in a narrow walking line beside low evening light. This sentence describes the concept,"[49406, 6024, 26690, 1212, 268, 38737, 1803, 15648, 2442, 26973, 4804, 9729, 530, 320, 16652, 3941, 1148, 13519, 1042, 2285, 1395, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""whis"", ""kered</w>"", ""house</w>"", ""-</w>"", ""prow"", ""ler</w>"", ""displays</w>"", ""small</w>"", ""rounded</w>"", ""feet</w>"", ""placed</w>"", ""in</w>"", ""a</w>"", ""narrow</w>"", ""walking</w>"", ""line</w>"", ""beside</w>"", ""low</w>"", ""evening</w>"", ""light</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,26,28,77,False
fixed_suffix,description,Straight forelegs supporting a ready stance distinguishes tongue-out family-companion near a calm farmyard.,Straight forelegs supporting a ready stance distinguishes tongue-out family-companion near a calm farmyard. This sentence describes the concept,"[49406, 4241, 1484, 7072, 3976, 320, 1112, 3542, 15053, 2502, 13626, 268, 620, 1315, 268, 14963, 2252, 320, 7011, 1578, 1152, 746, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""straight</w>"", ""fore"", ""legs</w>"", ""supporting</w>"", ""a</w>"", ""ready</w>"", ""stance</w>"", ""distingui"", ""shes</w>"", ""tongue</w>"", ""-</w>"", ""out</w>"", ""family</w>"", ""-</w>"", ""companion</w>"", ""near</w>"", ""a</w>"", ""calm</w>"", ""far"", ""my"", ""ard</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,27,29,77,False
fixed_suffix,description,"Within soft morning light, amber-eyed meadow-prowler demonstrates slender springing limbs suited to sudden pounces.","Within soft morning light, amber-eyed meadow-prowler demonstrates slender springing limbs suited to sudden pounces. This sentence describes the concept","[49406, 4154, 3773, 1119, 1395, 267, 9986, 268, 15512, 17195, 268, 38737, 1803, 24806, 40331, 1536, 4066, 34886, 25919, 531, 15433, 79, 30299, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""within</w>"", ""soft</w>"", ""morning</w>"", ""light</w>"", "",</w>"", ""amber</w>"", ""-</w>"", ""eyed</w>"", ""meadow</w>"", ""-</w>"", ""prow"", ""ler</w>"", ""demonstrates</w>"", ""slender</w>"", ""spr"", ""inging</w>"", ""limbs</w>"", ""suited</w>"", ""to</w>"", ""sudden</w>"", ""p"", ""ounces</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,28,30,77,False
fixed_suffix,description,Long curved claws extending beyond dark toe pads distinguishes round-eared timberland-giant near a shaded woodland edge.,Long curved claws extending beyond dark toe pads distinguishes round-eared timberland-giant near a shaded woodland edge. This sentence describes the concept,"[49406, 1538, 25789, 29161, 25652, 4432, 3144, 11344, 17353, 15053, 2502, 2522, 268, 9127, 14441, 973, 268, 4687, 2252, 320, 43506, 17447, 5461, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""long</w>"", ""curved</w>"", ""claws</w>"", ""extending</w>"", ""beyond</w>"", ""dark</w>"", ""toe</w>"", ""pads</w>"", ""distingui"", ""shes</w>"", ""round</w>"", ""-</w>"", ""eared</w>"", ""timber"", ""land</w>"", ""-</w>"", ""giant</w>"", ""near</w>"", ""a</w>"", ""shaded</w>"", ""woodland</w>"", ""edge</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,28,30,77,False
fixed_suffix,description,Gray pack hunter displays large snow-spreading feet and straight forelegs beside a narrow riverside path.,Gray pack hunter displays large snow-spreading feet and straight forelegs beside a narrow riverside path. This sentence describes the concept,"[49406, 7048, 3420, 6099, 15648, 3638, 2583, 268, 11821, 4804, 537, 4241, 1484, 7072, 13519, 320, 16652, 15809, 5035, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""gray</w>"", ""pack</w>"", ""hunter</w>"", ""displays</w>"", ""large</w>"", ""snow</w>"", ""-</w>"", ""spreading</w>"", ""feet</w>"", ""and</w>"", ""straight</w>"", ""fore"", ""legs</w>"", ""beside</w>"", ""a</w>"", ""narrow</w>"", ""riverside</w>"", ""path</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,24,26,77,False
fixed_suffix,description,"Within an open grassy clearing, twitch-nosed clover nibbler demonstrates long hind limbs prepared for sudden bounds.","Within an open grassy clearing, twitch-nosed clover nibbler demonstrates long hind limbs prepared for sudden bounds. This sentence describes the concept","[49406, 4154, 550, 1488, 44140, 15481, 267, 9153, 268, 578, 1252, 22812, 697, 65, 11979, 24806, 1538, 23293, 34886, 7677, 556, 15433, 37469, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""within</w>"", ""an</w>"", ""open</w>"", ""grassy</w>"", ""clearing</w>"", "",</w>"", ""twitch</w>"", ""-</w>"", ""no"", ""sed</w>"", ""clover</w>"", ""ni"", ""b"", ""bler</w>"", ""demonstrates</w>"", ""long</w>"", ""hind</w>"", ""limbs</w>"", ""prepared</w>"", ""for</w>"", ""sudden</w>"", ""bounds</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,28,30,77,False
fixed_suffix,description,"Beside a broad dirt trail, branch-antlered woodland traveler reveals long delicate forelegs built for quiet stepping.","Beside a broad dirt trail, branch-antlered woodland traveler reveals long delicate forelegs built for quiet stepping. This sentence describes the concept","[49406, 13519, 320, 12623, 11795, 4921, 267, 7998, 268, 1103, 534, 736, 17447, 17794, 6621, 1538, 18768, 1484, 7072, 3874, 556, 7557, 15906, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""beside</w>"", ""a</w>"", ""broad</w>"", ""dirt</w>"", ""trail</w>"", "",</w>"", ""branch</w>"", ""-</w>"", ""ant"", ""le"", ""red</w>"", ""woodland</w>"", ""traveler</w>"", ""reveals</w>"", ""long</w>"", ""delicate</w>"", ""fore"", ""legs</w>"", ""built</w>"", ""for</w>"", ""quiet</w>"", ""stepping</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,28,30,77,False
fixed_suffix,description,Swift-maned open-field runner carries muscular legs with dark hair above each hoof across a narrow riverside path.,Swift-maned open-field runner carries muscular legs with dark hair above each hoof across a narrow riverside path. This sentence describes the concept,"[49406, 8229, 268, 723, 538, 1488, 268, 1570, 7913, 17982, 30606, 7072, 593, 3144, 2225, 4348, 2416, 44555, 2500, 320, 16652, 15809, 5035, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""swift</w>"", ""-</w>"", ""man"", ""ed</w>"", ""open</w>"", ""-</w>"", ""field</w>"", ""runner</w>"", ""carries</w>"", ""muscular</w>"", ""legs</w>"", ""with</w>"", ""dark</w>"", ""hair</w>"", ""above</w>"", ""each</w>"", ""hoof</w>"", ""across</w>"", ""a</w>"", ""narrow</w>"", ""riverside</w>"", ""path</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,28,30,77,False
fixed_suffix,description,"Beside a misty hillside, pointed-eared lap-companion reveals curved retractable claws hidden above soft toe pads; nearby tracks indicate scale.","Beside a misty hillside, pointed-eared lap-companion reveals curved retractable claws hidden above soft toe pads; nearby tracks indicate scale. This sentence describes the concept","[49406, 13519, 320, 18799, 37194, 267, 20703, 268, 9127, 8639, 268, 14963, 6621, 25789, 32735, 2175, 29161, 7029, 4348, 3773, 11344, 17353, 282, 13314, 7579, 26679, 5879, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""beside</w>"", ""a</w>"", ""misty</w>"", ""hillside</w>"", "",</w>"", ""pointed</w>"", ""-</w>"", ""eared</w>"", ""lap</w>"", ""-</w>"", ""companion</w>"", ""reveals</w>"", ""curved</w>"", ""retrac"", ""table</w>"", ""claws</w>"", ""hidden</w>"", ""above</w>"", ""soft</w>"", ""toe</w>"", ""pads</w>"", "";</w>"", ""nearby</w>"", ""tracks</w>"", ""indicate</w>"", ""scale</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,32,34,77,False
fixed_suffix,description,"Collar-wearing yard-guardian carries a wagging tail extending from strong hindquarters across a patch of dense brush; meanwhile, the viewpoint remains level.","Collar-wearing yard-guardian carries a wagging tail extending from strong hindquarters across a patch of dense brush; meanwhile, the viewpoint remains level. This sentence describes the concept","[49406, 13497, 268, 3309, 4313, 268, 9498, 17982, 320, 5764, 3905, 4132, 25652, 633, 2389, 34460, 10146, 2500, 320, 8721, 539, 19353, 8594, 282, 9650, 267, 518, 41604, 6807, 2931, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""collar</w>"", ""-</w>"", ""wearing</w>"", ""yard</w>"", ""-</w>"", ""guardian</w>"", ""carries</w>"", ""a</w>"", ""wag"", ""ging</w>"", ""tail</w>"", ""extending</w>"", ""from</w>"", ""strong</w>"", ""hind"", ""quarters</w>"", ""across</w>"", ""a</w>"", ""patch</w>"", ""of</w>"", ""dense</w>"", ""brush</w>"", "";</w>"", ""meanwhile</w>"", "",</w>"", ""the</w>"", ""viewpoint</w>"", ""remains</w>"", ""level</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,35,37,77,False
fixed_suffix,description,"Narrow-muzzled dusk-prowler carries small black feet beneath narrow lower legs across a pale winter field; meanwhile, soft light preserves surface detail.","Narrow-muzzled dusk-prowler carries small black feet beneath narrow lower legs across a pale winter field; meanwhile, soft light preserves surface detail. This sentence describes the concept","[49406, 16652, 268, 670, 39075, 19708, 268, 38737, 1803, 17982, 2442, 1449, 4804, 16850, 16652, 4909, 7072, 2500, 320, 12518, 2541, 1570, 282, 9650, 267, 3773, 1395, 44881, 7744, 7657, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""narrow</w>"", ""-</w>"", ""mu"", ""zzled</w>"", ""dusk</w>"", ""-</w>"", ""prow"", ""ler</w>"", ""carries</w>"", ""small</w>"", ""black</w>"", ""feet</w>"", ""beneath</w>"", ""narrow</w>"", ""lower</w>"", ""legs</w>"", ""across</w>"", ""a</w>"", ""pale</w>"", ""winter</w>"", ""field</w>"", "";</w>"", ""meanwhile</w>"", "",</w>"", ""soft</w>"", ""light</w>"", ""preserves</w>"", ""surface</w>"", ""detail</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,35,37,77,False
fixed_suffix,description,"Within a shaded woodland edge, thick-furred cave-sleeper demonstrates thick muscular legs supporting deliberate steps, where the setting supports the behavior.","Within a shaded woodland edge, thick-furred cave-sleeper demonstrates thick muscular legs supporting deliberate steps, where the setting supports the behavior. This sentence describes the concept","[49406, 4154, 320, 43506, 17447, 5461, 267, 11006, 268, 2395, 736, 9654, 268, 28709, 24806, 11006, 30606, 7072, 3976, 38271, 5408, 267, 1234, 518, 5264, 8336, 518, 10461, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""within</w>"", ""a</w>"", ""shaded</w>"", ""woodland</w>"", ""edge</w>"", "",</w>"", ""thick</w>"", ""-</w>"", ""fur"", ""red</w>"", ""cave</w>"", ""-</w>"", ""sleeper</w>"", ""demonstrates</w>"", ""thick</w>"", ""muscular</w>"", ""legs</w>"", ""supporting</w>"", ""deliberate</w>"", ""steps</w>"", "",</w>"", ""where</w>"", ""the</w>"", ""setting</w>"", ""supports</w>"", ""the</w>"", ""behavior</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,33,35,77,False
fixed_suffix,description,"Thick-coated howling sentinel carries large snow-spreading feet and straight forelegs across soft morning light; meanwhile, its full body stays visible.","Thick-coated howling sentinel carries large snow-spreading feet and straight forelegs across soft morning light; meanwhile, its full body stays visible. This sentence describes the concept","[49406, 11006, 268, 23401, 41771, 23123, 17982, 3638, 2583, 268, 11821, 4804, 537, 4241, 1484, 7072, 2500, 3773, 1119, 1395, 282, 9650, 267, 902, 1476, 1774, 13311, 8626, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""thick</w>"", ""-</w>"", ""coated</w>"", ""howling</w>"", ""sentinel</w>"", ""carries</w>"", ""large</w>"", ""snow</w>"", ""-</w>"", ""spreading</w>"", ""feet</w>"", ""and</w>"", ""straight</w>"", ""fore"", ""legs</w>"", ""across</w>"", ""soft</w>"", ""morning</w>"", ""light</w>"", "";</w>"", ""meanwhile</w>"", "",</w>"", ""its</w>"", ""full</w>"", ""body</w>"", ""stays</w>"", ""visible</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,33,35,77,False
fixed_suffix,description,"Soft-coated burrow dweller displays powerful folded rear legs beneath a round body beside a sunlit garden path, while soft light preserves surface detail.","Soft-coated burrow dweller displays powerful folded rear legs beneath a round body beside a sunlit garden path, while soft light preserves surface detail. This sentence describes the concept","[49406, 3773, 268, 23401, 1039, 1044, 27549, 528, 15648, 4875, 25233, 10223, 7072, 16850, 320, 2522, 1774, 13519, 320, 968, 4350, 2756, 5035, 267, 1519, 3773, 1395, 44881, 7744, 7657, 269, 589, 12737, 13678, 518, 6353, 49407]","[""<|startoftext|>"", ""soft</w>"", ""-</w>"", ""coated</w>"", ""bur"", ""row</w>"", ""dwell"", ""er</w>"", ""displays</w>"", ""powerful</w>"", ""folded</w>"", ""rear</w>"", ""legs</w>"", ""beneath</w>"", ""a</w>"", ""round</w>"", ""body</w>"", ""beside</w>"", ""a</w>"", ""sun"", ""lit</w>"", ""garden</w>"", ""path</w>"", "",</w>"", ""while</w>"", ""soft</w>"", ""light</w>"", ""preserves</w>"", ""surface</w>"", ""detail</w>"", "".</w>"", ""this</w>"", ""sentence</w>"", ""describes</w>"", ""the</w>"", ""concept</w>"", ""<|endoftext|>""]",6353,concept</w>,35,37,77,False
