sample_index,description_id,description,true_concept,raw_cluster_id,hungarian_matched_predicted_concept,prediction_correct,pc1,pc2,pc3
159,slot_20__horse__r01__c004,"Against soft morning light, a powerful hindquarter line beneath the saddle area defines flowing-tailed field grazer; the head and torso remain visible.",horse,5,horse,True,0.06024633,-0.20286863,-0.091994844
160,slot_21__cat__r01__c001,A retractable-clawed mouser has the floor before springing onto furniture.,cat,7,cat,True,0.30922052,0.20546761,-0.053055223
161,slot_21__dog__r02__c082,A footpath while pulling lightly against a leash identifies a collared gate watcher.,dog,1,dog,True,0.3517568,-0.26444998,-0.05335469
162,slot_21__fox__r01__c003,A sharp-eared field stalker has woodland cover using a low cautious trot.,fox,2,bear,False,0.02566503,-0.056477815,0.11971557
163,slot_21__bear__r02__c081,A heavy-pawed mountain roamer carries a fallen trunk through surprising climbing strength.,bear,2,bear,True,0.06721695,-0.029009672,0.08180461
164,slot_21__wolf__r05__c321,A bushy-tailed pack tracker has silent stepping between closely spaced pines.,wolf,4,wolf,True,0.013891535,-0.006925051,0.11345302
165,slot_21__rabbit__r04__c244,Small cautious hops followed by complete stillness identifies a velvet-eared browser.,rabbit,7,cat,False,0.14679085,0.23566568,0.23088141
166,slot_21__deer__r01__c002,High bounding leaps across fallen woodland branches marks a large-eared woodland grazer.,deer,0,deer,True,-0.20741376,-0.025862781,0.28389138
167,slot_21__horse__r01__c001,A collected trot around the training ring defines a flowing-tailed field grazer.,horse,5,horse,True,0.16913046,-0.1307595,0.17448309
168,slot_22__cat__r01__c002,A long-whiskered home companion reveals the room with a low stalking posture.,cat,7,cat,True,0.38354874,0.22793415,-0.005114331
169,slot_22__dog__r01__c002,A footpath while pulling lightly against a leash marks a keen-nosed scent tracker.,dog,1,dog,True,0.2369286,-0.050385617,0.076311916
170,slot_22__fox__r02__c081,A bushy-tailed den visitor shows snow before diving headfirst toward hidden movement.,fox,3,rabbit,False,0.07541468,0.1774042,-0.009730205
171,slot_22__bear__r01__c002,A steep slope despite its bulky frame defines a towering honey seeker.,bear,2,bear,True,0.03459398,0.12724759,0.1667054
172,slot_22__wolf__r04__c244,A rapid pursuit over broken mountain ground defines a howling snow hunter.,wolf,4,wolf,True,0.053994823,0.08753502,0.07136979
173,slot_22__rabbit__r05__c322,Rapid bounding toward a nearby burrow entrance marks a long-eared grazer.,rabbit,3,rabbit,True,-0.022551237,0.058795143,0.20089751
174,slot_22__deer__r02__c081,A branch-antlered visitor carries high bounding leaps across fallen woodland branches.,deer,0,deer,True,-0.33213526,-0.049928248,0.3155753
175,slot_22__horse__r01__c002,An extended gallop across open pasture identifies a bridled stable companion.,horse,5,horse,True,0.07693081,-0.074090466,0.28432703
176,slot_23__cat__r04__c244,A windowsill while its tail corrects balance distinguishes retractable-clawed climber near low evening light.,cat,3,rabbit,False,0.0024709362,0.31082302,-0.11136802
177,slot_23__dog__r01__c002,Tongue-out family-companion displays open grass before turning sharply after a ball beside a narrow riverside path.,dog,1,dog,True,0.106390074,-0.045071334,-0.09383625
178,slot_23__fox__r04__c245,"Within a sunlit garden path, russet snowline-hunter demonstrates a meadow through quick elastic bounds.",fox,3,rabbit,False,-0.19996336,0.23663239,-0.016662749
179,slot_23__bear__r05__c326,Short-tailed mountain-roamer becomes recognizable through a fallen trunk through surprising climbing strength near a shaded woodland edge.,bear,2,bear,True,-0.31064245,0.035166092,-0.13669267
180,slot_23__wolf__r06__c402,Long-legged snow pack hunter becomes recognizable through silent stepping between closely spaced pines near a misty hillside.,wolf,4,wolf,True,-0.2945611,0.009228181,-0.07948641
181,slot_23__rabbit__r01__c002,Twitch-nosed ground dweller carries small cautious hops followed by complete stillness across a patch of dense brush.,rabbit,3,rabbit,True,-0.06953912,0.19036001,0.12339196
182,slot_23__deer__r01__c002,"Against a rocky meadow, a sudden white-tail retreat into dense cover defines branch-antlered woodland traveler.",deer,0,deer,True,-0.36137125,0.09345072,0.37172997
183,slot_23__horse__r04__c244,"Against a narrow riverside path, a flowing canter with mane and tail lifted defines long-faced bridled trail companion.",horse,5,horse,True,0.13319632,-0.24015749,0.06908469
184,slot_24__cat__r01__c005,"A clear view shows padded-paw windowsill-watcher with a windowsill while its tail corrects balance, as ground contact stays clear.",cat,6,fox,False,0.1412396,0.17862801,-0.28570068
185,slot_24__dog__r01__c003,"Leash-following walking-partner carries the yard in an eager bounding gait across a patch of dense brush; meanwhile, the posture remains natural.",dog,1,dog,True,0.12800659,-0.30935043,-0.15204011
186,slot_24__fox__r06__c404,"Beside a pale winter field, amber-eyed meadow-prowler reveals woodland cover using a low cautious trot; the viewpoint remains level.",fox,6,fox,True,-0.240911,0.16701417,-0.14160043
187,slot_24__bear__r01__c001,"Round-eared timberland-giant displays a steep slope despite its bulky frame beside a quiet fence line, while soft light preserves surface detail.",bear,2,bear,True,-0.15167893,-0.14752838,-0.10221393
188,slot_24__wolf__r04__c244,"Within a patch of dense brush, pale-muzzled forest pack hunter demonstrates an efficient ground-covering trot through snow, where the setting supports the behavior.",wolf,4,wolf,True,-0.11819746,-0.22450954,-0.08542832
189,slot_24__rabbit__r01__c001,"Soft-coated burrow dweller becomes recognizable through a sudden zigzag escape across short grass, while the background preserves its outline.",rabbit,3,rabbit,True,-0.10305171,-0.0037228963,-0.20573913
190,slot_24__deer__r01__c004,"Spotted forest youngster displays a sudden white-tail retreat into dense cover beside a shaded woodland edge, while soft light preserves surface detail.",deer,0,deer,True,-0.31826866,-0.091022104,-0.12530479
191,slot_24__horse__r01__c001,"Broad-chested stable resident carries an extended gallop across open pasture across a narrow riverside path; meanwhile, the posture remains natural.",horse,5,horse,True,0.01550677,-0.4635843,-0.05693268
192,slot_25__cat__r03__c162,"Within a shallow stream bank, striped hearthside-prowler demonstrates the room with a low stalking posture, where the head and torso remain visible.",cat,6,fox,False,0.0513762,0.018958703,-0.3081565
193,slot_25__dog__r01__c003,"A clear view shows floppy-eared home-guardian with a footpath while pulling lightly against a leash, as ground contact stays clear.",dog,1,dog,True,0.21479355,-0.16124833,-0.1859446
194,slot_25__fox__r05__c325,"Narrow-muzzled dusk-prowler carries the field with its full tail held level across a shaded woodland edge; meanwhile, the posture remains natural.",fox,6,fox,True,-0.07679395,0.044997167,-0.28044942
195,slot_25__bear__r01__c002,"Powerful berry-gatherer carries a fallen trunk through surprising climbing strength across a narrow riverside path; meanwhile, the viewpoint remains level.",bear,2,bear,True,-0.26428592,-0.034706935,-0.13987657
196,slot_25__wolf__r05__c323,"Large gray howling pack hunter displays an efficient ground-covering trot through snow beside a weathered wooden gate, while soft light preserves surface detail.",wolf,4,wolf,True,-0.040590182,-0.22149688,-0.1719298
197,slot_25__rabbit__r01__c001,"Within a rocky meadow, round-eyed grassland nibbler demonstrates small cautious hops followed by complete stillness, where nearby tracks indicate scale.",rabbit,6,fox,False,-0.18203256,-0.0015706365,-0.21942708
198,slot_25__deer__r03__c161,"Swift running across an open clearing distinguishes split-hoofed trail visitor near a shaded woodland edge, where the viewpoint remains level.",deer,0,deer,True,-0.22911458,-0.19894953,-0.08366054
199,slot_25__horse__r01__c002,"Tall long-faced grazer displays a flowing canter with mane and tail lifted beside a patch of dense brush, while soft light preserves surface detail.",horse,5,horse,True,-0.024938686,-0.4219021,-0.012624124
200,slot_26__cat__r02__c082,Moving string with focused paw taps identifies an upright-tailed lap companion.,cat,7,cat,True,0.41251212,0.07580749,0.00591655
201,slot_26__dog__r01__c001,A broad-pawed walking partner shows the floor beside a familiar person's chair.,dog,1,dog,True,0.35641748,-0.22850661,-0.061261993
202,slot_26__fox__r01__c002,An amber-eyed meadow prowler shows faint ground sounds with tilted ears.,fox,6,fox,True,0.09214311,0.24560879,-0.053753376
203,slot_26__bear__r01__c001,A bulky streamside fisher reveals river shallows during a patient fishing period.,bear,2,bear,True,-0.06199273,0.02201389,0.042266585
204,slot_26__wolf__r03__c162,A gray pack hunter shows food sharing among an organized family group.,wolf,4,wolf,True,0.09423224,-0.25439286,0.049393915
205,slot_26__rabbit__r01__c001,A soft-coated meadow nibbler carries chewing leafy stems while remaining near cover.,rabbit,3,rabbit,True,-0.01590206,-0.062075958,0.024538804
206,slot_26__deer__r02__c081,A long-legged browser shows quiet feeding before dawn near dense cover.,deer,3,rabbit,False,-0.07183739,0.0945266,0.11439836
207,slot_26__horse__r01__c001,A muscular farmyard runner has resting upright near familiar herd companions.,horse,5,horse,True,0.14580576,-0.25676674,0.16543025
208,slot_27__cat__r01__c002,Moving string with focused paw taps marks a purring house prowler.,cat,7,cat,True,0.3786667,0.3293076,-0.030694429
209,slot_27__dog__r01__c001,New surroundings through persistent sniffing defines a leash-wearing companion.,dog,1,dog,True,0.38694212,0.06442287,0.07294529
210,slot_27__fox__r05__c322,Faint ground sounds with tilted ears identifies a russet snowline hunter.,fox,3,rabbit,False,0.039722316,0.22176334,0.2005175
211,slot_27__bear__r02__c082,Loose logs while searching for insects identifies a broad-muzzled river hunter.,bear,2,bear,True,-0.041378826,0.028047625,0.09991299
212,slot_27__wolf__r04__c244,A bushy-tailed pack tracker has patient tracking across old snow prints.,wolf,4,wolf,True,0.048105303,0.0066784923,0.07046976
213,slot_27__rabbit__r01__c003,Chewing leafy stems while remaining near cover is visible on a white-tailed garden browser.,rabbit,3,rabbit,True,-0.06846493,-0.010948291,0.035238296
214,slot_27__deer__r04__c242,A forest herd grazer reveals quiet feeding before dawn near dense cover.,deer,2,bear,False,-0.16440704,0.12147485,0.252
215,slot_27__horse__r01__c002,A single-hoofed riding companion reveals slow chewing beside a pasture water trough.,horse,5,horse,True,0.159966,-0.20655411,0.19367017
216,slot_28__cat__r01__c001,A clear view shows purring room-explorer with a warm patch before curling tightly near a rocky meadow.,cat,7,cat,True,0.060584545,0.32322285,-0.07426375
217,slot_28__dog__r01__c001,Leash-following walking-partner becomes recognizable through a buried object with repeated digging near a shaded woodland edge.,dog,1,dog,True,-0.00025981665,-0.18884921,-0.0969026
218,slot_28__fox__r04__c247,Faint ground sounds with tilted ears distinguishes narrow-muzzled dusk-prowler near a rocky meadow.,fox,6,fox,True,0.039792247,0.31592718,0.03415489
219,slot_28__bear__r01__c001,Heavy-pawed backcountry-wanderer carries berry bushes during long seasonal feeding across a sunlit garden path.,bear,2,bear,True,-0.072630316,0.10609206,-0.07027739
220,slot_28__wolf__r04__c245,Large gray howling pack hunter becomes recognizable through careful scent inspection along a territorial boundary near a shallow stream bank.,wolf,4,wolf,True,-0.14603107,-0.13136108,-0.17104499
221,slot_28__rabbit__r01__c001,Steady nibbling of clover beside the burrow distinguishes white-tailed garden visitor near a calm farmyard.,rabbit,3,rabbit,True,-0.012233927,0.1810511,0.05737556
222,slot_28__deer__r04__c243,Stripping soft bark during a sparse winter distinguishes brown woodland browser with branching antlers near a rocky meadow.,deer,0,deer,True,-0.4146152,-0.06941831,0.10857139
223,slot_28__horse__r01__c001,Single-hoofed riding companion displays steady grazing with lips clipping short grass beside a quiet fence line.,horse,5,horse,True,0.08618183,-0.15953603,0.16639717
224,slot_29__cat__r02__c083,"Within a shaded woodland edge, curled-tail home-companion demonstrates moving string with focused paw taps, where the posture remains natural.",cat,6,fox,False,-0.046060987,0.030972285,-0.25131088
225,slot_29__dog__r04__c241,"Tongue-out family-companion displays new surroundings through persistent sniffing beside a shallow stream bank, while its full body stays visible.",dog,1,dog,True,0.022098292,-0.08837009,-0.22682017
226,slot_29__fox__r01__c002,"Within soft morning light, bushy-tailed den-visitor demonstrates open ground during quiet twilight patrols, where the pose shows balanced proportions.",fox,6,fox,True,-0.07949681,0.0380298,-0.29173294
227,slot_29__bear__r01__c004,"Loose logs while searching for insects distinguishes long-clawed wilderness-resident near a shaded woodland edge, where the setting supports the behavior.",bear,2,bear,True,-0.2657535,-0.02997223,-0.053651985
228,slot_29__wolf__r06__c404,"Food sharing among an organized family group distinguishes long-legged snow pack hunter near scattered autumn leaves, where its full body stays visible.",wolf,4,wolf,True,-0.12597364,-0.078642726,-0.077156715
229,slot_29__rabbit__r01__c003,"A clear view shows short-tailed garden browser with steady nibbling of clover beside the burrow, as ground contact stays clear.",rabbit,3,rabbit,True,-0.10728589,0.08431308,-0.23076762
230,slot_29__deer__r01__c004,"A clear view shows branch-antlered woodland traveler with stripping soft bark during a sparse winter, as surrounding plants provide scale.",deer,0,deer,True,-0.4203655,-0.05298653,0.087594636
231,slot_29__horse__r01__c001,"Against a misty hillside, slow chewing beside a pasture water trough defines saddle-trained trail companion; the head and torso remain visible.",horse,5,horse,True,0.029046796,-0.33366904,-0.09902288
232,slot_30__cat__r01__c002,"Whiskered house-prowler becomes recognizable through its face and forelegs with careful grooming strokes, while the moment appears unstaged.",cat,6,fox,False,0.14625429,0.25042406,-0.32817551
233,slot_30__dog__r05__c323,"A buried object with repeated digging distinguishes broad-pawed gate-watcher near a weathered wooden gate, where the setting supports the behavior.",dog,1,dog,True,0.16400036,-0.1831503,-0.21924551
234,slot_30__fox__r01__c002,"Red-coated woodland-hunter carries spare food beneath loose leaves and soil across a pale winter field; meanwhile, the viewpoint remains level.",fox,2,bear,False,-0.32345766,-0.04411767,0.0054744217
235,slot_30__bear__r02__c081,"A clear view shows massive shaggy-forager with river shallows during a patient fishing period, as the moment appears unstaged.",bear,2,bear,True,-0.18332021,-0.072759986,-0.077186614
236,slot_30__wolf__r08__c565,"Between brief watchful pauses, large gray howling pack hunter displays food sharing among an organized family group near soft morning light, while nearby tracks indicate scale.",wolf,4,wolf,True,-0.13919029,-0.06919878,-0.23725945
237,slot_30__rabbit__r03__c161,"A shallow scrape exposing roots and fresh shoots distinguishes soft-coated burrow dweller near a sunlit garden path, where the viewpoint remains level.",rabbit,3,rabbit,True,-0.16675296,0.051632423,-0.25805125
238,slot_30__deer__r02__c082,"Beside a shaded woodland edge, slender-legged forest grazer reveals browsing tender leaves from low branches; soft light preserves surface detail.",deer,0,deer,True,-0.37152687,0.038416512,0.016748313
239,slot_30__horse__r01__c001,"Swift-maned open-field runner becomes recognizable through searching hay with a flexible upper lip, while the setting supports the behavior.",horse,5,horse,True,0.1314913,-0.22735068,-0.07973739
240,slot_31__cat__r01__c001,A retractable-clawed mouser shows a garden wall overlooking moving leaves.,cat,3,rabbit,False,0.103438765,0.11904161,-0.15043992
241,slot_31__dog__r02__c082,A neighborhood path beside a handled leash marks a collared gate watcher.,dog,1,dog,True,0.27959216,-0.14998391,-0.059636526
242,slot_31__fox__r04__c243,A woodland margin beside open grass identifies an orange-chested hedge stalker.,fox,3,rabbit,False,-0.25019407,0.1641994,0.06585516
243,slot_31__bear__r01__c002,A heavy-pawed mountain roamer reveals a mountain forest containing berry thickets.,bear,2,bear,True,-0.07775394,0.07775227,0.08373851
244,slot_31__wolf__r01__c002,A snowy conifer forest crossed by pack tracks marks a sharp-eared snow tracker.,wolf,4,wolf,True,-0.11245013,0.010856136,0.026581606
245,slot_31__rabbit__r05__c321,A sandy bank containing several narrow tunnels identifies a clover grazer.,rabbit,3,rabbit,True,-0.044170298,-0.1618772,0.0690519
246,slot_31__deer__r01__c003,A branch-antlered forest browser carries a forest edge filled with tender browse.,deer,0,deer,True,-0.2775419,0.019919073,0.3723358
247,slot_31__horse__r01__c003,A quiet barn aisle lined with hay defines a broad-chested paddock runner.,horse,5,horse,True,0.10085361,-0.1583992,0.19973706
248,slot_32__cat__r02__c081,A long-whiskered home companion shows a sunny windowsill above indoor plants.,cat,7,cat,True,0.25792855,0.30467477,-0.057655953
249,slot_32__dog__r01__c001,A floppy-eared home guardian has an open field suited to running and retrieval.,dog,1,dog,True,0.32320875,-0.05683105,0.14614196
250,slot_32__fox__r01__c002,A bushy-tailed den visitor has a snowy field containing faint prey tracks.,fox,4,wolf,False,-0.015873432,0.10814608,-0.023378113
251,slot_32__bear__r01__c001,A powerful berry gatherer shows a dense woodland trail marked by broad tracks.,bear,2,bear,True,-0.20422155,-0.03188583,0.055086076
252,slot_32__wolf__r01__c002,A pale-muzzled pack sentinel shows an open tundra ridge beneath cold wind.,wolf,4,wolf,True,0.05525003,-0.10325271,0.027392156
253,slot_32__rabbit__r01__c002,A garden edge beside low leafy cover identifies a round-eyed clover browser.,rabbit,3,rabbit,True,-0.04421355,0.08975267,-0.035376485
254,slot_32__deer__r01__c003,An autumn ridge beneath scattered oak trees identifies a long-legged clearing grazer.,deer,0,deer,True,-0.2729113,-0.011711263,0.22238207
255,slot_32__horse__r04__c244,A saddle companion reveals a training ring surrounded by low rails.,horse,5,horse,True,0.27556866,-0.3399019,0.00957367
256,slot_33__cat__r04__c242,Slit-eyed indoor-hunter becomes recognizable through a sunny windowsill above indoor plants near a rocky meadow.,cat,7,cat,True,0.024262603,0.27834645,-0.02684008
257,slot_33__dog__r02__c081,A neighborhood path beside a handled leash distinguishes tongue-out family-companion near low evening light.,dog,1,dog,True,0.22190394,0.0030827879,-0.07442056
258,slot_33__fox__r01__c001,Orange-chested hedgerow-stalker carries a woodland margin beside open grass across a calm farmyard.,fox,3,rabbit,False,-0.26361465,0.0979711,0.10524746
259,slot_33__bear__r01__c001,"Against soft morning light, a mountain forest containing berry thickets defines bulky streamside-fisher.",bear,2,bear,True,-0.14065105,0.25457287,0.09191671
260,slot_33__wolf__r01__c001,A snowy conifer forest crossed by pack tracks distinguishes social mountain hunter near a quiet fence line.,wolf,4,wolf,True,-0.13518177,-0.01966212,0.07412237
261,slot_33__rabbit__r04__c245,Round-eyed meadow nibbler with tall ears carries a garden edge beside low leafy cover across an open grassy clearing.,rabbit,3,rabbit,True,-0.08808697,0.14964825,0.19090588
262,slot_33__deer__r01__c002,"Within soft morning light, branch-antlered woodland traveler demonstrates a forest edge filled with tender browse.",deer,0,deer,True,-0.41371366,0.13505588,0.2546232
263,slot_33__horse__r01__c002,Swift-maned open-field runner displays a quiet barn aisle lined with hay beside a quiet fence line.,horse,5,horse,True,0.08440611,-0.20908715,0.055012822
264,slot_34__cat__r05__c326,"A sunny windowsill above indoor plants distinguishes whiskered house-prowler near a narrow riverside path, where the background preserves its outline.",cat,6,fox,False,0.096816204,0.32105374,-0.3472144
265,slot_34__dog__r03__c162,"Against a shallow stream bank, a fenced backyard containing scattered toys defines panting ball-chaser; the pose shows balanced proportions.",dog,1,dog,True,0.037901025,-0.16155301,-0.32244515
266,slot_34__fox__r04__c246,"Against a pale winter field, a quiet meadow during early dawn defines amber-eyed meadow-prowler; the posture remains natural.",fox,6,fox,True,-0.13956091,0.20661154,-0.2620192
267,slot_34__bear__r01__c003,"Heavy-pawed backcountry-wanderer displays a mountain forest containing berry thickets beside a quiet fence line, while the viewpoint remains level.",bear,2,bear,True,-0.22770472,-0.1513331,-0.14742084
268,slot_34__wolf__r01__c003,"A clear view shows amber-eyed pack sentinel with a snowy conifer forest crossed by pack tracks, as ground contact stays clear.",wolf,4,wolf,True,-0.1576478,-0.084041916,-0.11648127
269,slot_34__rabbit__r01__c001,"Soft-coated burrow dweller carries a garden edge beside low leafy cover across a patch of dense brush; meanwhile, the posture remains natural.",rabbit,3,rabbit,True,-0.16307068,0.0769821,-0.23943298
270,slot_34__deer__r04__c245,"Brown woodland browser with branching antlers becomes recognizable through a forest edge filled with tender browse, while the head and torso remain visible.",deer,0,deer,True,-0.39183918,-0.17734133,0.10358362
271,slot_34__horse__r04__c245,"Beside a calm farmyard, tall saddle-trained riding companion reveals a quiet barn aisle lined with hay; the moment appears unstaged.",horse,5,horse,True,0.026082695,-0.08583424,0.045584597
272,slot_35__cat__r01__c002,"Beside a misty hillside, padded-paw windowsill-watcher reveals a dim hallway containing scattered household shadows; nearby tracks indicate scale.",cat,6,fox,False,-0.04393473,0.26886532,-0.21312653
273,slot_35__dog__r01__c002,"Broad-pawed gate-watcher carries an open field suited to running and retrieval across a patch of dense brush; meanwhile, the viewpoint remains level.",dog,1,dog,True,0.027449848,-0.15510367,-0.16863482
274,slot_35__fox__r04__c241,"Within a sunlit garden path, bushy-tailed den-visitor demonstrates a woodland margin beside open grass, where the moment appears unstaged.",fox,3,rabbit,False,-0.27704108,0.07529735,-0.26472968
275,slot_35__bear__r02__c085,"A cold river crowded by migrating fish distinguishes long-clawed wilderness-resident near a shallow stream bank, where nearby tracks indicate scale.",bear,2,bear,True,-0.1549629,-0.12895884,-0.12030236
276,slot_35__wolf__r02__c082,"Deep-chested roaming predator becomes recognizable through a snowy conifer forest crossed by pack tracks, while its full body stays visible.",wolf,4,wolf,True,-0.2452078,-0.06728933,-0.11822672
277,slot_35__rabbit__r02__c082,"Beside a sunlit garden path, compact meadow forager reveals a grassy meadow dotted with hidden burrow openings; soft light preserves surface detail.",rabbit,3,rabbit,True,-0.21012342,0.07817571,-0.21204987
278,slot_35__deer__r03__c163,"An autumn ridge beneath scattered oak trees distinguishes long-legged herd grazer near a shaded woodland edge, where the posture remains natural.",deer,0,deer,True,-0.3153143,-0.23172486,0.07931412
279,slot_35__horse__r02__c082,"Against a calm farmyard, a fenced pasture beside a wooden stable defines saddle-trained trail companion; the background preserves its outline.",horse,5,horse,True,0.02286343,-0.27419922,-0.021493051
280,slot_36__cat__r01__c001,Gentle brushing while remaining loosely curled identifies a soft-pawed indoor hunter.,cat,7,cat,True,0.3148761,0.11139479,0.015030821
281,slot_36__dog__r01__c001,A broad-pawed walking partner reveals a walking partner by matching their pace.,dog,1,dog,True,0.3891905,-0.28073144,-0.003922762
282,slot_36__fox__r01__c002,An amber-eyed meadow prowler reveals a distant observer before retreating into brush.,fox,3,rabbit,False,-0.020188943,0.2642022,-0.04084273
283,slot_36__bear__r01__c002,A distant hiker before turning toward cover marks a thick-furred woodland giant.,bear,2,bear,True,-0.08418658,-0.03307337,0.10773169
284,slot_36__wolf__r01__c001,Careful sniffing around an abandoned sled track defines a long-legged wilderness hunter.,wolf,4,wolf,True,-0.011926078,0.024284322,0.123673104
285,slot_36__rabbit__r01__c002,Gentle sniffing of a hand holding leafy greens defines a short-tailed garden visitor.,rabbit,3,rabbit,True,0.074881434,0.20967034,0.07469696
286,slot_36__deer__r03__c161,Alert watching of a distant roadside vehicle defines a pale-rumped grazer.,deer,5,horse,False,0.02806056,-0.0008173675,0.19535394
287,slot_36__horse__r01__c003,An upright-eared pasture grazer has steady response to a rider's rein signal.,horse,5,horse,True,0.16278924,-0.35887223,0.24672149
288,slot_37__cat__r01__c001,A whiskered lap companion has nearby footsteps before following between rooms.,cat,7,cat,True,0.41028702,0.30634594,0.03507345
289,slot_37__dog__r01__c002,A wagging yard guardian has a handler's gesture before sitting attentively.,dog,1,dog,True,0.30999687,-0.17643592,-0.043600556
290,slot_37__fox__r05__c322,A distant observer before retreating into brush marks a russet snowline hunter.,fox,3,rabbit,False,-0.102276094,0.24516043,0.1258778
291,slot_37__bear__r01__c001,An empty trail after detecting approaching voices identifies a massive shaggy forager.,bear,2,bear,True,-0.047776338,0.037886385,0.13322493
292,slot_37__wolf__r07__c485,A wild gray pack hunter shows careful sniffing around an abandoned sled track.,wolf,4,wolf,True,0.034292612,-0.03873159,0.038374074
293,slot_37__rabbit__r08__c564,A relaxed long-eared grazer displays curious inspection of a cardboard tunnel.,rabbit,3,rabbit,True,0.019449728,0.081865236,0.16369037
294,slot_37__deer__r01__c002,Careful approach toward a salt block marks a white-tailed meadow grazer.,deer,3,rabbit,False,0.04538135,-0.013095685,0.0484634
295,slot_37__horse__r01__c001,Careful stepping into a waiting trailer defines a long-maned pasture runner.,horse,5,horse,True,0.17705105,-0.19772597,0.22613831
296,slot_38__cat__r01__c001,"Beside soft morning light, purring room-explorer reveals an offered hand before rubbing its cheek.",cat,7,cat,True,0.11644906,0.43704358,0.009880883
297,slot_38__dog__r02__c082,A walking partner by matching their pace distinguishes broad-pawed gate-watcher near low evening light.,dog,1,dog,True,0.30475953,-0.03907388,0.031365577
298,slot_38__fox__r01__c002,Sharp-eared field-stalker carries a roadside light with a brief cautious pause across a calm farmyard.,fox,2,bear,False,-0.009676408,0.06774001,0.082625985
299,slot_38__bear__r04__c244,Long-clawed wilderness-resident carries an empty trail after detecting approaching voices across a rocky meadow.,bear,2,bear,True,-0.08638196,-0.068652846,-0.010224446
300,slot_38__wolf__r04__c242,"Within a quiet fence line, pale-muzzled forest pack hunter demonstrates cautious inspection of a distant trail camera.",wolf,4,wolf,True,-0.021110114,-0.0032915582,-0.0016712704
301,slot_38__rabbit__r05__c322,"Beside a shallow stream bank, small hopping burrow forager reveals quick retreat beneath a low garden bench.",rabbit,3,rabbit,True,-0.16350803,0.23814148,0.0062403656
302,slot_38__deer__r04__c243,Brown woodland browser with branching antlers displays a sudden retreat from boots on the trail beside soft morning light.,deer,0,deer,True,-0.43138057,-0.013829596,0.06741624
303,slot_38__horse__r01__c002,A clear view shows powerful paddock runner with steady response to a rider's rein signal near a broad dirt trail.,horse,5,horse,True,0.13580151,-0.25667644,0.058638837
304,slot_39__cat__r01__c002,"Within a broad dirt trail, striped hearthside-prowler demonstrates gentle brushing while remaining loosely curled, where the pose shows balanced proportions.",cat,6,fox,False,0.058181725,-0.007850405,-0.394756
305,slot_39__dog__r03__c162,"A returning person with vigorous tail sweeps distinguishes tongue-out family-companion near a narrow riverside path, where the posture remains natural.",dog,1,dog,True,0.2078826,-0.21614121,-0.2653305
306,slot_39__fox__r01__c002,"A clear view shows bushy-tailed den-visitor with discarded food while remaining ready to flee, as the head and torso remain visible.",fox,3,rabbit,False,0.035907224,-0.086437635,-0.21695551
307,slot_39__bear__r01__c002,"Short-tailed mountain-roamer becomes recognizable through a roadside vehicle while remaining beyond the barrier, while the moment appears unstaged.",bear,2,bear,True,-0.03226684,-0.08671009,-0.20457007
308,slot_39__wolf__r04__c243,"Beside a narrow riverside path, wild gray pack predator reveals careful sniffing around an abandoned sled track; the setting supports the behavior.",wolf,4,wolf,True,-0.07184941,-0.099337325,-0.24155451
309,slot_39__rabbit__r02__c082,"Within a patch of dense brush, short-tailed garden browser demonstrates soft pawing at the edge of a woven enclosure, where the viewpoint remains level.",rabbit,3,rabbit,True,-0.03927748,0.062117636,-0.29840687
310,slot_39__deer__r03__c162,"Beside a rocky meadow, branch-antlered woodland traveler reveals alert watching of a distant roadside vehicle; ground contact stays clear.",deer,0,deer,True,-0.46293277,0.02383855,0.09342322
311,slot_39__horse__r01__c002,"Patient standing beside a grooming brush distinguishes muscular farmyard traveler near a shaded woodland edge, where the setting supports the behavior.",horse,5,horse,True,-0.07090261,-0.27932084,-0.116351865
312,slot_40__cat__r07__c483,"Against a misty hillside, a familiar voice with an upright tail defines striped hearthside-prowler; its full body stays visible.",cat,6,fox,False,-0.012958004,0.22754586,-0.2791481
313,slot_40__dog__r03__c162,"Beside scattered autumn leaves, wet-nosed trail-helper reveals a handler's gesture before sitting attentively; ground contact stays clear.",dog,1,dog,True,-0.08021892,-0.070169404,-0.16991103
314,slot_40__fox__r01__c001,"Within soft morning light, amber-eyed meadow-prowler demonstrates a roadside light with a brief cautious pause, where nearby tracks indicate scale.",fox,6,fox,True,-0.12679748,0.13666034,-0.32803625
315,slot_40__bear__r01__c001,"Long-clawed wilderness-resident displays a ranger's observation from across the river beside a quiet fence line, while the viewpoint remains level.",bear,2,bear,True,-0.11770632,-0.16432214,-0.1794749
316,slot_40__wolf__r04__c245,"Careful sniffing around an abandoned sled track distinguishes bushy-tailed mountain pack tracker near an open grassy clearing, where ground contact stays clear.",wolf,4,wolf,True,-0.07306088,-0.10597349,-0.17213048
317,slot_40__rabbit__r03__c163,"Quiet resting beside a ceramic food dish distinguishes white-tailed garden visitor near a sunlit garden path, where the posture remains natural.",rabbit,3,rabbit,True,-0.03231619,0.1251663,-0.26118615
318,slot_40__deer__r01__c001,"Beside a broad dirt trail, branch-antlered woodland traveler reveals a sudden retreat from boots on the trail; its full body stays visible.",deer,0,deer,True,-0.4122992,-0.033348244,0.091518626
