candidate_id,concept,facet_id,description,stage1_status,generated_seed_count,expected_seed_count,target_top1_count,mean_target_score,mean_target_margin,low_confidence_count,confident_wrong_count,automatic_decision,automatic_reason
slot_09__fox__r01__c001,fox,head_face_ears,"Slender nighttime-forager carries amber eyes set in a fine red face across a pale winter field; meanwhile, the viewpoint remains level.",reject,1,3,0,0.1288129687309265,-0.36603450775146484,0,1,reject,stage1_reject
slot_09__fox__r01__c002,fox,head_face_ears,"Beside a broad dirt trail, bushy-tailed den-visitor reveals white cheek markings beneath alert pointed ears; its full body stays visible.",pass,3,3,3,0.8044216434160868,0.6720450942715009,0,0,accepted,meets_all_automatic_thresholds
slot_10__bear__r01__c001,bear,head_face_ears,"Long-clawed wilderness-resident becomes recognizable through deep-set eyes framed by dense facial fur, while the background preserves its outline.",reject,1,3,0,0.16404838860034943,-0.5691181272268295,0,1,reject,stage1_reject
slot_10__bear__r01__c002,bear,head_face_ears,"A clear view shows massive shaggy-forager with a massive head narrowing toward a prominent nose, as the head and torso remain visible.",reject,1,3,0,0.2462751716375351,-0.3459591418504715,0,1,reject,stage1_reject
slot_10__bear__r02__c081,bear,head_face_ears,"Against a calm farmyard, a wide pale muzzle beneath round listening ears defines massive shaggy-forager; the background preserves its outline.",reject,1,3,0,0.10061133652925491,-0.68878024071455,0,1,reject,stage1_reject
slot_10__bear__r02__c082,bear,head_face_ears,"Round-eared timberland-giant carries small rounded ears above a broad muzzle across scattered autumn leaves; meanwhile, the head and torso remain visible.",reject,1,3,0,0.02312362566590309,-0.5818222723901272,0,1,reject,stage1_reject
slot_10__bear__r03__c161,bear,head_face_ears,"Round-eared timberland-giant displays a massive head narrowing toward a prominent nose beside a calm farmyard, while the background preserves its outline.",reject,1,3,0,0.07373867928981781,-0.6940851360559464,0,1,reject,stage1_reject
slot_10__bear__r03__c162,bear,head_face_ears,"Within scattered autumn leaves, broad-muzzled river-hunter demonstrates a sensitive dark nose beyond a heavy face, where the head and torso remain visible.",reject,1,3,0,0.019905004650354385,-0.9536955021321774,0,1,reject,stage1_reject
slot_10__bear__r04__c241,bear,head_face_ears,"Beside a calm farmyard, broad-muzzled river-hunter reveals small rounded ears above a broad muzzle; the background preserves its outline.",reject,1,3,0,0.0011046741856262088,-0.9964757348643616,0,1,reject,stage1_reject
slot_10__bear__r04__c242,bear,head_face_ears,"Heavy-pawed backcountry-wanderer becomes recognizable through deep-set eyes framed by dense facial fur, while the head and torso remain visible.",reject,1,3,0,0.09967387467622757,-0.6453728005290031,0,1,reject,stage1_reject
slot_10__bear__r04__c243,bear,head_face_ears,"A clear view shows thick-furred cave-sleeper with a massive head narrowing toward a prominent nose, as the viewpoint remains level.",pass,3,3,1,0.3311088091383378,-0.23223836161196232,0,2,rejected,high_confidence_wrong_class
slot_10__bear__r04__c244,bear,head_face_ears,"Powerful berry-gatherer displays a sensitive dark nose beyond a heavy face beside an open grassy clearing, while its full body stays visible.",reject,1,3,0,0.30797556042671204,-0.2143699824810028,0,1,reject,stage1_reject
slot_10__bear__r05__c322,bear,head_face_ears,"Against scattered autumn leaves, a wide pale muzzle beneath round listening ears defines thick-furred cave-sleeper; the head and torso remain visible.",reject,1,3,0,0.003628652775660157,-0.8993884508963674,0,1,reject,stage1_reject
slot_10__bear__r05__c323,bear,head_face_ears,"Powerful berry-gatherer carries small rounded ears above a broad muzzle across a patch of dense brush; meanwhile, the viewpoint remains level.",pass,3,3,3,0.8126055200894674,0.702940970659256,0,0,accepted,meets_all_automatic_thresholds
slot_10__bear__r05__c324,bear,head_face_ears,"Beside an open grassy clearing, towering honey-seeker reveals deep-set eyes framed by dense facial fur; its full body stays visible.",pass,3,3,2,0.39253626267115277,-0.046609426538149513,0,1,rejected,high_confidence_wrong_class
slot_10__bear__r05__c325,bear,head_face_ears,"Short-tailed mountain-roamer becomes recognizable through a massive head narrowing toward a prominent nose, while the background preserves its outline.",reject,1,3,0,0.029432673007249832,-0.7992282323539257,0,1,reject,stage1_reject
slot_10__bear__r06__c401,bear,head_face_ears,"A clear view shows thick-furred cave-sleeper with deep-set eyes framed by dense facial fur, as the background preserves its outline.",pass,3,3,2,0.46397361780206364,0.051612736036380134,0,1,rejected,high_confidence_wrong_class
slot_10__bear__r06__c402,bear,head_face_ears,"Powerful berry-gatherer displays a massive head narrowing toward a prominent nose beside scattered autumn leaves, while the head and torso remain visible.",pass,3,3,2,0.4713539183139801,0.10010965665181477,0,0,accepted,meets_all_automatic_thresholds
slot_10__bear__r06__c403,bear,head_face_ears,"Within a patch of dense brush, towering honey-seeker demonstrates a sensitive dark nose beyond a heavy face, where the viewpoint remains level.",borderline,1,3,0,0.31866925954818726,-0.04238554835319519,0,0,borderline,stage1_borderline
slot_10__bear__r06__c404,bear,head_face_ears,"A wide pale muzzle beneath round listening ears distinguishes short-tailed mountain-roamer near an open grassy clearing, where its full body stays visible.",reject,1,3,0,0.020154695957899094,-0.6217388696968555,0,1,reject,stage1_reject
slot_10__bear__r07__c481,bear,head_face_ears,"Powerful berry-gatherer carries a wide pale muzzle beneath round listening ears across a calm farmyard; meanwhile, the background preserves its outline.",reject,1,3,0,0.11815780401229858,-0.35637620091438293,0,1,reject,stage1_reject
slot_10__bear__r07__c482,bear,head_face_ears,"Beside scattered autumn leaves, towering honey-seeker reveals small rounded ears above a broad muzzle; the head and torso remain visible.",pass,3,3,2,0.4460104778409004,0.032375164330005646,0,1,rejected,high_confidence_wrong_class
slot_10__bear__r07__c483,bear,head_face_ears,"Short-tailed mountain-roamer becomes recognizable through deep-set eyes framed by dense facial fur, while the viewpoint remains level.",pass,3,3,2,0.4789559344450633,-0.001223812500635783,0,1,rejected,high_confidence_wrong_class
slot_10__bear__r07__c484,bear,head_face_ears,"A clear view shows bulky streamside-fisher with a massive head narrowing toward a prominent nose, as its full body stays visible.",reject,1,3,0,0.16496653854846954,-0.3714297264814377,0,1,reject,stage1_reject
slot_10__bear__r08__c561,bear,head_face_ears,"While facing the open trail, a massive head narrowing toward a prominent nose distinguishes towering honey-seeker; meanwhile, the background preserves its outline.",reject,1,3,0,0.11144169420003891,-0.6383228078484535,0,1,reject,stage1_reject
slot_10__bear__r08__c565,bear,head_face_ears,"While facing the open trail, deep-set eyes framed by dense facial fur distinguishes massive shaggy-forager; meanwhile, the background preserves its outline.",pass,3,3,2,0.7259344160556793,0.45987077554066974,0,1,rejected,high_confidence_wrong_class
slot_10__bear__r08__c571,bear,head_face_ears,"While facing the open trail, towering honey-seeker demonstrates a massive head narrowing toward a prominent nose near a quiet fence line; the viewpoint remains level.",reject,1,3,0,0.23526695370674133,-0.22044342756271362,0,1,reject,stage1_reject
slot_10__bear__r08__c581,bear,head_face_ears,"While facing the open trail, a massive head narrowing toward a prominent nose distinguishes towering honey-seeker; meanwhile, the background preserves its outline.",reject,1,3,0,0.11144169420003891,-0.6383228078484535,0,1,reject,stage1_reject
slot_10__bear__r09__c644,bear,head_face_ears,"While facing the open trail, a sensitive dark nose beyond a heavy face distinguishes massive shaggy-forager; meanwhile, its full body stays visible.",reject,1,3,0,0.41891396045684814,-0.16152018308639526,0,1,reject,stage1_reject
slot_10__bear__r09__c649,bear,head_face_ears,"While facing the open trail, powerful berry-gatherer becomes recognizable through a sensitive dark nose beyond a heavy face, while the background preserves its outline.",pass,3,3,3,0.5847472151120504,0.3137630919615428,0,0,accepted,meets_all_automatic_thresholds
slot_10__bear__r09__c660,bear,head_face_ears,"While facing the open trail, a wide pale muzzle beneath round listening ears distinguishes towering honey-seeker; meanwhile, its full body stays visible.",reject,1,3,0,0.05537276342511177,-0.47295577451586723,0,1,reject,stage1_reject
slot_10__bear__r09__c664,bear,head_face_ears,"While facing the open trail, a sensitive dark nose beyond a heavy face distinguishes massive shaggy-forager; meanwhile, its full body stays visible.",reject,1,3,0,0.41891396045684814,-0.16152018308639526,0,1,reject,stage1_reject
slot_10__cat__r01__c001,cat,head_face_ears,"Within scattered autumn leaves, curled-tail home-companion demonstrates a rounded muzzle beneath upright listening ears, where its full body stays visible.",reject,1,3,0,0.0015432871878147125,-0.807986494153738,0,1,reject,stage1_reject
slot_10__cat__r01__c002,cat,head_face_ears,"Fine cheek whiskers below independently turning ears distinguishes whiskered house-prowler near a patch of dense brush, where the background preserves its outline.",pass,3,3,3,0.896142303943634,0.7967451494187117,0,0,accepted,meets_all_automatic_thresholds
slot_10__dog__r01__c001,dog,head_face_ears,"Tongue-out family-companion displays round attentive eyes above a broad nose beside a sunlit garden path, while soft light preserves surface detail.",pass,3,3,3,0.8018355766932169,0.6611627141634623,0,0,accepted,meets_all_automatic_thresholds
slot_10__dog__r01__c002,dog,head_face_ears,"Within a rocky meadow, wagging household-companion demonstrates a long scenting muzzle beneath lifted ears, where the pose shows balanced proportions.",pass,3,3,3,0.9781964619954427,0.9626094937945405,0,0,accepted,meets_all_automatic_thresholds
slot_10__fox__r01__c001,fox,head_face_ears,"A clear view shows amber-eyed meadow-prowler with a dark nose beyond a sharply tapered muzzle, as surrounding plants provide scale.",pass,3,3,2,0.6759810795386633,0.3587631736882031,0,1,rejected,high_confidence_wrong_class
slot_10__fox__r01__c002,fox,head_face_ears,"Red-coated woodland-hunter displays fine whiskers surrounding a compact black nose beside a shaded woodland edge, while the posture remains natural.",pass,3,3,3,0.9076588749885559,0.8219419363110015,0,0,accepted,meets_all_automatic_thresholds
slot_11__bear__r01__c003,bear,limbs_paws_tail,Heavy hind limbs behind a very short tail defines a long-clawed cave sleeper.,reject,1,3,0,0.00042224759818054736,-0.9884513533615973,0,1,reject,stage1_reject
slot_11__bear__r01__c004,bear,limbs_paws_tail,A powerful berry gatherer carries thick muscular legs supporting deliberate steps.,pass,3,3,3,0.7115486065546671,0.5431956462562084,0,0,accepted,meets_all_automatic_thresholds
slot_11__cat__r01__c002,cat,limbs_paws_tail,Quiet padded paws beneath flexible forelegs marks a slit-eyed room hunter.,pass,3,3,3,0.9889106154441833,0.9804131315710644,0,0,accepted,meets_all_automatic_thresholds
slot_11__cat__r01__c007,cat,limbs_paws_tail,A striped household mouser has quiet padded paws beneath flexible forelegs.,pass,3,3,3,0.9937635660171509,0.9890043144114316,0,0,accepted,meets_all_automatic_thresholds
slot_11__dog__r01__c001,dog,limbs_paws_tail,Durable feet placed firmly on uneven ground defines a wet-nosed trail helper.,reject,1,3,0,0.05833377316594124,-0.8249459080398083,0,1,reject,stage1_reject
slot_11__dog__r01__c002,dog,limbs_paws_tail,A panting ball retriever carries broad padded paws beneath sturdy running legs.,pass,3,3,3,0.9906557003657023,0.9835782171382258,0,0,accepted,meets_all_automatic_thresholds
slot_11__fox__r01__c001,fox,limbs_paws_tail,A narrow-muzzled night prowler has small black feet beneath narrow lower legs.,pass,3,3,3,0.9233664870262146,0.8507074215449393,0,0,accepted,meets_all_automatic_thresholds
slot_11__fox__r01__c002,fox,limbs_paws_tail,Dark lower legs ending in light quick paws defines a black-legged forest hunter.,reject,1,3,0,0.09284145385026932,-0.7858843132853508,0,1,reject,stage1_reject
slot_12__bear__r01__c001,bear,limbs_paws_tail,A powerful berry gatherer carries thick muscular legs supporting deliberate steps.,pass,3,3,3,0.7115486065546671,0.5431956462562084,0,0,accepted,meets_all_automatic_thresholds
slot_12__bear__r01__c002,bear,limbs_paws_tail,Long curved claws extending beyond dark toe pads marks a towering honey seeker.,reject,1,3,0,0.07045600563287735,-0.5364787802100182,0,1,reject,stage1_reject
slot_12__bear__r02__c081,bear,limbs_paws_tail,Broad weight-bearing paws beneath powerful forelegs is visible on a towering honey seeker.,reject,1,3,0,0.031505659222602844,-0.7888565510511398,0,1,reject,stage1_reject
slot_12__bear__r02__c082,bear,limbs_paws_tail,A bulky streamside fisher has heavy hind limbs behind a very short tail.,pass,3,3,3,0.6238479018211365,0.3588803857564926,0,0,accepted,meets_all_automatic_thresholds
slot_12__cat__r01__c004,cat,limbs_paws_tail,A striped household mouser has quiet padded paws beneath flexible forelegs.,pass,3,3,3,0.9937635660171509,0.9890043144114316,0,0,accepted,meets_all_automatic_thresholds
slot_12__cat__r01__c005,cat,limbs_paws_tail,A long balancing tail behind springing hind legs defines an upright-tailed lap companion.,pass,3,3,3,0.8248845140139262,0.7043624930083752,0,0,accepted,meets_all_automatic_thresholds
slot_12__dog__r01__c001,dog,limbs_paws_tail,A floppy-eared home guardian reveals an expressive tail moving above muscular rear legs.,reject,1,3,0,0.3757730722427368,-0.16751915216445923,0,1,reject,stage1_reject
slot_12__dog__r01__c003,dog,limbs_paws_tail,A broad-pawed walking partner shows durable feet placed firmly on uneven ground.,pass,3,3,3,0.7456593016783396,0.6374309736614426,1,0,borderline,ambiguous_or_below_margin
slot_12__dog__r02__c081,dog,limbs_paws_tail,Broad padded paws beneath sturdy running legs defines a keen-nosed scent tracker.,pass,3,3,3,0.9806480209032694,0.9705001441761851,0,0,accepted,meets_all_automatic_thresholds
slot_12__dog__r02__c082,dog,limbs_paws_tail,A broad-pawed walking partner carries straight forelegs supporting a ready stance.,pass,3,3,3,0.9896251956621805,0.9837001763905088,0,0,accepted,meets_all_automatic_thresholds
slot_12__fox__r01__c001,fox,limbs_paws_tail,A sweeping brush balancing an elastic running stride marks a russet snowline hunter.,reject,1,3,0,0.20559923350811005,-0.3026895076036453,0,1,reject,stage1_reject
slot_12__fox__r01__c003,fox,limbs_paws_tail,Small black feet beneath narrow lower legs identifies an orange-chested hedge stalker.,pass,3,3,1,0.3145344629883766,-0.06926872084538142,0,2,rejected,high_confidence_wrong_class
slot_12__fox__r02__c081,fox,limbs_paws_tail,A bushy-tailed den visitor has dark lower legs ending in light quick paws.,pass,3,3,3,0.9434930086135864,0.9163829733928045,0,0,accepted,meets_all_automatic_thresholds
slot_12__fox__r02__c083,fox,limbs_paws_tail,An amber-eyed meadow prowler carries a sweeping brush balancing an elastic running stride.,reject,1,3,0,0.3657114803791046,-0.09410858154296875,0,1,reject,stage1_reject
slot_13__bear__r01__c002,bear,limbs_paws_tail,Long-clawed wilderness-resident displays heavy hind limbs behind a very short tail beside a quiet fence line.,reject,1,3,0,0.04028114676475525,-0.8723541796207428,0,1,reject,stage1_reject
slot_13__bear__r01__c004,bear,limbs_paws_tail,Long curved claws extending beyond dark toe pads distinguishes round-eared timberland-giant near a shaded woodland edge.,pass,3,3,3,0.7658887902895609,0.6021685923139254,0,0,accepted,meets_all_automatic_thresholds
slot_13__cat__r01__c001,cat,limbs_paws_tail,Quiet padded paws beneath flexible forelegs distinguishes velvet-footed small-hunter near a quiet fence line.,reject,1,3,0,0.016313400119543076,-0.9343490339815617,0,1,reject,stage1_reject
slot_13__cat__r01__c002,cat,limbs_paws_tail,"Against low evening light, a long balancing tail behind springing hind legs defines curled-tail home-companion.",reject,1,3,0,0.22617845237255096,-0.5426218062639236,0,1,reject,stage1_reject
slot_13__cat__r02__c082,cat,limbs_paws_tail,Whiskered house-prowler displays small rounded feet placed in a narrow walking line beside low evening light.,pass,3,3,3,0.812134712934494,0.7068277753035849,0,0,accepted,meets_all_automatic_thresholds
slot_13__cat__r02__c083,cat,limbs_paws_tail,"Within a shaded woodland edge, pointed-eared lap-companion demonstrates quiet padded paws beneath flexible forelegs.",pass,3,3,3,0.7415583531061808,0.4989251292621096,0,0,accepted,meets_all_automatic_thresholds
slot_13__dog__r01__c001,dog,limbs_paws_tail,"Within a shallow stream bank, playful backyard-digger demonstrates broad padded paws beneath sturdy running legs.",pass,3,3,2,0.7478418250878652,0.5435311806698641,0,1,rejected,high_confidence_wrong_class
slot_13__dog__r01__c002,dog,limbs_paws_tail,Straight forelegs supporting a ready stance distinguishes tongue-out family-companion near a calm farmyard.,pass,3,3,3,0.9759125312169393,0.9574836806083719,0,0,accepted,meets_all_automatic_thresholds
slot_13__fox__r01__c002,fox,limbs_paws_tail,"Within soft morning light, amber-eyed meadow-prowler demonstrates slender springing limbs suited to sudden pounces.",pass,3,3,3,0.8852835694948832,0.775367135705892,0,0,accepted,meets_all_automatic_thresholds
slot_13__fox__r01__c003,fox,limbs_paws_tail,A sweeping brush balancing an elastic running stride distinguishes red-coated woodland-hunter near a sunlit garden path.,borderline,1,3,0,0.2589966058731079,-0.14887437224388123,1,0,borderline,stage1_borderline
slot_14__bear__r01__c001,bear,limbs_paws_tail,"Long curved claws extending beyond dark toe pads distinguishes round-eared timberland-giant near a shaded woodland edge, where the setting supports the behavior.",pass,3,3,3,0.6528544028600057,0.39995647470156354,0,0,accepted,meets_all_automatic_thresholds
slot_14__bear__r01__c002,bear,limbs_paws_tail,"Against a misty hillside, massive front feet planted across rough ground defines broad-muzzled river-hunter; surrounding plants provide scale.",reject,1,3,0,0.015519797801971436,-0.9642906785011292,0,1,reject,stage1_reject
slot_14__bear__r02__c081,bear,limbs_paws_tail,"A clear view shows broad-muzzled river-hunter with heavy hind limbs behind a very short tail, as the setting supports the behavior.",pass,3,3,1,0.31164283988376457,-0.32740658583740395,0,2,rejected,high_confidence_wrong_class
slot_14__bear__r02__c082,bear,limbs_paws_tail,"Heavy-pawed backcountry-wanderer displays thick muscular legs supporting deliberate steps beside a misty hillside, while surrounding plants provide scale.",pass,3,3,3,0.9188235004742941,0.8697731324161092,0,0,accepted,meets_all_automatic_thresholds
slot_14__bear__r03__c161,bear,limbs_paws_tail,"Heavy-pawed backcountry-wanderer carries massive front feet planted across rough ground across a shaded woodland edge; meanwhile, the setting supports the behavior.",pass,3,3,3,0.805582861105601,0.6891657921175162,0,0,accepted,meets_all_automatic_thresholds
slot_14__bear__r03__c162,bear,limbs_paws_tail,"Beside a misty hillside, thick-furred cave-sleeper reveals broad weight-bearing paws beneath powerful forelegs; surrounding plants provide scale.",reject,1,3,0,0.09500235319137573,-0.7475605010986328,0,1,reject,stage1_reject
slot_14__bear__r04__c241,bear,limbs_paws_tail,"Within a shaded woodland edge, thick-furred cave-sleeper demonstrates thick muscular legs supporting deliberate steps, where the setting supports the behavior.",pass,3,3,3,0.9235519965489706,0.8652577378476659,0,0,accepted,meets_all_automatic_thresholds
slot_14__bear__r04__c242,bear,limbs_paws_tail,"Long curved claws extending beyond dark toe pads distinguishes powerful berry-gatherer near a misty hillside, where surrounding plants provide scale.",reject,1,3,0,0.10798816382884979,-0.35591094195842743,0,1,reject,stage1_reject
slot_14__bear__r04__c244,bear,limbs_paws_tail,"Short-tailed mountain-roamer carries broad weight-bearing paws beneath powerful forelegs across a shallow stream bank; meanwhile, nearby tracks indicate scale.",reject,1,3,0,0.2850314676761627,-0.4054400622844696,0,1,reject,stage1_reject
slot_14__bear__r04__c245,bear,limbs_paws_tail,"Beside a calm farmyard, bulky streamside-fisher reveals heavy hind limbs behind a very short tail; the setting supports the behavior.",reject,1,3,0,0.3987644910812378,-0.12125897407531738,0,1,reject,stage1_reject
slot_14__cat__r01__c001,cat,limbs_paws_tail,"Beside a misty hillside, pointed-eared lap-companion reveals curved retractable claws hidden above soft toe pads; nearby tracks indicate scale.",pass,3,3,3,0.8582083980242411,0.741723019319276,0,0,accepted,meets_all_automatic_thresholds
slot_14__cat__r01__c002,cat,limbs_paws_tail,"Slit-eyed indoor-hunter becomes recognizable through small rounded feet placed in a narrow walking line, while the setting supports the behavior.",pass,3,3,2,0.6194047331809998,0.3460848182439804,0,1,rejected,high_confidence_wrong_class
slot_14__dog__r01__c001,dog,limbs_paws_tail,"Collar-wearing yard-guardian carries a wagging tail extending from strong hindquarters across a patch of dense brush; meanwhile, the viewpoint remains level.",pass,3,3,3,0.9450827836990356,0.9041507464523116,0,0,accepted,meets_all_automatic_thresholds
slot_14__dog__r01__c002,dog,limbs_paws_tail,"Beside an open grassy clearing, wet-nosed trail-helper reveals durable feet placed firmly on uneven ground; its full body stays visible.",borderline,1,3,0,0.36810141801834106,-0.027229756116867065,1,0,borderline,stage1_borderline
slot_14__fox__r01__c001,fox,limbs_paws_tail,"Against a rocky meadow, a full pale-tipped tail behind lean hindquarters defines white-tipped brush-bearer; ground contact stays clear.",reject,1,3,0,0.13958927989006042,-0.45271965861320496,0,1,reject,stage1_reject
slot_14__fox__r01__c002,fox,limbs_paws_tail,"Narrow-muzzled dusk-prowler carries small black feet beneath narrow lower legs across a pale winter field; meanwhile, soft light preserves surface detail.",pass,3,3,3,0.731152335802714,0.4798912812645237,0,0,accepted,meets_all_automatic_thresholds
slot_15__bear__r01__c001,bear,limbs_paws_tail,"Beside a shallow stream bank, thick-furred cave-sleeper reveals heavy hind limbs behind a very short tail; the pose shows balanced proportions.",reject,1,3,0,0.0011526963207870722,-0.9905981996562332,0,1,reject,stage1_reject
slot_15__bear__r01__c004,bear,limbs_paws_tail,"Short-tailed mountain-roamer displays massive front feet planted across rough ground beside a patch of dense brush, while soft light preserves surface detail.",reject,1,3,0,0.04990959167480469,-0.6923372149467468,0,1,reject,stage1_reject
slot_15__bear__r02__c081,bear,limbs_paws_tail,"Massive front feet planted across rough ground distinguishes powerful berry-gatherer near a shallow stream bank, where the pose shows balanced proportions.",pass,3,3,3,0.5957253575325012,0.3399503479401271,0,0,accepted,meets_all_automatic_thresholds
slot_15__bear__r02__c082,bear,limbs_paws_tail,"Against a calm farmyard, broad weight-bearing paws beneath powerful forelegs defines towering honey-seeker; the moment appears unstaged.",pass,3,3,1,0.19221780573328337,-0.348563006768624,0,2,rejected,high_confidence_wrong_class
slot_15__cat__r01__c001,cat,limbs_paws_tail,"Retractable-clawed climber displays a long balancing tail behind springing hind legs beside a calm farmyard, while soft light preserves surface detail.",reject,1,3,0,0.11598628014326096,-0.4792715981602669,0,1,reject,stage1_reject
slot_15__cat__r01__c002,cat,limbs_paws_tail,"Within scattered autumn leaves, padded-paw windowsill-watcher demonstrates supple rear limbs prepared for a vertical jump, where the pose shows balanced proportions.",reject,1,3,0,0.21716779470443726,-0.2533963620662689,1,1,reject,stage1_reject
slot_15__cat__r02__c083,cat,limbs_paws_tail,"A clear view shows striped hearthside-prowler with a long balancing tail behind springing hind legs, as the moment appears unstaged.",pass,3,3,3,0.9575501680374146,0.9316966583331426,0,0,accepted,meets_all_automatic_thresholds
slot_15__cat__r02__c084,cat,limbs_paws_tail,"Velvet-footed small-hunter displays supple rear limbs prepared for a vertical jump beside an open grassy clearing, while ground contact stays clear.",borderline,1,3,0,0.1775791496038437,-0.23393122851848602,0,0,borderline,stage1_borderline
slot_15__cat__r03__c161,cat,limbs_paws_tail,"Supple rear limbs prepared for a vertical jump distinguishes long-tailed household-companion near a calm farmyard, where soft light preserves surface detail.",reject,1,3,0,0.020304778590798378,-0.8592272605746984,0,1,reject,stage1_reject
slot_15__cat__r03__c162,cat,limbs_paws_tail,"Against scattered autumn leaves, curved retractable claws hidden above soft toe pads defines striped hearthside-prowler; the pose shows balanced proportions.",pass,3,3,3,0.9454718430836996,0.9015415636822581,0,0,accepted,meets_all_automatic_thresholds
slot_15__dog__r01__c002,dog,limbs_paws_tail,"Broad-pawed gate-watcher displays an expressive tail moving above muscular rear legs beside a sunlit garden path, while the posture remains natural.",pass,3,3,3,0.6344351271788279,0.3553594338397185,0,0,accepted,meets_all_automatic_thresholds
slot_15__dog__r01__c003,dog,limbs_paws_tail,"Within a rocky meadow, floppy-eared home-guardian demonstrates a wagging tail extending from strong hindquarters, where nearby tracks indicate scale.",pass,3,3,3,0.8304329911867777,0.6685316277046999,0,0,accepted,meets_all_automatic_thresholds
slot_15__fox__r01__c001,fox,limbs_paws_tail,"Sharp-eared field-stalker becomes recognizable through slender springing limbs suited to sudden pounces, while the background preserves its outline.",pass,3,3,3,0.8203113675117493,0.6799215823411942,0,0,accepted,meets_all_automatic_thresholds
slot_15__fox__r01__c002,fox,limbs_paws_tail,"A clear view shows russet snowline-hunter with a sweeping brush balancing an elastic running stride, as the head and torso remain visible.",pass,3,3,2,0.40466731786727905,-0.003923580050468445,0,1,rejected,high_confidence_wrong_class
slot_16__bear__r01__c001,bear,body_size_shape,A bulky streamside fisher shows heavy shoulders tapering toward broad hindquarters.,pass,3,3,3,0.7766791780789694,0.5962136549254259,0,0,accepted,meets_all_automatic_thresholds
slot_16__bear__r01__c003,bear,body_size_shape,A broad-pawed wilderness forager has a towering woodland silhouette built for strength.,pass,3,3,3,0.8540359934171041,0.7666675678143898,0,0,accepted,meets_all_automatic_thresholds
slot_16__cat__r01__c002,cat,body_size_shape,A striped household mouser carries a compact low torso with a flexible spine.,pass,3,3,3,0.989494264125824,0.9818854218659302,0,0,accepted,meets_all_automatic_thresholds
slot_16__cat__r01__c003,cat,body_size_shape,A small athletic silhouette carried close to the ground marks an upright-tailed lap companion.,reject,1,3,0,0.008142655715346336,-0.8682179395109415,0,1,reject,stage1_reject
slot_16__dog__r01__c002,dog,body_size_shape,A sturdy medium frame with a broad chest defines a playful backyard digger.,reject,1,3,0,0.13336549699306488,-0.6310029178857803,0,1,reject,stage1_reject
slot_16__dog__r01__c003,dog,body_size_shape,A tail-wagging family companion carries strong shoulders above an athletic household silhouette.,pass,3,3,3,0.968267818291982,0.9523423435166478,0,0,accepted,meets_all_automatic_thresholds
slot_16__fox__r01__c003,fox,body_size_shape,A small woodland silhouette built for quick turns defines a slender twilight forager.,reject,1,3,0,0.11640213429927826,-0.4969112426042557,0,1,reject,stage1_reject
slot_16__fox__r01__c004,fox,body_size_shape,A red-coated dusk hunter carries a graceful ground-hugging body with delicate proportions.,borderline,1,3,1,0.34636667370796204,0.0740940272808075,1,0,borderline,stage1_borderline
slot_16__fox__r02__c082,fox,body_size_shape,A light elongated frame beneath a full tail identifies a slender twilight forager.,borderline,1,3,0,0.27583736181259155,-0.1644352674484253,0,0,borderline,stage1_borderline
slot_16__fox__r02__c083,fox,body_size_shape,A red-coated dusk hunter shows lean shoulders flowing into springing hindquarters.,reject,1,3,0,0.24180945754051208,-0.44231608510017395,0,1,reject,stage1_reject
slot_16__fox__r03__c161,fox,body_size_shape,A slender low torso with a narrow waist defines a slender twilight forager.,reject,1,3,0,0.2219185084104538,-0.4322100430727005,0,1,reject,stage1_reject
slot_16__fox__r03__c162,fox,body_size_shape,A red-coated dusk hunter carries a small woodland silhouette built for quick turns.,reject,1,3,0,0.1306229829788208,-0.6971423625946045,0,1,reject,stage1_reject
slot_16__fox__r04__c241,fox,body_size_shape,A red-coated dusk hunter shows a light elongated frame beneath a full tail.,reject,1,3,0,0.00885404646396637,-0.9310055822134018,0,1,reject,stage1_reject
slot_16__fox__r04__c244,fox,body_size_shape,A small woodland silhouette built for quick turns defines a black-legged forest hunter.,reject,1,3,0,0.19791588187217712,-0.55157670378685,0,1,reject,stage1_reject
slot_16__fox__r04__c245,fox,body_size_shape,A sharp-eared field stalker carries a graceful ground-hugging body with delicate proportions.,reject,1,3,0,0.46897760033607483,-0.03889694809913635,0,1,reject,stage1_reject
slot_16__fox__r04__c246,fox,body_size_shape,A light elongated frame beneath a full tail marks a russet snowline hunter.,pass,3,3,3,0.9371323386828104,0.9024445161533853,0,0,accepted,meets_all_automatic_thresholds
slot_17__bear__r01__c001,bear,body_size_shape,A substantial rounded body carried on thick limbs defines a massive shaggy forager.,pass,3,3,2,0.7253519495328268,0.5967975885917743,1,0,borderline,ambiguous_or_below_margin
slot_17__bear__r01__c003,bear,body_size_shape,Heavy shoulders tapering toward broad hindquarters marks a broad-muzzled river hunter.,borderline,1,3,0,0.29723405838012695,-0.10267096757888794,0,0,borderline,stage1_borderline
slot_17__bear__r02__c081,bear,body_size_shape,A round-eared forest giant shows a massive torso rising over powerful shoulders.,pass,3,3,3,0.9069260358810425,0.8254628631596764,0,0,accepted,meets_all_automatic_thresholds
slot_17__bear__r02__c085,bear,body_size_shape,A powerful berry gatherer carries heavy shoulders tapering toward broad hindquarters.,reject,1,3,0,0.36055704951286316,-0.1188129186630249,0,1,reject,stage1_reject
