run_id,n_neighbors,random_state,primary,sample_index,description_id,true_concept,description,raw_cluster_id,hungarian_matched_predicted_concept,prediction_correct,cluster_mapping_concept
spectral_knn05_seed42,5,42,False,352,slot_45__cat__r08__c570,cat,"During a clearly visible group moment, whiskered house-prowler becomes recognizable through silent stalking of a tiny moving insect, while ground contact stays clear.",0,cat,True,cat
spectral_knn05_seed42,5,42,False,353,slot_45__dog__r01__c002,dog,"Quiet resting against another household companion distinguishes broad-pawed gate-watcher near a calm farmyard, where the setting supports the behavior.",4,dog,True,dog
spectral_knn05_seed42,5,42,False,354,slot_45__fox__r04__c243,fox,"Within a sunlit garden path, amber-eyed meadow-prowler demonstrates defensive circling around younger den residents, where the background preserves its outline.",7,rabbit,False,rabbit
spectral_knn05_seed42,5,42,False,355,slot_45__bear__r08__c580,bear,"During a clearly visible group moment, wide avoidance of another massive forest forager distinguishes massive shaggy-forager; meanwhile, the moment appears unstaged.",3,bear,True,bear
spectral_knn05_seed42,5,42,False,356,slot_45__wolf__r04__c245,wolf,"Within a patch of dense brush, wild gray pack predator demonstrates protective positioning near younger pack members, where the setting supports the behavior.",1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,357,slot_45__rabbit__r01__c001,rabbit,"Beside an open grassy clearing, round-eyed grassland nibbler reveals parallel grazing beside several burrow residents; its full body stays visible.",7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,358,slot_45__deer__r01__c006,deer,"Within a misty hillside, branch-antlered woodland traveler demonstrates protective standing near a spotted youngster, where the pose shows balanced proportions.",5,deer,True,deer
spectral_knn05_seed42,5,42,False,359,slot_45__horse__r04__c243,horse,"Long-maned stable grazer with powerful legs carries playful running beside a younger pasture companion across a shallow stream bank; meanwhile, nearby tracks indicate scale.",2,horse,True,horse
spectral_knn05_seed42,5,42,False,360,slot_46__cat__r01__c001,cat,Soft chirping notes while watching distant birds marks a soft-pawed indoor hunter.,0,cat,True,cat
spectral_knn05_seed42,5,42,False,361,slot_46__dog__r01__c003,dog,A tail-wagging family companion reveals a low rumble when unfamiliar movement approaches.,4,dog,True,dog
spectral_knn05_seed42,5,42,False,362,slot_46__fox__r01__c002,fox,An amber-eyed meadow prowler carries a brief high call across evening woodland.,3,bear,False,bear
spectral_knn05_seed42,5,42,False,363,slot_46__bear__r01__c002,bear,A deep warning rumble in dense woodland defines a thick-furred woodland giant.,3,bear,True,bear
spectral_knn05_seed42,5,42,False,364,slot_46__wolf__r04__c242,wolf,Upright ears locating distant movement under snow is visible on a howling snow hunter.,1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,365,slot_46__rabbit__r03__c161,rabbit,A burrow resident has a sharp hind-foot thump warning the colony.,7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,366,slot_46__deer__r01__c001,deer,Careful scent testing of the moving air identifies a long-legged clearing grazer.,7,rabbit,False,rabbit
spectral_knn05_seed42,5,42,False,367,slot_46__horse__r01__c002,horse,A clear neigh carrying beyond the stable identifies a swift-maned field traveler.,2,horse,True,horse
spectral_knn05_seed42,5,42,False,368,slot_47__cat__r01__c001,cat,A whiskered lap companion shows a rising trill during a familiar greeting.,0,cat,True,cat
spectral_knn05_seed42,5,42,False,369,slot_47__dog__r01__c001,dog,Quick breathy whines beside a closed door identifies a leash-wearing companion.,4,dog,True,dog
spectral_knn05_seed42,5,42,False,370,slot_47__fox__r05__c324,fox,Short warning barks from dense cover marks an orange-chested hedge stalker.,5,deer,False,deer
spectral_knn05_seed42,5,42,False,371,slot_47__bear__r02__c081,bear,A round-eared forest giant has a deep warning rumble in dense woodland.,3,bear,True,bear
spectral_knn05_seed42,5,42,False,372,slot_47__wolf__r01__c001,wolf,A gray pack hunter carries a deep warning growl beneath raised neck fur.,1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,373,slot_47__rabbit__r01__c001,rabbit,Wide ears detecting movement beyond the hedge defines a long-eared meadow grazer.,7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,374,slot_47__deer__r01__c002,deer,Large ears turning toward a broken twig defines a white-tailed meadow grazer.,7,rabbit,False,rabbit
spectral_knn05_seed42,5,42,False,375,slot_47__horse__r04__c241,horse,A stable grazer shows rhythmic hoofbeats approaching across firm ground.,2,horse,True,horse
spectral_knn05_seed42,5,42,False,376,slot_48__cat__r01__c001,cat,"Against an open grassy clearing, a steady vibration during relaxed contact defines purring room-explorer.",0,cat,True,cat
spectral_knn05_seed42,5,42,False,377,slot_48__dog__r01__c002,dog,"Against a broad dirt trail, a low rumble when unfamiliar movement approaches defines panting ball-chaser.",4,dog,True,dog
spectral_knn05_seed42,5,42,False,378,slot_48__fox__r02__c083,fox,Slender nighttime-forager displays a brief high call across evening woodland beside a shallow stream bank.,3,bear,False,bear
spectral_knn05_seed42,5,42,False,379,slot_48__bear__r01__c001,bear,Heavy-pawed backcountry-wanderer displays a deep warning rumble in dense woodland beside a patch of dense brush.,3,bear,True,bear
spectral_knn05_seed42,5,42,False,380,slot_48__wolf__r01__c001,wolf,A clear view shows amber-eyed pack sentinel with a long resonant howl answered across the valley near a rocky meadow.,1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,381,slot_48__rabbit__r01__c003,rabbit,Quick-footed burrow resident displays wide ears detecting movement beyond the hedge beside a narrow riverside path.,7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,382,slot_48__deer__r04__c245,deer,Antlered split-hoofed woodland browser displays large ears turning toward a broken twig beside soft morning light.,5,deer,True,deer
spectral_knn05_seed42,5,42,False,383,slot_48__horse__r04__c246,horse,Saddle-wearing flowing-tailed riding companion displays mobile ears following a distant handler's voice beside low evening light.,2,horse,True,horse
spectral_knn05_seed42,5,42,False,384,slot_49__cat__r02__c081,cat,"Against a sunlit garden path, a sharp warning hiss with flattened ears defines striped hearthside-prowler; the background preserves its outline.",0,cat,True,cat
spectral_knn05_seed42,5,42,False,385,slot_49__dog__r01__c002,dog,"Keen-nosed scent-follower becomes recognizable through a drawn-out lonely call across the yard, while the moment appears unstaged.",0,cat,False,cat
spectral_knn05_seed42,5,42,False,386,slot_49__fox__r04__c241,fox,"Against a calm farmyard, short warning barks from dense cover defines amber-eyed meadow-prowler; the posture remains natural.",0,cat,False,cat
spectral_knn05_seed42,5,42,False,387,slot_49__bear__r02__c082,bear,"Within a sunlit garden path, bulky streamside-fisher demonstrates soft bawling notes from a smaller youngster, where the viewpoint remains level.",7,rabbit,False,rabbit
spectral_knn05_seed42,5,42,False,388,slot_49__wolf__r01__c003,wolf,"Social mountain hunter carries a long resonant howl answered across the valley across a shaded woodland edge; meanwhile, soft light preserves surface detail.",5,deer,False,deer
spectral_knn05_seed42,5,42,False,389,slot_49__rabbit__r04__c245,rabbit,"Soft-coated long-eared burrow resident carries fine whiskers testing the narrow tunnel across an open grassy clearing; meanwhile, nearby tracks indicate scale.",7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,390,slot_49__deer__r03__c162,deer,"Against soft morning light, a sharp alarm snort followed by raised tails defines branch-antlered woodland traveler; its full body stays visible.",5,deer,True,deer
spectral_knn05_seed42,5,42,False,391,slot_49__horse__r01__c003,horse,"Within low evening light, upright-eared pasture grazer demonstrates a clear neigh carrying beyond the stable, where the pose shows balanced proportions.",2,horse,True,horse
spectral_knn05_seed42,5,42,False,392,slot_50__cat__r01__c001,cat,"Within a broad dirt trail, curled-tail home-companion demonstrates a sharp warning hiss with flattened ears, where nearby tracks indicate scale.",7,rabbit,False,rabbit
spectral_knn05_seed42,5,42,False,393,slot_50__dog__r01__c002,dog,"Within a shallow stream bank, wagging household-companion demonstrates quick breathy whines beside a closed door, where its full body stays visible.",4,dog,True,dog
spectral_knn05_seed42,5,42,False,394,slot_50__fox__r04__c245,fox,"Quiet yapping sounds during distant contact distinguishes slender nighttime-forager near a rocky meadow, where ground contact stays clear.",5,deer,False,deer
spectral_knn05_seed42,5,42,False,395,slot_50__bear__r07__c486,bear,"Within a misty hillside, massive shaggy-forager demonstrates a loud roar across an open riverbank, where surrounding plants provide scale.",3,bear,True,bear
spectral_knn05_seed42,5,42,False,396,slot_50__wolf__r04__c243,wolf,"Long-legged snow pack hunter becomes recognizable through a deep warning growl beneath raised neck fur, while the head and torso remain visible.",1,wolf,True,wolf
spectral_knn05_seed42,5,42,False,397,slot_50__rabbit__r05__c326,rabbit,"Beside a rocky meadow, small hopping burrow forager reveals near-silent chewing beneath constantly turning ears; the pose shows balanced proportions.",7,rabbit,True,rabbit
spectral_knn05_seed42,5,42,False,398,slot_50__deer__r01__c003,deer,"Beside a broad dirt trail, slender-legged forest grazer reveals large ears turning toward a broken twig; nearby tracks indicate scale.",5,deer,True,deer
spectral_knn05_seed42,5,42,False,399,slot_50__horse__r04__c244,horse,"Muscular maned farmyard traveler carries soft breath moving through wide nostrils across a shallow stream bank; meanwhile, its full body stays visible.",2,horse,True,horse
spectral_knn10_seed0,10,0,False,0,slot_01__cat__r01__c001,cat,A retractable-clawed mouser reveals a warm orange coat with white patches.,2,fox,False,fox
spectral_knn10_seed0,10,0,False,1,slot_01__dog__r01__c002,dog,A panting ball retriever reveals a short golden coat with a pale chest.,6,dog,True,dog
spectral_knn10_seed0,10,0,False,2,slot_01__fox__r02__c083,fox,Warm russet fur beneath a pale throat defines a russet snowline hunter.,2,fox,True,fox
spectral_knn10_seed0,10,0,False,3,slot_01__bear__r04__c242,bear,Shaggy dark fur suited to cold woodland defines a towering honey seeker.,0,bear,True,bear
spectral_knn10_seed0,10,0,False,4,slot_01__wolf__r01__c002,wolf,A layered gray coat with pale guard hairs defines a sharp-eared snow tracker.,3,wolf,True,wolf
spectral_knn10_seed0,10,0,False,5,slot_01__rabbit__r12__c881,rabbit,A softly lit meadow grazer shows a warm chestnut coat blending into meadow soil.,1,rabbit,True,rabbit
spectral_knn10_seed0,10,0,False,6,slot_01__deer__r07__c483,deer,An antlered browser shows a spotted chestnut coat blending with leaf litter.,4,deer,True,deer
spectral_knn10_seed0,10,0,False,7,slot_01__horse__r01__c002,horse,A saddle-trained trail companion shows a glossy chestnut coat beneath a dark mane.,5,horse,True,horse
spectral_knn10_seed0,10,0,False,8,slot_02__cat__r01__c002,cat,A long-whiskered home companion has a smooth black coat reflecting window light.,7,cat,True,cat
spectral_knn10_seed0,10,0,False,9,slot_02__dog__r01__c001,dog,A floppy-eared home guardian shows white spotted hair across a sturdy back.,6,dog,True,dog
spectral_knn10_seed0,10,0,False,10,slot_02__fox__r01__c005,fox,Dense copper hair blending into autumn leaves defines a slender twilight forager.,2,fox,True,fox
spectral_knn10_seed0,10,0,False,11,slot_02__bear__r01__c002,bear,A heavy black coat covering broad shoulders identifies a towering honey seeker.,0,bear,True,bear
spectral_knn10_seed0,10,0,False,12,slot_02__wolf__r01__c002,wolf,A pale-muzzled pack sentinel reveals dense silver-brown fur suited to winter.,3,wolf,True,wolf
spectral_knn10_seed0,10,0,False,13,slot_02__rabbit__r12__c882,rabbit,A finely detailed garden nibbler shows smooth tan hair above a pale belly.,1,rabbit,True,rabbit
spectral_knn10_seed0,10,0,False,14,slot_02__deer__r02__c081,deer,A branch-antlered visitor shows a smooth reddish-brown summer coat.,4,deer,True,deer
spectral_knn10_seed0,10,0,False,15,slot_02__horse__r01__c002,horse,Smooth black hair with a white facial blaze defines a bridled stable companion.,5,horse,True,horse
spectral_knn10_seed0,10,0,False,16,slot_03__cat__r05__c322,cat,"Within a misty hillside, purring room-explorer demonstrates a smooth black coat reflecting window light.",7,cat,True,cat
spectral_knn10_seed0,10,0,False,17,slot_03__dog__r02__c082,dog,"Within a patch of dense brush, wagging household-companion demonstrates a shaggy gray coat around the shoulders.",3,wolf,False,wolf
spectral_knn10_seed0,10,0,False,18,slot_03__fox__r02__c082,fox,Red-coated woodland-hunter displays warm russet fur beneath a pale throat beside a rocky meadow.,2,fox,True,fox
spectral_knn10_seed0,10,0,False,19,slot_03__bear__r01__c002,bear,Thick cinnamon-colored hair across the torso distinguishes long-clawed wilderness-resident near a shaded woodland edge.,0,bear,True,bear
spectral_knn10_seed0,10,0,False,20,slot_03__wolf__r04__c242,wolf,Broad-pawed northern pack tracker displays a layered gray coat with pale guard hairs beside scattered autumn leaves.,3,wolf,True,wolf
spectral_knn10_seed0,10,0,False,21,slot_03__rabbit__r02__c082,rabbit,"Beside a sunlit garden path, long-eared meadow grazer reveals velvety gray fur around a bright white tail.",1,rabbit,True,rabbit
spectral_knn10_seed0,10,0,False,22,slot_03__deer__r01__c003,deer,Antlered woodland browser displays dark brown hair along a lighter throat patch beside a shaded woodland edge.,4,deer,True,deer
spectral_knn10_seed0,10,0,False,23,slot_03__horse__r01__c004,horse,Broad-chested stable resident displays smooth black hair with a white facial blaze beside a patch of dense brush.,5,horse,True,horse
spectral_knn10_seed0,10,0,False,24,slot_04__cat__r02__c082,cat,"Beside a calm farmyard, purring room-explorer reveals dense velvet-like fur across the back; the viewpoint remains level.",7,cat,True,cat
spectral_knn10_seed0,10,0,False,25,slot_04__dog__r01__c002,dog,"A clear view shows wet-nosed trail-helper with a shaggy gray coat around the shoulders, as ground contact stays clear.",3,wolf,False,wolf
spectral_knn10_seed0,10,0,False,26,slot_04__fox__r01__c002,fox,"Narrow-muzzled dusk-prowler becomes recognizable through warm russet fur beneath a pale throat, while the setting supports the behavior.",7,cat,False,cat
spectral_knn10_seed0,10,0,False,27,slot_04__bear__r01__c001,bear,"Round-eared timberland-giant carries a heavy black coat covering broad shoulders across a narrow riverside path; meanwhile, the viewpoint remains level.",0,bear,True,bear
spectral_knn10_seed0,10,0,False,28,slot_04__wolf__r01__c001,wolf,"Against an open grassy clearing, dense silver-brown fur suited to winter defines long-legged forest tracker; ground contact stays clear.",2,fox,False,fox
spectral_knn10_seed0,10,0,False,29,slot_04__rabbit__r04__c245,rabbit,"Beside a shaded woodland edge, small hopping burrow forager reveals smooth tan hair above a pale belly; the setting supports the behavior.",1,rabbit,True,rabbit
spectral_knn10_seed0,10,0,False,30,slot_04__deer__r01__c001,deer,"Within a misty hillside, slender-legged forest grazer demonstrates coarse gray winter hair above a pale rump, where its full body stays visible.",5,horse,False,horse
spectral_knn10_seed0,10,0,False,31,slot_04__horse__r03__c161,horse,"Warm bay coloring above dark lower legs distinguishes single-hoofed riding companion near a patch of dense brush, where soft light preserves surface detail.",5,horse,True,horse
spectral_knn10_seed0,10,0,False,32,slot_05__cat__r01__c001,cat,"Short gray hair patterned by faint bands distinguishes retractable-clawed climber near a patch of dense brush, where the setting supports the behavior.",2,fox,False,fox
spectral_knn10_seed0,10,0,False,33,slot_05__dog__r01__c002,dog,"White spotted hair across a sturdy back distinguishes broad-pawed gate-watcher near a pale winter field, where the background preserves its outline.",5,horse,False,horse
spectral_knn10_seed0,10,0,False,34,slot_05__fox__r02__c083,fox,"A clear view shows bushy-tailed den-visitor with dense copper hair blending into autumn leaves, as the moment appears unstaged.",2,fox,True,fox
spectral_knn10_seed0,10,0,False,35,slot_05__bear__r01__c001,bear,"A clear view shows thick-furred cave-sleeper with thick cinnamon-colored hair across the torso, as surrounding plants provide scale.",0,bear,True,bear
spectral_knn10_seed0,10,0,False,36,slot_05__wolf__r02__c082,wolf,"Deep-chested roaming predator carries a layered gray coat with pale guard hairs across a rocky meadow; meanwhile, the head and torso remain visible.",5,horse,False,horse
spectral_knn10_seed0,10,0,False,37,slot_05__rabbit__r04__c243,rabbit,"Long-eared grassland nibbler becomes recognizable through a warm chestnut coat blending into meadow soil, while ground contact stays clear.",1,rabbit,True,rabbit
spectral_knn10_seed0,10,0,False,38,slot_05__deer__r04__c244,deer,"Antlered split-hoofed woodland browser becomes recognizable through coarse gray winter hair above a pale rump, while surrounding plants provide scale.",4,deer,True,deer
spectral_knn10_seed0,10,0,False,39,slot_05__horse__r01__c002,horse,"Tall long-faced grazer carries a pale golden coat beside a flowing cream mane across a sunlit garden path; meanwhile, the viewpoint remains level.",5,horse,True,horse
spectral_knn10_seed0,10,0,False,40,slot_06__cat__r01__c002,cat,A striped household mouser reveals pointed ears above bright slit-shaped eyes.,7,cat,True,cat
spectral_knn10_seed0,10,0,False,41,slot_06__dog__r01__c002,dog,A wet dark nose beneath gently folded ears marks a playful backyard digger.,6,dog,True,dog
spectral_knn10_seed0,10,0,False,42,slot_06__fox__r15__c1123,fox,A sharp-eared orange hunter shows white cheeks and a long narrow snout.,2,fox,True,fox
spectral_knn10_seed0,10,0,False,43,slot_06__bear__r04__c242,bear,A round-eared forest giant has a wide pale muzzle beneath round listening ears.,0,bear,True,bear
spectral_knn10_seed0,10,0,False,44,slot_06__wolf__r01__c002,wolf,A social mountain predator has upright triangular ears above an elongated muzzle.,0,bear,False,bear
spectral_knn10_seed0,10,0,False,45,slot_06__rabbit__r01__c003,rabbit,A long-eared ground forager has broad listening ears framing a compact face.,1,rabbit,True,rabbit
spectral_knn10_seed0,10,0,False,46,slot_06__deer__r01__c005,deer,Branching antlers rising over alert dark eyes defines a white-tailed meadow grazer.,4,deer,True,deer
spectral_knn10_seed0,10,0,False,47,slot_06__horse__r01__c002,horse,A long face beneath mobile upright ears identifies a swift-maned field traveler.,0,bear,False,bear
spectral_knn10_seed0,10,0,False,48,slot_07__cat__r01__c001,cat,A whiskered lap companion shows fine cheek whiskers below independently turning ears.,7,cat,True,cat
spectral_knn10_seed0,10,0,False,49,slot_07__dog__r01__c001,dog,A long scenting muzzle beneath lifted ears identifies a leash-wearing companion.,6,dog,True,dog
spectral_knn10_seed0,10,0,False,50,slot_07__fox__r01__c001,fox,A red-coated dusk hunter reveals fine whiskers surrounding a compact black nose.,7,cat,False,cat
spectral_knn10_seed0,10,0,False,51,slot_07__bear__r05__c325,bear,A sensitive dark nose beyond a heavy face marks a thick-furred woodland giant.,0,bear,True,bear
spectral_knn10_seed0,10,0,False,52,slot_07__wolf__r02__c082,wolf,A forest pack sentinel has a dark nose beyond a pale tapered muzzle.,3,wolf,True,wolf
spectral_knn10_seed0,10,0,False,53,slot_07__rabbit__r05__c324,rabbit,A garden nibbler has soft cheeks below tall independently turning ears.,1,rabbit,True,rabbit
spectral_knn10_seed0,10,0,False,54,slot_07__deer__r01__c004,deer,Large rotating ears above a long narrow face marks a large-eared woodland grazer.,0,bear,False,bear
spectral_knn10_seed0,10,0,False,55,slot_07__horse__r01__c004,horse,A saddle-trained trail companion carries a long face beneath mobile upright ears.,0,bear,False,bear
spectral_knn10_seed0,10,0,False,56,slot_08__cat__r01__c001,cat,"Against low evening light, pointed ears above bright slit-shaped eyes defines purring room-explorer.",7,cat,True,cat
spectral_knn10_seed0,10,0,False,57,slot_08__dog__r01__c001,dog,A wet dark nose beneath gently folded ears distinguishes leash-following walking-partner near a calm farmyard.,6,dog,True,dog
spectral_knn10_seed0,10,0,False,58,slot_08__fox__r11__c802,fox,"A red woodland hunter reveals pointed ears, white cheeks, black whiskers, and a narrow muzzle at close range.",0,bear,False,bear
spectral_knn10_seed0,10,0,False,59,slot_08__bear__r04__c244,bear,A massive head narrowing toward a prominent nose distinguishes long-clawed wilderness-resident near a misty hillside.,0,bear,True,bear
spectral_knn10_seed0,10,0,False,60,slot_08__wolf__r04__c245,wolf,Amber eyes set in a broad gray face distinguishes large gray howling pack hunter near an open grassy clearing.,3,wolf,True,wolf
spectral_knn10_seed0,10,0,False,61,slot_08__rabbit__r02__c083,rabbit,"Beside a sunlit garden path, compact meadow forager reveals very long upright ears above round side-set eyes.",1,rabbit,True,rabbit
spectral_knn10_seed0,10,0,False,62,slot_08__deer__r01__c002,deer,Spotted forest youngster becomes recognizable through a black nose at the end of a tapered muzzle near a quiet fence line.,1,rabbit,False,rabbit
spectral_knn10_seed0,10,0,False,63,slot_08__horse__r01__c003,horse,Tall long-faced grazer becomes recognizable through a forelock falling between attentive eyes near a calm farmyard.,5,horse,True,horse
spectral_knn10_seed0,10,0,False,64,slot_09__cat__r01__c002,cat,"A clear view shows striped hearthside-prowler with reflective eyes set in a compact whiskered face, as ground contact stays clear.",7,cat,True,cat
spectral_knn10_seed0,10,0,False,65,slot_09__dog__r01__c004,dog,"Tongue-out family-companion displays round attentive eyes above a broad nose beside a sunlit garden path, while the posture remains natural.",6,dog,True,dog
spectral_knn10_seed0,10,0,False,66,slot_09__fox__r01__c002,fox,"Beside a broad dirt trail, bushy-tailed den-visitor reveals white cheek markings beneath alert pointed ears; its full body stays visible.",2,fox,True,fox
spectral_knn10_seed0,10,0,False,67,slot_09__bear__r08__c569,bear,"Beneath soft overcast light, round-eared timberland-giant becomes recognizable through a massive head narrowing toward a prominent nose, while ground contact stays clear.",0,bear,True,bear
spectral_knn10_seed0,10,0,False,68,slot_09__wolf__r02__c081,wolf,"A clear view shows sharp-eared snow traveler with a dark nose beyond a pale tapered muzzle, as the setting supports the behavior.",3,wolf,True,wolf
spectral_knn10_seed0,10,0,False,69,slot_09__rabbit__r02__c085,rabbit,"Very long upright ears above round side-set eyes distinguishes soft-coated burrow dweller near low evening light, where its full body stays visible.",1,rabbit,True,rabbit
spectral_knn10_seed0,10,0,False,70,slot_09__deer__r01__c001,deer,"Split-hoofed trail visitor displays branching antlers rising over alert dark eyes beside a shaded woodland edge, while soft light preserves surface detail.",4,deer,True,deer
spectral_knn10_seed0,10,0,False,71,slot_09__horse__r01__c001,horse,"A clear view shows saddle-trained trail companion with large dark eyes beside a broad soft muzzle, as surrounding plants provide scale.",5,horse,True,horse
spectral_knn10_seed0,10,0,False,72,slot_10__cat__r01__c002,cat,"Fine cheek whiskers below independently turning ears distinguishes whiskered house-prowler near a patch of dense brush, where the background preserves its outline.",7,cat,True,cat
spectral_knn10_seed0,10,0,False,73,slot_10__dog__r01__c002,dog,"Within a rocky meadow, wagging household-companion demonstrates a long scenting muzzle beneath lifted ears, where the pose shows balanced proportions.",1,rabbit,False,rabbit
spectral_knn10_seed0,10,0,False,74,slot_10__fox__r01__c002,fox,"Red-coated woodland-hunter displays fine whiskers surrounding a compact black nose beside a shaded woodland edge, while the posture remains natural.",0,bear,False,bear
spectral_knn10_seed0,10,0,False,75,slot_10__bear__r09__c649,bear,"While facing the open trail, powerful berry-gatherer becomes recognizable through a sensitive dark nose beyond a heavy face, while the background preserves its outline.",0,bear,True,bear
spectral_knn10_seed0,10,0,False,76,slot_10__wolf__r04__c241,wolf,"Broad-pawed northern pack tracker carries upright triangular ears above an elongated muzzle across soft morning light; meanwhile, the pose shows balanced proportions.",3,wolf,True,wolf
spectral_knn10_seed0,10,0,False,77,slot_10__rabbit__r02__c081,rabbit,"Within a quiet fence line, long-eared meadow grazer demonstrates large dark eyes and a split upper lip, where the posture remains natural.",1,rabbit,True,rabbit
spectral_knn10_seed0,10,0,False,78,slot_10__deer__r01__c002,deer,"Antlered woodland browser carries a pale throat below a fine-boned woodland face across a calm farmyard; meanwhile, the viewpoint remains level.",4,deer,True,deer
spectral_knn10_seed0,10,0,False,79,slot_10__horse__r01__c002,horse,"Against soft morning light, a forelock falling between attentive eyes defines long-maned pasture runner; ground contact stays clear.",5,horse,True,horse
spectral_knn10_seed0,10,0,False,80,slot_11__cat__r01__c007,cat,A striped household mouser has quiet padded paws beneath flexible forelegs.,7,cat,True,cat
spectral_knn10_seed0,10,0,False,81,slot_11__dog__r01__c002,dog,A panting ball retriever carries broad padded paws beneath sturdy running legs.,6,dog,True,dog
spectral_knn10_seed0,10,0,False,82,slot_11__fox__r01__c001,fox,A narrow-muzzled night prowler has small black feet beneath narrow lower legs.,7,cat,False,cat
spectral_knn10_seed0,10,0,False,83,slot_11__bear__r01__c004,bear,A powerful berry gatherer carries thick muscular legs supporting deliberate steps.,0,bear,True,bear
spectral_knn10_seed0,10,0,False,84,slot_11__wolf__r04__c242,wolf,A bushy-tailed pack tracker shows dark padded feet supporting a steady trot.,3,wolf,True,wolf
spectral_knn10_seed0,10,0,False,85,slot_11__rabbit__r01__c002,rabbit,A hind-legged field nibbler shows oversized hind feet behind small front paws.,5,horse,False,horse
spectral_knn10_seed0,10,0,False,86,slot_11__deer__r01__c001,deer,A split-hoofed forest visitor reveals small cloven feet beneath lean brown limbs.,0,bear,False,bear
spectral_knn10_seed0,10,0,False,87,slot_11__horse__r01__c002,horse,A saddle-trained trail companion reveals long lower legs ending in single hard hooves.,5,horse,True,horse
spectral_knn10_seed0,10,0,False,88,slot_12__cat__r01__c005,cat,A long balancing tail behind springing hind legs defines an upright-tailed lap companion.,7,cat,True,cat
spectral_knn10_seed0,10,0,False,89,slot_12__dog__r02__c082,dog,A broad-pawed walking partner carries straight forelegs supporting a ready stance.,6,dog,True,dog
spectral_knn10_seed0,10,0,False,90,slot_12__fox__r02__c081,fox,A bushy-tailed den visitor has dark lower legs ending in light quick paws.,2,fox,True,fox
spectral_knn10_seed0,10,0,False,91,slot_12__bear__r02__c082,bear,A bulky streamside fisher has heavy hind limbs behind a very short tail.,0,bear,True,bear
spectral_knn10_seed0,10,0,False,92,slot_12__wolf__r04__c243,wolf,A wild gray pack hunter carries a low bushy tail behind powerful hindquarters.,3,wolf,True,wolf
spectral_knn10_seed0,10,0,False,93,slot_12__rabbit__r04__c243,rabbit,Powerful folded rear legs beneath a round body defines a long-eared grazer.,1,rabbit,True,rabbit
spectral_knn10_seed0,10,0,False,94,slot_12__deer__r02__c081,deer,A branch-antlered visitor reveals slender legs ending in dark split hooves.,4,deer,True,deer
spectral_knn10_seed0,10,0,False,95,slot_12__horse__r01__c002,horse,A flowing tail behind powerful hindquarters is visible on a bridled stable companion.,5,horse,True,horse
spectral_knn10_seed0,10,0,False,96,slot_13__cat__r02__c082,cat,Whiskered house-prowler displays small rounded feet placed in a narrow walking line beside low evening light.,7,cat,True,cat
spectral_knn10_seed0,10,0,False,97,slot_13__dog__r01__c002,dog,Straight forelegs supporting a ready stance distinguishes tongue-out family-companion near a calm farmyard.,6,dog,True,dog
spectral_knn10_seed0,10,0,False,98,slot_13__fox__r01__c002,fox,"Within soft morning light, amber-eyed meadow-prowler demonstrates slender springing limbs suited to sudden pounces.",2,fox,True,fox
spectral_knn10_seed0,10,0,False,99,slot_13__bear__r01__c004,bear,Long curved claws extending beyond dark toe pads distinguishes round-eared timberland-giant near a shaded woodland edge.,0,bear,True,bear
spectral_knn10_seed0,10,0,False,100,slot_13__wolf__r03__c161,wolf,Gray pack hunter displays large snow-spreading feet and straight forelegs beside a narrow riverside path.,3,wolf,True,wolf
spectral_knn10_seed0,10,0,False,101,slot_13__rabbit__r05__c321,rabbit,"Within an open grassy clearing, twitch-nosed clover nibbler demonstrates long hind limbs prepared for sudden bounds.",1,rabbit,True,rabbit
spectral_knn10_seed0,10,0,False,102,slot_13__deer__r01__c002,deer,"Beside a broad dirt trail, branch-antlered woodland traveler reveals long delicate forelegs built for quiet stepping.",4,deer,True,deer
spectral_knn10_seed0,10,0,False,103,slot_13__horse__r01__c002,horse,Swift-maned open-field runner carries muscular legs with dark hair above each hoof across a narrow riverside path.,5,horse,True,horse
spectral_knn10_seed0,10,0,False,104,slot_14__cat__r01__c001,cat,"Beside a misty hillside, pointed-eared lap-companion reveals curved retractable claws hidden above soft toe pads; nearby tracks indicate scale.",2,fox,False,fox
spectral_knn10_seed0,10,0,False,105,slot_14__dog__r01__c001,dog,"Collar-wearing yard-guardian carries a wagging tail extending from strong hindquarters across a patch of dense brush; meanwhile, the viewpoint remains level.",6,dog,True,dog
spectral_knn10_seed0,10,0,False,106,slot_14__fox__r01__c002,fox,"Narrow-muzzled dusk-prowler carries small black feet beneath narrow lower legs across a pale winter field; meanwhile, soft light preserves surface detail.",2,fox,True,fox
spectral_knn10_seed0,10,0,False,107,slot_14__bear__r04__c241,bear,"Within a shaded woodland edge, thick-furred cave-sleeper demonstrates thick muscular legs supporting deliberate steps, where the setting supports the behavior.",0,bear,True,bear
