representation,sample_index,candidate_id,true_concept,predicted_cluster,matched_predicted_concept,facet_id,source,round,effective_token_length,description
raw,148,round1__codex_diverse__dog__visual_appearance__25,dog,2,dog,visual_appearance,codex_diverse,round1,23,An attentive ball chaser purposefully carries bright strong legs beneath nearby collar-ready frame near rocky woodland.
raw,149,round3__codex_diverse__dog__visual_appearance__17,dog,2,dog,visual_appearance,codex_diverse,round3,24,A gentle wagging household-companion vigilantly shows the natural sturdy coat beneath balanced folded ears beyond cloudy plaza.
raw,150,round1__codex_diverse__fox__behavior_habits__10,fox,3,bear,behavior_habits,codex_diverse,round1,22,A vigilant nighttime forager waits carefully beside familiar small prey through compact soil amid shadowed riverbank.
raw,151,round1__codex_diverse__fox__behavior_habits__21,fox,3,bear,behavior_habits,codex_diverse,round1,19,A measured den visitor waits patiently beside recognizable spare food around clear soil past crisp gate.
raw,152,round3__codex_diverse__fox__behavior_habits__04,fox,1,fox,behavior_habits,codex_diverse,round3,25,A restless russet snowline-hunter confidently examines quiet open ground during recognizable vertical pounce beside windy clearing.
raw,153,round3__codex_diverse__fox__behavior_habits__14,fox,1,fox,behavior_habits,codex_diverse,round3,25,A patient russet snowline-hunter returns gently toward sharp small prey around active woodland edge under mossy orchard.
raw,154,round3__codex_diverse__fox__behavior_habits__18,fox,1,fox,behavior_habits,codex_diverse,round3,27,A patient amber-eyed meadow-prowler settles watchfully beside focused ground sounds during subtle tilted ears near leafy grove.
raw,155,dog_indirect_fox_body__codex_diverse_r6__fox__body_parts__15,fox,3,bear,body_parts,codex_diverse,dog_indirect_fox_body,20,"The slender red animal combines pointed facial features, black socks, and a snowy tail tip."
raw,156,round1__codex_diverse__fox__body_parts__01,fox,3,bear,body_parts,codex_diverse,round1,21,A focused woodland hunter swiftly extends a steady tail tip beside striking dense brush along breezy orchard.
raw,157,round1__codex_diverse__fox__body_parts__05,fox,3,bear,body_parts,codex_diverse,round1,22,A focused field stalker solidly raises a balanced tail tip around defined springing limbs along amber path.
raw,158,round2__codex_diverse__fox__body_parts__11,fox,3,bear,body_parts,codex_diverse,round2,26,A gentle red-coated woodland-hunter warily turns delicate fine whiskers above steady dark nose under quiet outcrop.
raw,159,round2__codex_diverse__fox__body_parts__16,fox,3,bear,body_parts,codex_diverse,round2,27,A gentle russet snowline-hunter discreetly raises active light paws near focused springing limbs across sunlit fence.
raw,160,fox_function_ability__codex_diverse_r3__fox__function_ability__10,fox,3,bear,function_ability,codex_diverse,fox_function_ability,23,Four dark feet propel a white-chested russet animal over stones as nearby leaves barely tremble.
raw,161,fox_function_ability__codex_diverse_r3__fox__function_ability__15,fox,3,bear,function_ability,codex_diverse,fox_function_ability,17,An alert copper woodland animal digs a hidden food cache using small black paws.
raw,162,fox_function_ability__codex_diverse_r3__fox__function_ability__17,fox,3,bear,function_ability,codex_diverse,fox_function_ability,21,Triangular ears swivel independently to track tiny rustles around the russet creature's burrow.
raw,163,fox_function_ability__codex_diverse_r3__fox__function_ability__29,fox,3,bear,function_ability,codex_diverse,fox_function_ability,19,"Balanced by a sweeping bushy tail, the slim rusty animal lands accurately between rocks."
raw,164,round3__codex_diverse__fox__function_ability__06,fox,1,fox,function_ability,codex_diverse,round3,28,An intent orange-chested hedgerow-stalker leisurely performs distinct direction changes during muted deep snow amid cloudy trail.
raw,165,round2__codex_diverse__fox__habitat_scene__14,fox,1,fox,habitat_scene,codex_diverse,round2,28,An alert bushy-tailed den-visitor emerges gently across this recognizable moonlit hedgerow among clear trees beside still marsh.
raw,166,round2__codex_diverse__fox__habitat_scene__16,fox,1,fox,habitat_scene,codex_diverse,round2,26,An alert amber-eyed meadow-prowler slowly occupies that striking quiet meadow under bright open grass beside pale pond.
raw,167,round3__codex_diverse__fox__habitat_scene__03,fox,1,fox,habitat_scene,codex_diverse,round3,25,A steady red-coated woodland-hunter rests comfortably within that distinct quiet meadow near muted prey tracks along drifting yard.
raw,168,round3__codex_diverse__fox__habitat_scene__09,fox,1,fox,habitat_scene,codex_diverse,round3,25,A graceful slender nighttime-forager rests eagerly within the delicate snowy field beside steady prey tracks amid tranquil veranda.
raw,169,round3__codex_diverse__fox__habitat_scene__11,fox,1,fox,habitat_scene,codex_diverse,round3,30,A graceful orange-chested hedgerow-stalker forages readily around the familiar snowy field under compact trees amid breezy outcrop.
raw,170,fox_human_retry__codex_diverse_r5__fox__human_interaction__01,fox,3,bear,human_interaction,codex_diverse,fox_human_retry,24,Close-up red-furred woodland animal with white-tipped bushy tail watches a tiny distant photographer.
raw,171,fox_human_retry__codex_diverse_r5__fox__human_interaction__12,fox,0,cat,human_interaction,codex_diverse,fox_human_retry,22,"Front and center, a red-coated prowler curls its white-ended tail near distant boots."
raw,172,fox_human_retry__codex_diverse_r5__fox__human_interaction__20,fox,3,bear,human_interaction,codex_diverse,fox_human_retry,21,A close white-chested copper prowler fills the clearing ahead of a miniature backpacker.
raw,173,round2__codex_diverse__fox__human_interaction__03,fox,3,bear,human_interaction,codex_diverse,round2,25,A watchful amber-eyed meadow-prowler smoothly follows the quiet edge around recognizable flee before rocky trailhead.
raw,174,round2__codex_diverse__fox__human_interaction__06,fox,1,fox,human_interaction,codex_diverse,round2,29,A quiet narrow-muzzled dusk-prowler stays knowingly beside striking discarded food before bright cautious pause before shadowed trailhead.
raw,175,round1__codex_diverse__fox__indirect_holistic__03,fox,3,bear,indirect_holistic,codex_diverse,round1,22,A curious nighttime forager silently embodies the striking cautious hunter around bright open ground under cool yard.
raw,176,round2__codex_diverse__fox__indirect_holistic__08,fox,1,fox,indirect_holistic,codex_diverse,round2,28,A wary narrow-muzzled dusk-prowler discreetly completes one subtle outline listening beside familiar sharp call under still barn.
raw,177,round2__codex_diverse__fox__indirect_holistic__11,fox,1,fox,indirect_holistic,codex_diverse,round2,25,A wary russet snowline-hunter curiously completes that quiet twilight figure under recognizable sharp call beyond soft plaza.
raw,178,round2__codex_diverse__fox__indirect_holistic__13,fox,3,bear,indirect_holistic,codex_diverse,round2,25,A wary bushy-tailed den-visitor warily creates that strong twilight figure around graceful forest amid dim kitchen.
raw,179,round3__codex_diverse__fox__indirect_holistic__01,fox,1,fox,indirect_holistic,codex_diverse,round3,28,A swift bushy-tailed den-visitor watchfully embodies one defined outline listening around delicate sudden leap around verdant doorway.
raw,180,fox_movement_cat_human__codex_diverse_r4__fox__movement__09,fox,3,bear,movement,codex_diverse,fox_movement_cat_human,18,Rusty fur flashes among birch trunks as a long-tailed dusk hunter runs downhill.
raw,181,fox_movement_cat_human__codex_diverse_r4__fox__movement__12,fox,3,bear,movement,codex_diverse,fox_movement_cat_human,19,The sharp-eared red hunter lands front paws first after vaulting above meadow grass.
raw,182,round2__codex_diverse__fox__movement__02,fox,3,bear,movement,codex_diverse,round2,25,A gentle bushy-tailed den-visitor quietly crosses the distinct meadow using muted hidden movement near dusky garden.
raw,183,round2__codex_diverse__fox__movement__09,fox,1,fox,movement,codex_diverse,round2,23,A solitary sharp-eared field-stalker comfortably approaches that active field with focused elastic bounds beyond golden plaza.
raw,184,round2__codex_diverse__fox__movement__14,fox,1,fox,movement,codex_diverse,round2,29,A solitary amber-eyed meadow-prowler methodically traverses this familiar hedgerow with compact cautious trot against cloudy slope.
raw,185,round1__codex_diverse__fox__object_relationship__09,fox,1,fox,object_relationship,codex_diverse,round1,25,A patient meadow prowler reaches observantly toward that delicate moon outlining the full tail against steady brush beside frosted brook.
raw,186,round3__codex_diverse__fox__object_relationship__06,fox,1,fox,object_relationship,codex_diverse,round3,29,An observant amber-eyed meadow-prowler positions inquisitively itself near defined grass brushing beneath delicate hidden meal before remote meadow.
raw,187,round3__codex_diverse__fox__object_relationship__11,fox,1,fox,object_relationship,codex_diverse,round3,24,A swift sharp-eared field-stalker reaches calmly toward natural fallen leaves against balanced surface across crisp courtyard.
raw,188,round3__codex_diverse__fox__object_relationship__12,fox,1,fox,object_relationship,codex_diverse,round3,27,A swift russet snowline-hunter interacts slowly with muted grass brushing around natural full tail amid verdant outcrop.
raw,189,round3__codex_diverse__fox__object_relationship__13,fox,1,fox,object_relationship,codex_diverse,round3,25,A swift slender nighttime-forager interacts observantly with steady fallen leaves near striking full tail under tranquil trail.
raw,190,round2__codex_diverse__fox__sounds__09,fox,1,fox,sounds,codex_diverse,round2,31,An eager amber-eyed meadow-prowler breaks warily silence using textured yapping sounds beside prominent dense cover amid amber farmyard.
raw,191,round2__codex_diverse__fox__sounds__17,fox,1,fox,sounds,codex_diverse,round2,27,A poised bushy-tailed den-visitor cautiously releases one familiar scream carrying through compact hidden den before windy lane.
raw,192,round3__codex_diverse__fox__sounds__04,fox,1,fox,sounds,codex_diverse,round3,26,A curious amber-eyed meadow-prowler answers intently with one nearby scream carrying under textured darkness near soft pasture.
raw,193,round3__codex_diverse__fox__sounds__14,fox,1,fox,sounds,codex_diverse,round3,29,A wary amber-eyed meadow-prowler leisurely makes distinct warning barks through muted dense cover under shadowed riverbank.
raw,194,round3__codex_diverse__fox__sounds__22,fox,1,fox,sounds,codex_diverse,round3,27,A steady bushy-tailed den-visitor breaks softly silence using sharp chattering notes under active distant contact beside drifting clearing.
raw,195,round1__codex_diverse__fox__visual_appearance__14,fox,3,bear,visual_appearance,codex_diverse,round1,23,A swift forest shadow watchfully displays natural rust-colored fur beside balanced lower legs around crisp foothill.
raw,196,round1__codex_diverse__fox__visual_appearance__15,fox,3,bear,visual_appearance,codex_diverse,round1,24,A swift field stalker nimbly shows steady rust-colored fur beneath striking white chest past verdant stream.
raw,197,round1__codex_diverse__fox__visual_appearance__17,fox,3,bear,visual_appearance,codex_diverse,round1,24,A swift nighttime forager steadfastly carries this soft coat broken alongside quiet full tail along russet hedge.
raw,198,round3__codex_diverse__fox__visual_appearance__02,fox,1,fox,visual_appearance,codex_diverse,round3,27,A poised russet snowline-hunter attentively presents one striking narrow face alongside bright lower legs amid sunlit deck.
raw,199,round3__codex_diverse__fox__visual_appearance__06,fox,1,fox,visual_appearance,codex_diverse,round3,25,A poised amber-eyed meadow-prowler softly presents this clear coat broken beneath strong lower legs inside rainy fireside.
centered,0,round1__codex_diverse__bear__behavior_habits__06,bear,1,bear,behavior_habits,codex_diverse,round1,21,A quiet cave sleeper returns responsively toward the familiar sheltered cave around compact insects before dim valley.
centered,1,round1__codex_diverse__bear__behavior_habits__17,bear,1,bear,behavior_habits,codex_diverse,round1,26,A nimble berry gatherer returns attentively toward prominent tree bark through sharp insects beside narrow hedgerow.
centered,2,round1__codex_diverse__bear__behavior_habits__19,bear,1,bear,behavior_habits,codex_diverse,round1,23,A nimble mountain roamer returns methodically toward steady loose logs after striking insects along copper bridge.
centered,3,round2__codex_diverse__bear__behavior_habits__08,bear,3,fox,behavior_habits,codex_diverse,round2,22,A quiet towering honey-seeker curiously investigates quiet loose logs beside recognizable seasonal feeding against grassy bank.
centered,4,round3__codex_diverse__bear__behavior_habits__04,bear,3,fox,behavior_habits,codex_diverse,round3,23,A calm towering honey-seeker waits smoothly beside graceful loose logs during distinct fishing period beyond dappled meadow.
centered,5,bear_body_parts__codex_diverse_r3__bear__body_parts__01,bear,1,bear,body_parts,codex_diverse,bear_body_parts,19,Rounded ears rise above a broad dark muzzle on a massive shaggy woodland forager.
centered,6,bear_body_parts__codex_diverse_r3__bear__body_parts__10,bear,1,bear,body_parts,codex_diverse,bear_body_parts,21,Broad padded feet carry a hulking brown forest dweller with long claws and dense underfur.
centered,7,round1__codex_diverse__bear__body_parts__06,bear,1,bear,body_parts,codex_diverse,round1,24,A poised honey seeker attentively uses active powerful shoulders beside focused massive torso before speckled plaza.
centered,8,round1__codex_diverse__bear__body_parts__11,bear,1,bear,body_parts,codex_diverse,round1,23,An attentive timberland giant readily raises soft round ears beside quiet facial fur against dappled clearing.
centered,9,round1__codex_diverse__bear__body_parts__15,bear,1,bear,body_parts,codex_diverse,round1,24,An attentive berry gatherer dexterously uses visible long claws alongside soft massive torso beyond silver stairway.
centered,10,round1__codex_diverse__bear__function_ability__10,bear,3,fox,function_ability,codex_diverse,round1,27,A lively timberland giant restrainedly performs nearby climbing force despite substantial body weight along textured sheltered den amid remote barn.
centered,11,round1__codex_diverse__bear__function_ability__11,bear,1,bear,function_ability,codex_diverse,round1,21,A lively river hunter steadfastly performs defined strong digging during delicate sheltered den along copper orchard.
centered,12,round1__codex_diverse__bear__function_ability__12,bear,1,bear,function_ability,codex_diverse,round1,21,A lively backcountry wanderer carefully uses clear strong digging around strong compact soil near blue hallway.
centered,13,round1__codex_diverse__bear__function_ability__19,bear,1,bear,function_ability,codex_diverse,round1,22,A solitary streamside fisher precisely shows delicate scent detection through steady forest area along pale hedgerow.
centered,14,round3__codex_diverse__bear__function_ability__12,bear,3,fox,function_ability,codex_diverse,round3,24,An active round-eared timberland-giant deliberately demonstrates bright strong digging through nearby body weight near muted cabin.
centered,15,round1__codex_diverse__bear__habitat_scene__09,bear,1,bear,habitat_scene,codex_diverse,round1,24,A curious river hunter energetically occupies the active river crowded among focused berry thickets past windy pasture.
centered,16,round1__codex_diverse__bear__habitat_scene__12,bear,3,fox,habitat_scene,codex_diverse,round1,25,A curious berry gatherer moves patiently through that muted woodland trail near natural migrating fish inside sunlit trailhead.
centered,17,round1__codex_diverse__bear__habitat_scene__14,bear,3,fox,habitat_scene,codex_diverse,round1,24,A curious mountain roamer forages swiftly around that delicate woodland trail within steady broad tracks near frosted hallway.
centered,18,round1__codex_diverse__bear__habitat_scene__18,bear,3,fox,habitat_scene,codex_diverse,round1,23,A wary timberland giant emerges knowingly across this clear clearing surrounded among strong fallen logs past golden campsite.
centered,19,round1__codex_diverse__bear__habitat_scene__19,bear,3,fox,habitat_scene,codex_diverse,round1,24,A wary river hunter forages discreetly around the textured river crowded near prominent broad tracks against cool courtyard.
centered,20,round1__codex_diverse__bear__human_interaction__01,bear,1,bear,human_interaction,codex_diverse,round1,22,A wary berry gatherer curiously approaches a natural distant hiker before balanced cover beyond cool field.
centered,21,round1__codex_diverse__bear__human_interaction__02,bear,1,bear,human_interaction,codex_diverse,round1,21,A wary honey seeker alertly approaches compact food containers beside visible cover against cool hedgerow.
centered,22,round1__codex_diverse__bear__human_interaction__08,bear,1,bear,human_interaction,codex_diverse,round1,20,A steady river hunter persistently approaches that sharp empty trail around active cover amid still deck.
centered,23,round1__codex_diverse__bear__human_interaction__09,bear,2,dog,human_interaction,codex_diverse,round1,25,A steady backcountry wanderer unhurriedly follows that familiar empty trail during compact barrier along pale workshop.
centered,24,round1__codex_diverse__bear__human_interaction__16,bear,3,fox,human_interaction,codex_diverse,round1,23,A graceful shaggy forager rhythmically approaches one striking ranger's observation during bright cover before grassy valley.
centered,25,round1__codex_diverse__bear__indirect_holistic__01,bear,1,bear,indirect_holistic,codex_diverse,round1,23,An intent backcountry wanderer quietly embodies a visible forest presence under soft climbing along dappled deck.
centered,26,round1__codex_diverse__bear__indirect_holistic__09,bear,3,fox,indirect_holistic,codex_diverse,round1,24,A cautious timberland giant persistently embodies this active solitary forager beside focused climbing under dusky orchard.
centered,27,round1__codex_diverse__bear__indirect_holistic__12,bear,3,fox,indirect_holistic,codex_diverse,round1,22,A cautious cave sleeper cautiously forms a striking forest presence beside bright silver movement against rainy hillside.
centered,28,round1__codex_diverse__bear__indirect_holistic__13,bear,1,bear,indirect_holistic,codex_diverse,round1,24,A cautious berry gatherer methodically becomes a distinct forest presence across muted fasting before mossy meadow.
centered,29,round2__codex_diverse__bear__indirect_holistic__05,bear,3,fox,indirect_holistic,codex_diverse,round2,31,An intent long-clawed wilderness-resident leisurely forms the clear giant waiting for silver movement across strong silver movement around sunlit stream.
centered,30,round1__codex_diverse__bear__movement__05,bear,1,bear,movement,codex_diverse,round1,23,An alert river hunter climbs nimbly past active shallow water using focused climbing strength near dusky gate.
centered,31,round1__codex_diverse__bear__movement__08,bear,1,bear,movement,codex_diverse,round1,23,An alert berry gatherer carefully crosses that recognizable fallen trunk along clear heavy gait across rainy terrace.
centered,32,round1__codex_diverse__bear__movement__09,bear,1,bear,movement,codex_diverse,round1,23,An alert honey seeker gracefully approaches that focused fallen trunk with subtle bulky frame beyond mossy window.
centered,33,round1__codex_diverse__bear__movement__13,bear,1,bear,movement,codex_diverse,round1,25,A watchful shaggy forager measuredly crosses familiar shallow water through compact heavy gait against cool brook.
centered,34,round1__codex_diverse__bear__movement__16,bear,3,fox,movement,codex_diverse,round1,25,A watchful backcountry wanderer climbs energetically past balanced forest ground through defined climbing strength against muted brook.
centered,35,round1__codex_diverse__bear__object_relationship__05,bear,3,fox,object_relationship,codex_diverse,round1,27,A calm timberland giant interacts energetically with a textured log opened beside prominent curved claws past russet copse.
centered,36,round1__codex_diverse__bear__object_relationship__06,bear,3,fox,object_relationship,codex_diverse,round1,24,A calm river hunter reaches acutely toward prominent river stones beneath sharp forceful scratching past tranquil foothill.
centered,37,round1__codex_diverse__bear__object_relationship__09,bear,3,fox,object_relationship,codex_diverse,round1,26,A calm berry gatherer reaches silently toward a recognizable log opened around clear forceful scratching beyond speckled stairway.
centered,38,round1__codex_diverse__bear__object_relationship__11,bear,1,bear,object_relationship,codex_diverse,round1,21,A calm mountain roamer rests smoothly against a striking log opened near bright scent beyond amber window.
centered,39,round2__codex_diverse__bear__object_relationship__02,bear,3,fox,object_relationship,codex_diverse,round2,28,A calm broad-muzzled river-hunter moves acutely around a focused log opened beneath subtle broad paws past tranquil pasture.
centered,40,round1__codex_diverse__bear__sounds__01,bear,3,fox,sounds,codex_diverse,round1,26,A restless backcountry wanderer prudently makes a soft warning rumble in dense woodland during quiet dense woodland inside crisp balcony.
centered,41,round1__codex_diverse__bear__sounds__05,bear,3,fox,sounds,codex_diverse,round1,24,A restless mountain roamer breaks restlessly silence using recognizable low grunts around clear smaller youngster across tranquil courtyard.
centered,42,round1__codex_diverse__bear__sounds__11,bear,3,fox,sounds,codex_diverse,round1,26,A patient backcountry wanderer breaks steadfastly silence using muted bawling notes through natural smaller youngster beyond amber valley.
centered,43,round2__codex_diverse__bear__sounds__06,bear,3,fox,sounds,codex_diverse,round2,23,A restless towering honey-seeker confidently makes this focused loud roar through subtle dense woodland amid tranquil kitchen.
centered,44,round3__codex_diverse__bear__sounds__01,bear,3,fox,sounds,codex_diverse,round3,25,A cautious bulky streamside-fisher tentatively releases graceful low grunts beside distinct dense woodland under muted barn.
centered,45,round1__codex_diverse__bear__visual_appearance__02,bear,1,bear,visual_appearance,codex_diverse,round1,26,A measured timberland giant measuredly presents a recognizable shaggy frame with clear pale muzzle amid wooden outcrop.
centered,46,round1__codex_diverse__bear__visual_appearance__08,bear,3,fox,visual_appearance,codex_diverse,round1,22,A measured mountain roamer patiently carries quiet massive shoulders alongside recognizable curved limbs amid shadowed outcrop.
centered,47,round1__codex_diverse__bear__visual_appearance__18,bear,1,bear,visual_appearance,codex_diverse,round1,21,An eager mountain roamer curiously carries subtle brown fur beside familiar curved limbs past crisp cabin.
centered,48,round2__codex_diverse__bear__visual_appearance__17,bear,1,bear,visual_appearance,codex_diverse,round2,22,An eager towering honey-seeker quietly reveals defined brown fur beneath delicate rounded ears against crisp thicket.
centered,49,round3__codex_diverse__bear__visual_appearance__13,bear,1,bear,visual_appearance,codex_diverse,round3,25,A curious towering honey-seeker swiftly carries that compact thick coat alongside visible short tail past mossy copse.
centered,50,round1__codex_diverse__cat__behavior_habits__05,cat,1,bear,behavior_habits,codex_diverse,round1,22,A wary room explorer waits quietly beside a nearby warm patch after textured grooming strokes beyond dusky stairway.
centered,51,round1__codex_diverse__cat__behavior_habits__06,cat,0,cat,behavior_habits,codex_diverse,round1,23,A steady whiskered prowler cautiously investigates natural moving string through balanced curling tightly across frosted terrace.
centered,52,round1__codex_diverse__cat__behavior_habits__16,cat,0,cat,behavior_habits,codex_diverse,round1,23,A graceful whiskered prowler settles confidently beside distinct dusty corners after muted paw taps amid muted hedge.
centered,53,round2__codex_diverse__cat__behavior_habits__12,cat,2,dog,behavior_habits,codex_diverse,round2,25,A steady long-tailed household-companion returns comfortably toward one balanced cardboard surface after defined repeated scratching amid cool kitchen.
centered,54,round3__codex_diverse__cat__behavior_habits__02,cat,0,cat,behavior_habits,codex_diverse,round3,25,A focused whiskered house-prowler settles smoothly beside one compact cardboard surface beside visible curling tightly before blue fireside.
centered,55,round1__codex_diverse__cat__body_parts__05,cat,0,cat,body_parts,codex_diverse,round1,25,A quiet room explorer responsively raises muted long whiskers around natural forward-facing eyes beside still hedgerow.
centered,56,round1__codex_diverse__cat__body_parts__06,cat,0,cat,body_parts,codex_diverse,round1,25,A nimble whiskered prowler attentively extends soft retractable claws above quiet small nose inside pale lane.
centered,57,round1__codex_diverse__cat__body_parts__16,cat,0,cat,body_parts,codex_diverse,round1,22,A restless whiskered prowler deliberately positions this compact balancing tail around visible toe pads near rocky corner.
centered,58,round2__codex_diverse__cat__body_parts__23,cat,0,cat,body_parts,codex_diverse,round2,28,A restless striped hearthside-prowler inquisitively raises prominent slit pupils near sharp forward-facing eyes before remote snowbank.
centered,59,round3__codex_diverse__cat__body_parts__05,cat,0,cat,body_parts,codex_diverse,round3,24,A calm purring room-explorer intently raises active pointed ears beside focused hind legs beyond dappled balcony.
centered,60,round1__codex_diverse__cat__function_ability__04,cat,0,cat,function_ability,codex_diverse,round1,22,A gentle whiskered prowler warily shows striking precise balance during bright household pests against rocky pond.
centered,61,round2__codex_diverse__cat__function_ability__11,cat,0,cat,function_ability,codex_diverse,round2,24,A gentle striped hearthside-prowler quietly performs one muted vertical jump during natural tiny movement around remote campsite.
centered,62,round3__codex_diverse__cat__function_ability__02,cat,0,cat,function_ability,codex_diverse,round3,27,An alert whiskered house-prowler watchfully performs one bright vertical jump across nearby wooden edge against shaded hedgerow.
centered,63,round3__codex_diverse__cat__function_ability__12,cat,0,cat,function_ability,codex_diverse,round3,25,A watchful whiskered house-prowler intently demonstrates textured landing posture during prominent furniture beside cool thicket.
centered,64,round3__codex_diverse__cat__function_ability__15,cat,0,cat,function_ability,codex_diverse,round3,26,A watchful purring room-explorer acutely shows focused precise balance across subtle complete stillness inside muted field.
centered,65,round1__codex_diverse__cat__habitat_scene__20,cat,0,cat,habitat_scene,codex_diverse,round1,27,An observant whiskered prowler moves restlessly through that strong dim hallway near graceful ceramic dishes under sunlit riverbank.
centered,66,round2__codex_diverse__cat__habitat_scene__03,cat,0,cat,habitat_scene,codex_diverse,round2,27,An intent purring room-explorer rests lightly within a steady sunny windowsill beside striking afternoon light beside russet pond.
centered,67,round2__codex_diverse__cat__habitat_scene__06,cat,0,cat,habitat_scene,codex_diverse,round2,27,An intent long-tailed household-companion discreetly occupies the textured quiet kitchen among prominent indoor plants inside breezy stairway.
centered,68,round2__codex_diverse__cat__habitat_scene__11,cat,0,cat,habitat_scene,codex_diverse,round2,27,A cautious pointed-eared lap-companion moves precisely through one visible cushioned chair within soft ceramic dishes along amber outcrop.
centered,69,round2__codex_diverse__cat__habitat_scene__13,cat,0,cat,habitat_scene,codex_diverse,round2,26,A cautious purring room-explorer emerges firmly across one defined cushioned chair near delicate moving leaves along dappled kitchen.
centered,70,fox_movement_cat_human__codex_diverse_r4__cat__human_interaction__05,cat,1,bear,human_interaction,codex_diverse,fox_movement_cat_human,18,Padded paws knead a blanket while the compact household pet rests beside its owner.
centered,71,round2__codex_diverse__cat__human_interaction__02,cat,0,cat,human_interaction,codex_diverse,round2,26,An observant purring room-explorer responds readily toward a compact offered hand beside visible lap around dusky grove.
centered,72,round2__codex_diverse__cat__human_interaction__05,cat,2,dog,human_interaction,codex_diverse,round2,29,An observant long-tailed household-companion accepts prudently attention from a recognizable offered hand around clear between rooms under rainy riverbank.
centered,73,round2__codex_diverse__cat__human_interaction__12,cat,0,cat,human_interaction,codex_diverse,round2,25,A swift purring room-explorer stays watchfully beside one subtle familiar voice around familiar upright tail across leafy shoreline.
centered,74,round2__codex_diverse__cat__human_interaction__25,cat,2,dog,human_interaction,codex_diverse,round2,26,A focused long-tailed household-companion stays acutely beside quiet nearby footsteps beside recognizable upright tail against grassy fence.
centered,75,round1__codex_diverse__cat__indirect_holistic__10,cat,0,cat,indirect_holistic,codex_diverse,round1,23,An eager whiskered prowler vigilantly completes one active small shadow beside focused as vibration amid muted deck.
centered,76,round2__codex_diverse__cat__indirect_holistic__03,cat,0,cat,indirect_holistic,codex_diverse,round2,25,A measured purring room-explorer solidly forms the soft domestic presence across quiet playful bursts beyond mossy fireside.
centered,77,round3__codex_diverse__cat__indirect_holistic__01,cat,0,cat,indirect_holistic,codex_diverse,round3,24,A restless purring room-explorer dexterously becomes one nearby small shadow under textured playful bursts against crisp hillside.
centered,78,round3__codex_diverse__cat__indirect_holistic__15,cat,0,cat,indirect_holistic,codex_diverse,round3,27,A curious striped hearthside-prowler smoothly forms the muted domestic presence beside natural nighttime windowsill along dappled bridge.
centered,79,round3__codex_diverse__cat__indirect_holistic__18,cat,0,cat,indirect_holistic,codex_diverse,round3,24,A curious whiskered house-prowler solidly completes the delicate domestic presence around steady pursuit near silver campsite.
centered,80,round1__codex_diverse__cat__movement__01,cat,0,cat,movement,codex_diverse,round1,23,A patient whiskered prowler gracefully crosses a bright narrow ledge with nearby silent steps amid copper yard.
centered,81,round2__codex_diverse__cat__movement__02,cat,2,dog,movement,codex_diverse,round2,24,A patient pointed-eared lap-companion gently approaches a muted narrow ledge using natural stalking posture past blue gate.
centered,82,round2__codex_diverse__cat__movement__04,cat,0,cat,movement,codex_diverse,round2,23,A patient purring room-explorer slowly circles a sharp narrow ledge over active onto furniture past drifting pasture.
centered,83,round2__codex_diverse__cat__movement__16,cat,0,cat,movement,codex_diverse,round2,27,A curious padded-paw windowsill-watcher intently approaches this recognizable floor along clear stalking posture beside amber thicket.
centered,84,round3__codex_diverse__cat__movement__24,cat,0,cat,movement,codex_diverse,round3,24,A focused striped hearthside-prowler patiently approaches the strong room using graceful silent steps against copper thicket.
centered,85,round1__codex_diverse__cat__object_relationship__06,cat,0,cat,object_relationship,codex_diverse,round1,23,An active eared silhouette interacts deliberately with the clear scratching post against strong alternating paws along misty workshop.
centered,86,round1__codex_diverse__cat__object_relationship__09,cat,0,cat,object_relationship,codex_diverse,round1,23,A vigilant whiskered prowler rests slowly against the soft scratching post beside quiet settling nearby against quiet hillside.
centered,87,round1__codex_diverse__cat__object_relationship__11,cat,1,bear,object_relationship,codex_diverse,round1,21,A vigilant striped shadow reaches watchfully toward active curtain folds beside focused body before silver trailhead.
centered,88,round1__codex_diverse__cat__object_relationship__19,cat,0,cat,object_relationship,codex_diverse,round1,24,A measured whiskered prowler interacts smoothly with natural curtain folds beneath balanced alternating paws amid rainy trail.
centered,89,round2__codex_diverse__cat__object_relationship__01,cat,0,cat,object_relationship,codex_diverse,round2,30,An active slit-eyed indoor-hunter interacts readily with a striking yarn strand beside bright alternating paws near speckled woodland.
centered,90,round1__codex_diverse__cat__sounds__12,cat,0,cat,sounds,codex_diverse,round1,25,A lively eared silhouette steadfastly produces one striking warning hiss under bright flattened ears before shadowed porch.
centered,91,round1__codex_diverse__cat__sounds__25,cat,0,cat,sounds,codex_diverse,round1,25,An intent whiskered prowler alertly makes one recognizable warning hiss beside clear relaxed contact under russet yard.
centered,92,round2__codex_diverse__cat__sounds__15,cat,0,cat,sounds,codex_diverse,round2,24,A calm whiskered house-prowler silently makes prominent chirping notes through sharp relaxed contact against narrow slope.
centered,93,round2__codex_diverse__cat__sounds__21,cat,0,cat,sounds,codex_diverse,round2,27,A calm long-tailed household-companion energetically produces that sharp rising trill around active flattened ears under blue deck.
centered,94,round3__codex_diverse__cat__sounds__05,cat,0,cat,sounds,codex_diverse,round3,25,A solitary purring room-explorer comfortably makes one visible warning hiss around soft familiar greeting along windy veranda.
