description_id,true_concept,description,layer_index,layer_name,cat_before,cat_after,dog_before,dog_after,delta_cat,delta_dog,intended_direction
slot_26__deer__r02__c081,deer,A long-legged browser shows quiet feeding before dawn near dense cover.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.13692644238471985,-0.04737042263150215,0.11529658734798431,-0.00922391563653946,-0.1842968612909317,-0.12452050298452377,False
slot_26__horse__r01__c001,horse,A muscular farmyard runner has resting upright near familiar herd companions.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.0022685080766677856,0.00501202791929245,0.014431953430175781,0.028614703565835953,0.0027435198426246643,0.014182750135660172,False
slot_27__cat__r01__c002,cat,Moving string with focused paw taps marks a purring house prowler.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.09428851306438446,0.013220757246017456,-0.06246420741081238,0.04752292484045029,0.10750927031040192,0.10998713225126266,False
slot_27__dog__r01__c001,dog,New surroundings through persistent sniffing defines a leash-wearing companion.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.01488683745265007,0.006974302232265472,0.05627293884754181,0.0738481879234314,-0.007912535220384598,0.017575249075889587,True
slot_27__fox__r05__c322,fox,Faint ground sounds with tilted ears identifies a russet snowline hunter.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.018245242536067963,-0.06447756290435791,-0.003914922475814819,-0.036136921495199203,-0.08272280544042587,-0.032221999019384384,False
slot_27__bear__r02__c082,bear,Loose logs while searching for insects identifies a broad-muzzled river hunter.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.08273197710514069,0.005158737301826477,0.09828746318817139,0.04842451587319374,-0.07757323980331421,-0.049862947314977646,False
slot_27__wolf__r04__c244,wolf,A bushy-tailed pack tracker has patient tracking across old snow prints.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.02080947533249855,-0.08879179507493973,-0.004912152886390686,-0.05973386391997337,-0.10960127413272858,-0.05482171103358269,False
slot_27__rabbit__r01__c003,rabbit,Chewing leafy stems while remaining near cover is visible on a white-tailed garden browser.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.05076291412115097,-0.05437353625893593,0.038296107202768326,-0.032953523099422455,-0.1051364541053772,-0.07124963402748108,False
slot_27__deer__r04__c242,deer,A forest herd grazer reveals quiet feeding before dawn near dense cover.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.1619725078344345,-0.06331446021795273,0.1266135573387146,-0.03425750136375427,-0.22528696060180664,-0.16087105870246887,False
slot_27__horse__r01__c002,horse,A single-hoofed riding companion reveals slow chewing beside a pasture water trough.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.012691713869571686,0.024854592978954315,0.012195609509944916,0.045189689844846725,0.037546306848526,0.03299408033490181,False
slot_28__cat__r01__c001,cat,A clear view shows purring room-explorer with a warm patch before curling tightly near a rocky meadow.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.06443735212087631,-0.03888984024524689,-0.05954135209321976,-0.01625858247280121,0.025547511875629425,0.04328276962041855,False
slot_28__dog__r01__c001,dog,Leash-following walking-partner becomes recognizable through a buried object with repeated digging near a shaded woodland edge.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.06981215626001358,0.00807800143957138,-0.03632451593875885,0.03353464975953102,0.07789015769958496,0.06985916197299957,False
slot_28__fox__r04__c247,fox,Faint ground sounds with tilted ears distinguishes narrow-muzzled dusk-prowler near a rocky meadow.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.09940467774868011,-0.08151300996541977,0.06906828284263611,-0.030305515974760056,-0.1809176802635193,-0.09937380254268646,False
slot_28__bear__r01__c001,bear,Heavy-pawed backcountry-wanderer carries berry bushes during long seasonal feeding across a sunlit garden path.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.03537433594465256,0.022005289793014526,-0.012977279722690582,0.01913699135184288,0.057379625737667084,0.03211427107453346,False
slot_28__wolf__r04__c245,wolf,Large gray howling pack hunter becomes recognizable through careful scent inspection along a territorial boundary near a shallow stream bank.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.02776096761226654,0.0005327165126800537,0.005482394248247147,0.0469183512032032,0.028293684124946594,0.041435956954956055,False
slot_28__rabbit__r01__c001,rabbit,Steady nibbling of clover beside the burrow distinguishes white-tailed garden visitor near a calm farmyard.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.01639038324356079,0.008303456008434296,-0.0015696920454502106,0.02539129927754402,0.024693839251995087,0.026960991322994232,False
slot_28__deer__r04__c243,deer,Stripping soft bark during a sparse winter distinguishes brown woodland browser with branching antlers near a rocky meadow.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.10107355564832687,-0.08857978880405426,-0.10841910541057587,-0.08575072139501572,0.012493766844272614,0.02266838401556015,False
slot_28__horse__r01__c001,horse,Single-hoofed riding companion displays steady grazing with lips clipping short grass beside a quiet fence line.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.028030723333358765,0.0539257675409317,0.06293908506631851,0.0867072120308876,0.025895044207572937,0.023768126964569092,False
slot_29__cat__r02__c083,cat,"Within a shaded woodland edge, curled-tail home-companion demonstrates moving string with focused paw taps, where the posture remains natural.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.11993178725242615,-0.02842119336128235,-0.09696195274591446,-0.008683983236551285,0.0915105938911438,0.08827796578407288,False
slot_29__dog__r04__c241,dog,"Tongue-out family-companion displays new surroundings through persistent sniffing beside a shallow stream bank, while its full body stays visible.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.07989928871393204,0.03992427513003349,-0.01981654390692711,0.08082208037376404,0.11982356011867523,0.10063862800598145,False
slot_29__fox__r01__c002,fox,"Within soft morning light, bushy-tailed den-visitor demonstrates open ground during quiet twilight patrols, where the pose shows balanced proportions.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.07424460351467133,-0.017766468226909637,0.07301703840494156,0.03014274686574936,-0.09201107174158096,-0.0428742915391922,False
slot_29__bear__r01__c004,bear,"Loose logs while searching for insects distinguishes long-clawed wilderness-resident near a shaded woodland edge, where the setting supports the behavior.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.02252570539712906,-0.0691712498664856,-0.024861425161361694,-0.05004178360104561,-0.04664554446935654,-0.025180358439683914,False
slot_29__wolf__r06__c404,wolf,"Food sharing among an organized family group distinguishes long-legged snow pack hunter near scattered autumn leaves, where its full body stays visible.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.0634336918592453,-0.09151975810527802,-0.07157737016677856,-0.0727081298828125,-0.028086066246032715,-0.0011307597160339355,False
slot_29__rabbit__r01__c003,rabbit,"A clear view shows short-tailed garden browser with steady nibbling of clover beside the burrow, as ground contact stays clear.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.18474489450454712,-0.07286293059587479,-0.17669051885604858,-0.07280047237873077,0.11188196390867233,0.10389004647731781,False
slot_29__deer__r01__c004,deer,"A clear view shows branch-antlered woodland traveler with stripping soft bark during a sparse winter, as surrounding plants provide scale.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.131219744682312,-0.1173539087176323,-0.146968811750412,-0.12949956953525543,0.013865835964679718,0.017469242215156555,False
slot_29__horse__r01__c001,horse,"Against a misty hillside, slow chewing beside a pasture water trough defines saddle-trained trail companion; the head and torso remain visible.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.13346493244171143,0.013699419796466827,-0.09553468227386475,0.01305682584643364,0.14716434478759766,0.10859151184558868,False
slot_30__cat__r01__c002,cat,"Whiskered house-prowler becomes recognizable through its face and forelegs with careful grooming strokes, while the moment appears unstaged.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.1439211517572403,-0.052187975496053696,-0.13292968273162842,-0.04215530678629875,0.0917331725358963,0.09077437222003937,False
slot_30__dog__r05__c323,dog,"A buried object with repeated digging distinguishes broad-pawed gate-watcher near a weathered wooden gate, where the setting supports the behavior.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.05961376801133156,0.028749264776706696,0.08765488862991333,0.07826653122901917,-0.030864503234624863,-0.009388357400894165,False
slot_30__fox__r01__c002,fox,"Red-coated woodland-hunter carries spare food beneath loose leaves and soil across a pale winter field; meanwhile, the viewpoint remains level.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.1585175096988678,-0.05631806701421738,-0.15251468122005463,-0.08729572594165802,0.10219944268465042,0.0652189552783966,False
slot_30__bear__r02__c081,bear,"A clear view shows massive shaggy-forager with river shallows during a patient fishing period, as the moment appears unstaged.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.061950813978910446,0.03402629494667053,0.09330116212368011,0.06839638948440552,-0.027924519032239914,-0.024904772639274597,False
slot_30__wolf__r08__c565,wolf,"Between brief watchful pauses, large gray howling pack hunter displays food sharing among an organized family group near soft morning light, while nearby tracks indicate scale.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.06524242460727692,-0.02378261461853981,-0.023855380713939667,0.022369086742401123,0.041459809988737106,0.04622446745634079,False
slot_30__rabbit__r03__c161,rabbit,"A shallow scrape exposing roots and fresh shoots distinguishes soft-coated burrow dweller near a sunlit garden path, where the viewpoint remains level.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.002656690776348114,0.02219085395336151,0.03419020026922226,0.042519308626651764,0.019534163177013397,0.008329108357429504,False
slot_30__deer__r02__c082,deer,"Beside a shaded woodland edge, slender-legged forest grazer reveals browsing tender leaves from low branches; soft light preserves surface detail.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.05223287642002106,-0.0660799890756607,-0.05278610810637474,-0.04793651029467583,-0.013847112655639648,0.004849597811698914,True
slot_30__horse__r01__c001,horse,"Swift-maned open-field runner becomes recognizable through searching hay with a flexible upper lip, while the setting supports the behavior.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.09011393040418625,-0.022941801697015762,-0.07012395560741425,-0.006055612117052078,0.06717212498188019,0.06406834721565247,False
slot_31__cat__r01__c001,cat,A retractable-clawed mouser shows a garden wall overlooking moving leaves.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.03160616382956505,8.399784564971924e-05,0.04006345570087433,0.03429032862186432,-0.03152216598391533,-0.00577312707901001,False
slot_31__dog__r02__c082,dog,A neighborhood path beside a handled leash marks a collared gate watcher.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.10114967823028564,0.04471897706389427,-0.04861845821142197,0.07139744609594345,0.14586865901947021,0.12001590430736542,False
slot_31__fox__r04__c243,fox,A woodland margin beside open grass identifies an orange-chested hedge stalker.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.07383369654417038,-0.04056042432785034,0.06459814310073853,-0.002770397812128067,-0.11439412087202072,-0.0673685371875763,False
slot_31__bear__r01__c002,bear,A heavy-pawed mountain roamer reveals a mountain forest containing berry thickets.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.006565093994140625,-0.05967405438423157,0.003289155662059784,-0.03435080870985985,-0.06623914837837219,-0.03763996437191963,False
slot_31__wolf__r01__c002,wolf,A snowy conifer forest crossed by pack tracks marks a sharp-eared snow tracker.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.03908393532037735,-0.03650490567088127,-0.04486030712723732,-0.024412285536527634,0.0025790296494960785,0.020448021590709686,False
slot_31__rabbit__r05__c321,rabbit,A sandy bank containing several narrow tunnels identifies a clover grazer.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.03833167254924774,0.07017770409584045,0.06254912912845612,0.08294997364282608,0.03184603154659271,0.020400844514369965,False
slot_31__deer__r01__c003,deer,A branch-antlered forest browser carries a forest edge filled with tender browse.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.0577237494289875,-0.09458522498607635,0.014605484902858734,-0.09427623450756073,-0.15230897068977356,-0.10888171941041946,False
slot_31__horse__r01__c003,horse,A quiet barn aisle lined with hay defines a broad-chested paddock runner.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.08074786514043808,0.08375093340873718,-0.027734272181987762,0.08453185856342316,0.16449880599975586,0.11226613074541092,False
slot_32__cat__r02__c081,cat,A long-whiskered home companion shows a sunny windowsill above indoor plants.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.05382632464170456,0.021996628493070602,0.08038140088319778,0.06416955590248108,-0.03182969614863396,-0.016211844980716705,False
slot_32__dog__r01__c001,dog,A floppy-eared home guardian has an open field suited to running and retrieval.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.01924966275691986,0.06701821833848953,0.06548570096492767,0.1153668761253357,0.04776855558156967,0.04988117516040802,False
slot_32__fox__r01__c002,fox,A bushy-tailed den visitor has a snowy field containing faint prey tracks.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.021655622869729996,0.028494998812675476,0.040083836764097214,0.05869036540389061,0.00683937594294548,0.018606528639793396,False
slot_32__bear__r01__c001,bear,A powerful berry gatherer shows a dense woodland trail marked by broad tracks.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.04092169925570488,-0.0062658898532390594,-0.02466193586587906,-0.0025525279343128204,0.03465580940246582,0.02210940793156624,False
slot_32__wolf__r01__c002,wolf,A pale-muzzled pack sentinel shows an open tundra ridge beneath cold wind.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.18224933743476868,-0.0733419805765152,-0.1801350712776184,-0.07676288485527039,0.10890735685825348,0.10337218642234802,False
slot_32__rabbit__r01__c002,rabbit,A garden edge beside low leafy cover identifies a round-eyed clover browser.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.02444801852107048,0.028121326118707657,-0.0031475387513637543,0.05637017637491226,0.05256934463977814,0.059517715126276016,False
slot_32__deer__r01__c003,deer,An autumn ridge beneath scattered oak trees identifies a long-legged clearing grazer.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.025251325219869614,0.0075051449239254,-0.0033960938453674316,0.01769086718559265,0.03275647014379501,0.021086961030960083,False
slot_32__horse__r04__c244,horse,A saddle companion reveals a training ring surrounded by low rails.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.01016378402709961,0.07668858766555786,0.05033881962299347,0.09717574715614319,0.06652480363845825,0.04683692753314972,False
slot_33__cat__r04__c242,cat,Slit-eyed indoor-hunter becomes recognizable through a sunny windowsill above indoor plants near a rocky meadow.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.06848751753568649,0.004049509763717651,0.07782021909952164,0.03188902139663696,-0.06443800777196884,-0.045931197702884674,False
slot_33__dog__r02__c081,dog,A neighborhood path beside a handled leash distinguishes tongue-out family-companion near low evening light.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.14394523203372955,0.026522941887378693,-0.10397625714540482,0.034441545605659485,0.17046818137168884,0.1384178102016449,False
slot_33__fox__r01__c001,fox,Orange-chested hedgerow-stalker carries a woodland margin beside open grass across a calm farmyard.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.06515970826148987,-0.020506303757429123,-0.0586288645863533,-0.028421029448509216,0.044653404504060745,0.030207835137844086,False
slot_33__bear__r01__c001,bear,"Against soft morning light, a mountain forest containing berry thickets defines bulky streamside-fisher.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.1472283899784088,-0.0681736022233963,0.12511859834194183,-0.009669605642557144,-0.21540199220180511,-0.13478820025920868,False
slot_33__wolf__r01__c001,wolf,A snowy conifer forest crossed by pack tracks distinguishes social mountain hunter near a quiet fence line.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.06611670553684235,-0.01835041493177414,-0.058622024953365326,-0.0021360814571380615,0.04776629060506821,0.056485943496227264,False
slot_33__rabbit__r04__c245,rabbit,Round-eyed meadow nibbler with tall ears carries a garden edge beside low leafy cover across an open grassy clearing.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.04338818043470383,0.011425059288740158,0.0560380294919014,0.04432622343301773,-0.03196312114596367,-0.011711806058883667,False
slot_33__deer__r01__c002,deer,"Within soft morning light, branch-antlered woodland traveler demonstrates a forest edge filled with tender browse.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.044888317584991455,-0.07716675102710724,0.02746179699897766,-0.04391581192612648,-0.1220550686120987,-0.07137760519981384,False
slot_33__horse__r01__c002,horse,Swift-maned open-field runner displays a quiet barn aisle lined with hay beside a quiet fence line.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.11336972564458847,0.08893387019634247,-0.055851273238658905,0.09441207349300385,0.20230358839035034,0.15026333928108215,False
slot_34__cat__r05__c326,cat,"A sunny windowsill above indoor plants distinguishes whiskered house-prowler near a narrow riverside path, where the background preserves its outline.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.070137158036232,0.013979136943817139,0.0857209637761116,0.06298501789569855,-0.056158021092414856,-0.022735945880413055,False
slot_34__dog__r03__c162,dog,"Against a shallow stream bank, a fenced backyard containing scattered toys defines panting ball-chaser; the pose shows balanced proportions.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.032725509256124496,0.08493329584598541,0.02452319860458374,0.10981874912977219,0.11765880882740021,0.08529555052518845,False
slot_34__fox__r04__c246,fox,"Against a pale winter field, a quiet meadow during early dawn defines amber-eyed meadow-prowler; the posture remains natural.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.0634053647518158,-0.05986441671848297,-0.052412889897823334,-0.03853101655840874,0.0035409480333328247,0.013881873339414597,False
slot_34__bear__r01__c003,bear,"Heavy-pawed backcountry-wanderer displays a mountain forest containing berry thickets beside a quiet fence line, while the viewpoint remains level.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.1125381737947464,-0.05371982231736183,-0.10781212896108627,-0.0586223304271698,0.05881835147738457,0.04918979853391647,False
slot_34__wolf__r01__c003,wolf,"A clear view shows amber-eyed pack sentinel with a snowy conifer forest crossed by pack tracks, as ground contact stays clear.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.08018509298563004,-0.09185690432786942,-0.09825582057237625,-0.08027851581573486,-0.01167181134223938,0.017977304756641388,True
slot_34__rabbit__r01__c001,rabbit,"Soft-coated burrow dweller carries a garden edge beside low leafy cover across a patch of dense brush; meanwhile, the posture remains natural.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.06853042542934418,-0.05797142535448074,-0.06422770768404007,-0.043765246868133545,0.010559000074863434,0.020462460815906525,False
slot_34__deer__r04__c245,deer,"Brown woodland browser with branching antlers becomes recognizable through a forest edge filled with tender browse, while the head and torso remain visible.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.05624030902981758,-0.01893731579184532,-0.05277390778064728,-0.01643207296729088,0.03730299323797226,0.0363418348133564,False
slot_34__horse__r04__c245,horse,"Beside a calm farmyard, tall saddle-trained riding companion reveals a quiet barn aisle lined with hay; the moment appears unstaged.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.04315425828099251,0.03469192609190941,-0.004746265709400177,0.0516439750790596,0.07784618437290192,0.05639024078845978,False
slot_35__cat__r01__c002,cat,"Beside a misty hillside, padded-paw windowsill-watcher reveals a dim hallway containing scattered household shadows; nearby tracks indicate scale.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.19221577048301697,-0.07454077899456024,-0.1776895821094513,-0.07484961301088333,0.11767499148845673,0.10283996909856796,False
slot_35__dog__r01__c002,dog,"Broad-pawed gate-watcher carries an open field suited to running and retrieval across a patch of dense brush; meanwhile, the viewpoint remains level.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.10547485202550888,-0.03532111644744873,-0.08787346631288528,-0.02683534100651741,0.07015373557806015,0.061038125306367874,False
slot_35__fox__r04__c241,fox,"Within a sunlit garden path, bushy-tailed den-visitor demonstrates a woodland margin beside open grass, where the moment appears unstaged.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.0863070860505104,-0.0022406503558158875,-0.05026501417160034,0.0029386505484580994,0.08406643569469452,0.05320366472005844,False
slot_35__bear__r02__c085,bear,"A cold river crowded by migrating fish distinguishes long-clawed wilderness-resident near a shallow stream bank, where nearby tracks indicate scale.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.042106062173843384,-0.05397976189851761,-0.036378201097249985,-0.02769310399889946,-0.011873699724674225,0.008685097098350525,True
slot_35__wolf__r02__c082,wolf,"Deep-chested roaming predator becomes recognizable through a snowy conifer forest crossed by pack tracks, while its full body stays visible.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.1226404458284378,-0.09824653714895248,-0.13773807883262634,-0.09378371387720108,0.02439390867948532,0.04395436495542526,False
slot_35__rabbit__r02__c082,rabbit,"Beside a sunlit garden path, compact meadow forager reveals a grassy meadow dotted with hidden burrow openings; soft light preserves surface detail.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.1892503947019577,-0.06203429400920868,-0.1714809238910675,-0.07524178177118301,0.12721610069274902,0.09623914211988449,False
slot_35__deer__r03__c163,deer,"An autumn ridge beneath scattered oak trees distinguishes long-legged herd grazer near a shaded woodland edge, where the posture remains natural.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.03397511690855026,0.0045050568878650665,-0.0011920146644115448,0.02828274294734001,0.03848017379641533,0.029474757611751556,False
slot_35__horse__r02__c082,horse,"Against a calm farmyard, a fenced pasture beside a wooden stable defines saddle-trained trail companion; the background preserves its outline.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.03863421082496643,0.0029296912252902985,-0.010936778038740158,0.025567051023244858,0.04156390205025673,0.036503829061985016,False
slot_36__cat__r01__c001,cat,Gentle brushing while remaining loosely curled identifies a soft-pawed indoor hunter.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.009769197553396225,0.04961776360869408,0.030655011534690857,0.10717637836933136,0.0593869611620903,0.0765213668346405,False
slot_36__dog__r01__c001,dog,A broad-pawed walking partner reveals a walking partner by matching their pace.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.09988397359848022,0.08114954829216003,0.15366506576538086,0.1514022797346115,-0.01873442530632019,-0.002262786030769348,False
slot_36__fox__r01__c002,fox,An amber-eyed meadow prowler reveals a distant observer before retreating into brush.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.026259828358888626,-0.010107453912496567,-0.02042882889509201,0.009115975350141525,0.01615237444639206,0.029544804245233536,False
slot_36__bear__r01__c002,bear,A distant hiker before turning toward cover marks a thick-furred woodland giant.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.05387977510690689,0.04122375696897507,-0.022334907203912735,0.05178938806056976,0.09510353207588196,0.0741242915391922,False
slot_36__wolf__r01__c001,wolf,Careful sniffing around an abandoned sled track defines a long-legged wilderness hunter.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.02009560540318489,-0.026518505066633224,0.02242255210876465,-0.004103243350982666,-0.046614110469818115,-0.026525795459747314,False
slot_36__rabbit__r01__c002,rabbit,Gentle sniffing of a hand holding leafy greens defines a short-tailed garden visitor.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.043810732662677765,-0.019852716475725174,0.0399966724216938,0.006659947335720062,-0.06366345286369324,-0.03333672508597374,False
slot_36__deer__r03__c161,deer,Alert watching of a distant roadside vehicle defines a pale-rumped grazer.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.06060504913330078,-0.073833167552948,-0.07900509238243103,-0.06614213436841965,-0.013228118419647217,0.012862958014011383,True
slot_36__horse__r01__c003,horse,An upright-eared pasture grazer has steady response to a rider's rein signal.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.010597996413707733,0.06343018263578415,0.059120360761880875,0.10120534896850586,0.052832186222076416,0.042084988206624985,False
slot_37__cat__r01__c001,cat,A whiskered lap companion has nearby footsteps before following between rooms.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.08267506211996078,0.07776635140180588,0.11894717812538147,0.1427740454673767,-0.004908710718154907,0.02382686734199524,True
slot_37__dog__r01__c002,dog,A wagging yard guardian has a handler's gesture before sitting attentively.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.11120973527431488,0.1461927443742752,0.18660521507263184,0.2177620530128479,0.03498300909996033,0.031156837940216064,False
slot_37__fox__r05__c322,fox,A distant observer before retreating into brush marks a russet snowline hunter.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.006617482751607895,-0.03397858515381813,-0.019993610680103302,-0.02549441158771515,-0.027361102402210236,-0.005500800907611847,False
slot_37__bear__r01__c001,bear,An empty trail after detecting approaching voices identifies a massive shaggy forager.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.08782561868429184,0.02565581724047661,0.11482639610767365,0.08069071173667908,-0.06216980144381523,-0.03413568437099457,False
slot_37__wolf__r07__c485,wolf,A wild gray pack hunter shows careful sniffing around an abandoned sled track.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.009451813995838165,-0.006667766720056534,0.006412416696548462,0.022558122873306274,0.0027840472757816315,0.016145706176757812,False
slot_37__rabbit__r08__c564,rabbit,A relaxed long-eared grazer displays curious inspection of a cardboard tunnel.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.08081363141536713,-0.03235844895243645,-0.08848560601472855,-0.04137251526117325,0.04845518246293068,0.0471130907535553,False
slot_37__deer__r01__c002,deer,Careful approach toward a salt block marks a white-tailed meadow grazer.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.09905620664358139,0.0006616190075874329,-0.07487743347883224,-0.004593994468450546,0.09971782565116882,0.070283442735672,False
slot_37__horse__r01__c001,horse,Careful stepping into a waiting trailer defines a long-maned pasture runner.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.011036664247512817,0.01837361603975296,0.031311631202697754,0.05178464949131012,0.007336951792240143,0.020473018288612366,False
slot_38__cat__r01__c001,cat,"Beside soft morning light, purring room-explorer reveals an offered hand before rubbing its cheek.",1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.09369413554668427,-0.06189696490764618,-0.08847253024578094,-0.0364329069852829,0.031797170639038086,0.05203962326049805,False
slot_38__dog__r02__c082,dog,A walking partner by matching their pace distinguishes broad-pawed gate-watcher near low evening light.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,0.11922327429056168,0.07970269024372101,0.16952839493751526,0.16139177978038788,-0.03952058404684067,-0.00813661515712738,False
slot_38__fox__r01__c002,fox,Sharp-eared field-stalker carries a roadside light with a brief cautious pause across a calm farmyard.,1,down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,-0.08782745897769928,-0.00021813437342643738,-0.0722118467092514,-0.020887084305286407,0.08760932087898254,0.051324762403964996,False
